lef,1,160.53,151.51,11.0862
lef,2,162.46,154.26,11.0862
lef,3,154.13,146.33,11.0862
lef,4,152.23,146.52,11.0862
lef,5,156.89,153.38,11.0862
lef,6,155.37,152.79,11.0862
lef,7,158.46,154.88,11.0862
lbd,1,181.08,167.48,7.1127
lbd,2,185.72,177.85,7.1127
lbd,3,186.05,170.64,7.1127
lbd,4,185.04,174.82,7.1127
lbd,5,190.87,179.37,7.1127
lbd,6,186.36,180.83,7.1127
lbd,7,192.11,177.84,7.1127
ref,1,161.74,154.3,9.1025
ref,2,164.2,152.49,9.1025
ref,3,164.68,158.58,9.1025
ref,4,162.78,151.85,9.1025
ref,5,167.39,157.93,9.1025
ref,6,165.63,159.5,9.1025
ref,7,174.72,164.05,9.1025
relb,1,142.6,120.5,9.0354
relb,2,141.59,124.69,9.0354
relb,3,141.48,125.84,9.0354
relb,4,143.49,125.19,9.0354
relb,5,149.8,128.55,9.0354
relb,6,147.06,127.83,9.0354
relb,7,142.65,130.55,9.0354
relb1,1,107.29,123.62,7.6496
relb1,2,126.01,127.27,7.6496
relb1,3,131.05,128.64,7.6496
relb1,4,132.28,130.39,7.6496
relb1,5,129.1,128.43,7.6496
relb1,6,116.02,122.69,7.6496
relb1,7,128.71,129.65,7.6496
