0.000000,-0.049027,0.189105,0.731405,-0.653362,0.031014,0.133060,0.715322,-0.685308,0.001001,0.161226,0.732024,-0.661926,-11.489222,-6.477578,
0.042286,-0.049027,0.189105,0.731405,-0.653362,0.031014,0.133060,0.715322,-0.685308,0.001000,0.160989,0.732952,-0.660956,-11.489222,-6.480931,
0.083158,-0.049027,0.189105,0.731405,-0.653362,0.031022,0.131094,0.715511,-0.685490,0.001001,0.161202,0.733921,-0.659828,-11.645499,-6.447967,
0.118514,-0.051023,0.189086,0.731332,-0.653297,0.031022,0.131094,0.715511,-0.685490,0.001001,0.161202,0.733921,-0.659828,-11.807234,-6.617475,
0.153459,-0.051023,0.189086,0.731332,-0.653297,0.031022,0.131094,0.715511,-0.685490,0.001001,0.161202,0.733921,-0.659828,-11.807234,-6.617475,
0.188728,-0.051023,0.189086,0.731332,-0.653297,0.029062,0.131282,0.716536,-0.684468,-0.001001,0.161178,0.735811,-0.657725,-11.616257,-6.418182,
0.220695,-0.051023,0.189086,0.731332,-0.653297,0.029070,0.129311,0.716724,-0.684647,-0.001001,0.161178,0.735811,-0.657725,-11.772661,-6.418182,
0.253507,-0.051023,0.189086,0.731332,-0.653297,0.029022,0.131102,0.715554,-0.685531,-0.001003,0.161415,0.734891,-0.658695,-11.641000,-6.414612,
0.285816,-0.051023,0.189086,0.731332,-0.653297,0.029062,0.131282,0.716536,-0.684468,-0.001001,0.161178,0.735811,-0.657725,-11.616257,-6.418182,
0.317694,-0.051023,0.189086,0.731332,-0.653297,0.029062,0.131282,0.716536,-0.684468,-0.001001,0.161178,0.735811,-0.657725,-11.616257,-6.418182,
0.350031,-0.033020,0.103064,0.729451,-0.675418,0.053078,0.055081,0.704033,-0.706036,0.019035,0.061111,0.728322,-0.682239,-11.102971,-7.679567,
0.382203,-0.045027,0.085050,0.727429,-0.679401,0.043057,0.037049,0.699932,-0.711948,0.015020,0.049066,0.723969,-0.687921,-11.159481,-7.872109,
0.489982,-0.025060,0.103249,0.726751,-0.678635,0.061047,0.059046,0.701543,-0.707548,0.035064,0.077140,0.724315,-0.684242,-10.802585,-7.106171,
0.735592,0.035055,0.161253,0.718128,-0.676062,0.109076,0.111077,0.697484,-0.699486,0.093025,0.135036,0.719194,-0.675182,-10.479914,-6.815375,
0.973523,-0.051060,0.059069,0.717843,-0.691813,0.048999,0.020999,0.692982,-0.718981,0.015010,0.037024,0.717464,-0.695449,-11.168145,-7.219102,
1.215024,-0.034999,0.082997,0.722975,-0.684977,0.053049,0.033031,0.695644,-0.715663,0.023030,0.049065,0.719947,-0.691910,-11.314042,-7.526765,
1.477139,-0.033026,0.071056,0.727575,-0.681539,0.057060,0.023024,0.699735,-0.711748,0.025005,0.039008,0.723146,-0.689139,-11.309332,-7.384004,
1.712951,-0.025039,0.029046,0.732147,-0.680066,0.053079,0.011016,0.702050,-0.710062,0.019011,0.027016,0.727421,-0.685396,-7.800806,-3.844158,
1.969936,0.029004,-0.023003,0.733110,-0.679102,0.047014,0.017005,0.703215,-0.709217,0.019008,0.033013,0.727290,-0.685273,1.784823,5.244792,
2.213235,0.169100,-0.183108,0.707417,-0.661390,0.051002,0.021001,0.703024,-0.709024,0.019003,0.039007,0.727132,-0.685125,26.576190,30.454512,
