lef,1,195.32,191.67,6.8603
lef,2,196.96,195.73,6.8603
lef,3,190.27,186.1,6.8603
lef,4,186.29,183.33,6.8603
lef,5,190.26,184.53,6.8603
lef,6,193.67,191.05,6.8603
lef,7,191.99,186.71,6.8603
lbd,1,165.37,154.49,35.8856
lbd,2,165.95,152.26,35.8856
lbd,3,165.15,152.47,35.8856
lbd,4,165,155.74,35.8856
lbd,5,170.13,155.6,35.8856
lbd,6,163.66,149.8,35.8856
lbd,7,153.74,146.8,35.8856
ref,1,193.77,173.43,36.1866
ref,2,194.45,174.35,36.1866
ref,3,136.68,170.84,36.1866
ref,4,196.67,173.64,36.1866
ref,5,194.44,170.5,36.1866
ref,6,192.88,179.5,36.1866
ref,7,193.89,185.57,36.1866
relb,1,133.35,108.9,17.1083
relb,2,134.12,123.73,17.1083
relb,3,134.77,114.73,17.1083
relb,4,142.33,113.37,17.1083
relb,5,147.84,129.81,17.1083
relb,6,145.57,128.5,17.1083
relb,7,146.2,126.75,17.1083
relb1,1,117.6,119,8.6565
relb1,2,119.7,116.36,8.6565
relb1,3,124.99,122.47,8.6565
relb1,4,127.25,125.41,8.6565
relb1,5,124.45,121.99,8.6565
relb1,6,130.69,122.27,8.6565
relb1,7,129.27,132.69,8.6565
rie,1,63.69,203.88,168.855
rie,2,59.61,201.19,168.855
rie,3,59.54,202.01,168.855
rie,4,60.14,201.94,168.855
rie,5,59.55,204.1,168.855
rie,6,60.43,198.51,168.855
rie,7,55.31,200.4,168.855
