lef,1,173.36,169.48,10.1686
lef,2,168.46,169.1,10.1686
lef,3,167.35,165.51,10.1686
lef,4,164.51,164.78,10.1686
lef,5,166.15,167.16,10.1686
lef,6,166.12,166.24,10.1686
lef,7,172.07,168.61,10.1686
lbd,1,154.19,149.82,11.4456
lbd,2,160.92,150.62,11.4456
lbd,3,158.49,154.22,11.4456
lbd,4,163.57,155.03,11.4456
lbd,5,169.65,161.15,11.4456
lbd,6,170.7,162.28,11.4456
lbd,7,170.9,162.02,11.4456
lelb,1,140.44,133.22,8.2354
lelb,2,142.32,138.02,8.2354
lelb,3,139.63,138.56,8.2354
lelb,4,139.39,136.13,8.2354
lelb,5,144.39,136.62,8.2354
lelb,6,142.01,139.5,8.2354
lelb,7,140.2,135.31,8.2354
lelb1,1,105.64,123.35,15.2726
lelb1,2,101.77,120.27,15.2726
lelb1,3,109.72,112.72,15.2726
lelb1,4,109.71,111.39,15.2726
lelb1,5,106.51,114.58,15.2726
lelb1,6,113.33,117.17,15.2726
lelb1,7,123.14,118.89,15.2726
lie,1,55.78,64.01,12.1889
lie,2,46.12,69.81,12.1889
lie,3,46.06,66,12.1889
lie,4,50.54,68.1,12.1889
lie,5,54.26,61.6,12.1889
lie,6,51.46,57.15,12.1889
lie,7,56.18,62.34,12.1889
ref,1,164.09,164.01,7.6956
ref,2,167.72,163.65,7.6956
ref,3,167.85,163.77,7.6956
ref,4,159.26,159.75,7.6956
ref,5,164.11,169.09,7.6956
ref,6,164.27,169.6,7.6956
ref,7,163.64,169.32,7.6956
rbd,1,162.62,153.75,7.5911
rbd,2,173.62,168.54,7.5911
rbd,3,172.63,167.31,7.5911
rbd,4,170.43,167.67,7.5911
rbd,5,167.98,164.54,7.5911
rbd,6,173.25,170.76,7.5911
rbd,7,163.44,162.82,7.5911
relb,1,140.12,141.96,10.2652
relb,2,144.38,145.42,10.2652
relb,3,141.13,145.59,10.2652
relb,4,135.55,140.71,10.2652
relb,5,146.02,145.92,10.2652
relb,6,145.55,149.93,10.2652
relb,7,143.57,144.81,10.2652
relb1,1,113.66,132,13.3905
relb1,2,108.05,128,13.3905
relb1,3,108.55,128.22,13.3905
relb1,4,105.56,124.89,13.3905
relb1,5,104.18,123.74,13.3905
relb1,6,110.53,124.98,13.3905
relb1,7,111.54,126.75,13.3905
rie,1,56.21,55,21.3533
rie,2,55.17,54.23,21.3533
rie,3,60.65,53.93,21.3533
rie,4,63.25,52.28,21.3533
rie,5,43.52,54.01,21.3533
rie,6,54.73,51.05,21.3533
rie,7,51.18,52.74,21.3533
