lef,1,178.01,162.24,30.6111
lef,2,171.04,166.5,30.6111
lef,3,174.76,168.37,30.6111
lef,4,173.85,170.67,30.6111
lef,5,191.87,180.58,30.6111
lef,6,185.13,167.4,30.6111
lef,7,186.22,173.21,30.6111
lbd,1,165.23,179.2,51.1116
lbd,2,163.66,174.27,51.1116
lbd,3,164.68,177.95,51.1116
lbd,4,161.93,175.69,51.1116
lbd,5,168.82,179.33,51.1116
lbd,6,161.79,171.24,51.1116
lbd,7,174.27,181.16,51.1116
ref,1,186.93,187.2,23.9233
ref,2,190.08,181.63,23.9233
ref,3,189.53,170.31,23.9233
ref,4,188.7,170.64,23.9233
ref,5,193.1,171.04,23.9233
ref,6,189.28,172.31,23.9233
ref,7,182.41,167.92,23.9233
relb,1,148.75,122.71,14.4584
relb,2,146.94,135.86,14.4584
relb,3,143.55,124.76,14.4584
relb,4,144.55,138.32,14.4584
relb,5,144.31,124.22,14.4584
relb,6,145.75,134.57,14.4584
relb,7,140.54,119.04,14.4584
relb1,1,137.9,124.72,19.261
relb1,2,136.63,108.49,19.261
relb1,3,136.69,112.31,19.261
relb1,4,137.5,114.89,19.261
relb1,5,137.32,113.69,19.261
relb1,6,135.59,117.08,19.261
relb1,7,137.07,113.71,19.261
rie,1,67.18,74.02,38.9291
rie,2,66.62,73.31,38.9291
rie,3,64.41,69.39,38.9291
rie,4,70.73,77.16,38.9291
rie,5,64.26,73.79,38.9291
rie,6,66.17,74.99,38.9291
rie,7,57.8,59.75,38.9291
