Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.17,49.70,0.00,55.48,0.00,18.05,0.00,108.02,0.00,0.00,35.37,0.00,37.70,0.00,0.00,10.00,57.52,0.00,0.00
0.31,52.25,0.00,56.67,0.00,16.37,0.00,106.35,0.00,0.00,32.39,0.00,33.78,0.00,19.32,10.00,109.12,0.00,0.00
0.39,48.02,0.00,51.90,0.00,14.74,0.00,104.65,0.00,0.00,28.70,0.00,29.65,0.00,38.71,10.00,128.70,0.00,0.00
0.49,47.89,0.00,51.94,0.00,15.44,0.00,105.36,0.00,0.00,33.36,0.00,34.05,0.00,40.19,10.00,130.17,0.00,0.00
0.57,48.26,0.00,52.05,0.00,15.82,0.00,105.72,0.00,0.00,28.34,0.00,29.53,0.00,37.77,10.00,127.76,0.00,0.00
0.66,48.37,0.00,52.12,0.00,16.25,0.00,106.08,0.00,0.00,31.85,0.00,32.90,0.00,38.81,10.00,128.77,0.00,0.00
0.74,48.73,0.00,52.43,0.00,16.29,0.00,106.03,0.00,0.00,29.13,0.00,30.42,0.00,37.26,10.00,127.22,0.00,0.00
0.84,49.08,0.00,52.67,0.00,16.43,0.00,106.12,0.00,0.00,27.22,0.00,28.76,0.00,36.24,10.00,126.21,0.00,0.00
0.92,49.09,0.00,52.61,0.00,16.67,0.00,106.37,0.00,0.00,32.09,0.00,33.25,0.00,39.42,10.00,129.36,0.00,0.00
1.01,49.25,0.00,52.69,0.00,16.80,0.00,106.47,0.00,0.00,27.05,0.00,28.61,0.00,36.21,10.00,126.17,0.00,0.00
