Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.15,22.72,0.00,26.80,0.00,76.96,0.00,121.51,0.00,0.00,62.14,0.00,72.44,0.00,115.33,10.00,30.48,0.00,0.00
0.25,24.50,0.00,26.00,0.00,80.84,0.00,116.14,0.00,0.00,29.65,0.00,62.61,0.00,72.13,10.00,128.02,0.00,0.00
0.34,23.47,0.00,23.77,0.00,82.11,0.00,111.55,0.00,0.00,38.88,0.00,65.74,0.00,60.53,10.00,105.75,0.00,0.00
0.42,26.32,0.00,26.81,0.00,76.64,0.00,116.17,0.00,0.00,31.81,0.00,68.69,0.00,78.64,10.00,33.30,0.00,0.00
0.52,22.60,0.00,22.61,0.00,92.45,0.00,13.03,0.00,0.00,43.17,0.00,50.55,0.00,63.10,10.00,124.63,0.00,0.00
0.63,21.10,0.00,21.11,0.00,92.59,0.00,18.78,0.00,0.00,43.70,0.00,50.96,0.00,67.33,10.00,127.94,0.00,0.00
0.71,20.98,0.00,20.98,0.00,87.71,0.00,8.54,0.00,0.00,43.99,0.00,50.87,0.00,64.19,10.00,126.40,0.00,0.00
0.80,20.62,0.00,20.63,0.00,93.72,0.00,22.65,0.00,0.00,44.74,0.00,51.36,0.00,61.94,10.00,124.41,0.00,0.00
0.88,20.54,0.00,20.56,0.00,91.35,0.00,17.61,0.00,0.00,46.67,0.00,52.52,0.00,63.41,10.00,131.36,0.00,0.00
0.96,20.37,0.00,20.40,0.00,90.41,0.00,17.71,0.00,0.00,48.05,0.00,53.38,0.00,79.11,10.00,136.62,0.00,0.00
1.04,19.95,0.00,19.99,0.00,91.39,0.00,17.98,0.00,0.00,49.09,0.00,53.96,0.00,66.82,10.00,131.41,0.00,0.00
1.12,20.15,0.00,20.19,0.00,88.17,0.00,11.72,0.00,0.00,49.48,0.00,54.08,0.00,69.00,10.00,130.82,0.00,0.00
1.21,20.16,0.00,20.21,0.00,88.47,0.00,12.02,0.00,0.00,49.93,0.00,54.36,0.00,68.15,10.00,138.03,0.00,0.00
1.30,20.25,0.00,20.32,0.00,90.09,0.00,13.28,0.00,0.00,50.49,0.00,54.84,0.00,117.27,10.00,127.64,0.00,0.00
1.38,22.55,0.00,42.20,0.00,77.22,0.00,63.80,0.00,0.00,51.00,0.00,55.46,0.00,89.95,10.00,149.10,0.00,0.00
1.49,20.91,0.00,41.86,0.00,80.02,0.00,68.38,0.00,0.00,53.57,0.00,57.31,0.00,88.59,10.00,150.23,0.00,0.00
1.58,19.90,0.00,41.73,0.00,78.55,0.00,67.89,0.00,0.00,47.62,0.00,50.96,0.00,81.85,10.00,144.59,0.00,0.00
1.66,19.00,0.00,44.42,0.00,79.63,0.00,64.32,0.00,0.00,49.87,0.00,53.63,0.00,82.26,10.00,145.28,0.00,0.00
1.76,19.33,0.00,19.48,0.00,87.82,0.00,41.07,0.00,0.00,50.15,0.00,54.20,0.00,85.99,10.00,153.49,0.00,0.00
1.84,14.87,0.00,14.96,0.00,88.36,0.00,19.23,0.00,0.00,47.37,0.00,47.48,0.00,73.23,10.00,161.08,0.00,0.00
1.92,8.33,0.00,9.65,0.00,81.19,0.00,22.48,0.00,0.00,50.63,0.00,51.09,0.00,75.70,10.00,161.58,0.00,0.00
2.00,14.84,0.00,19.35,0.00,98.06,0.00,23.64,0.00,0.00,43.92,0.00,45.60,0.00,71.50,10.00,156.46,0.00,0.00
2.09,16.53,0.00,18.60,0.00,97.47,0.00,28.01,0.00,0.00,41.85,0.00,44.90,0.00,68.52,10.00,154.72,0.00,0.00
2.16,22.26,0.00,24.04,0.00,106.23,0.00,33.78,0.00,0.00,35.89,0.00,41.95,0.00,67.49,10.00,154.76,0.00,0.00
2.25,22.19,0.00,34.48,0.00,82.24,0.00,41.90,0.00,0.00,154.34,0.00,140.62,0.00,141.66,10.00,123.68,0.00,0.00
2.34,26.27,0.00,55.66,0.00,63.23,0.00,150.50,0.00,0.00,74.65,0.00,75.26,0.00,85.63,10.00,161.49,0.00,0.00
2.43,6.02,0.00,61.66,0.00,70.21,0.00,159.45,0.00,0.00,97.05,0.00,94.14,0.00,49.73,10.00,41.52,0.00,0.00
2.52,55.44,0.00,65.60,0.00,93.36,0.00,169.53,0.00,0.00,104.92,0.00,103.61,0.00,48.87,10.00,41.19,0.00,0.00
2.60,125.00,0.00,110.67,0.00,89.63,0.00,168.42,0.00,0.00,55.96,0.00,59.52,0.00,64.10,10.00,25.90,0.00,0.00
2.70,82.66,0.00,84.68,0.00,94.19,0.00,175.27,0.00,0.00,95.84,0.00,94.64,0.00,68.28,10.00,21.93,0.00,0.00
2.80,73.49,0.00,82.15,0.00,90.48,0.00,178.15,0.00,0.00,88.27,0.00,88.93,0.00,63.65,10.00,26.45,0.00,0.00
2.88,6.39,0.00,34.30,0.00,64.66,0.00,152.57,0.00,0.00,116.62,0.00,111.47,0.00,73.58,10.00,16.97,0.00,0.00
2.99,40.05,0.00,46.93,0.00,89.29,0.00,162.01,0.00,0.00,104.32,0.00,104.12,0.00,74.27,10.00,27.37,0.00,0.00
