Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.25,7.11,0.00,12.33,0.00,61.84,0.00,29.37,0.00,0.00,16.95,9.05,19.95,10.08,63.54,25.43,26.68,65.77,-73.92
0.35,8.16,0.00,13.70,0.00,67.05,0.00,24.43,0.00,0.00,17.48,10.08,20.47,10.82,61.54,28.59,28.78,66.75,-74.36
0.48,8.13,0.00,13.55,0.00,66.09,0.00,25.29,37.59,-74.33,17.66,10.08,20.69,10.82,62.38,28.59,27.85,66.75,-74.36
0.58,8.02,0.00,12.67,0.00,65.18,0.00,26.02,37.59,-74.33,17.68,11.59,21.36,14.10,61.70,31.58,28.90,63.19,-70.53
0.68,8.83,0.00,12.76,0.00,64.33,0.00,26.65,37.59,-74.33,17.33,11.59,21.67,14.10,60.76,31.58,30.21,63.19,-70.53
0.76,9.20,15.39,13.31,14.13,64.46,9.83,26.65,10.01,-28.57,16.46,11.59,20.99,14.10,61.05,31.58,29.73,63.19,-70.53
0.86,8.80,15.39,13.17,14.13,64.19,9.83,27.43,10.01,-28.57,15.96,11.09,20.41,14.65,61.67,30.84,29.13,61.73,-69.64
0.97,8.76,12.40,13.48,11.04,65.42,17.33,26.31,10.01,-28.57,16.07,-4.17,19.83,12.33,62.69,3.53,27.89,61.73,-69.64
1.05,7.02,12.41,11.58,14.10,66.52,16.57,25.28,10.87,-28.34,15.10,-4.17,18.67,12.33,64.29,3.53,25.98,61.73,-69.64
1.16,6.08,12.41,10.51,14.10,66.51,16.57,25.89,10.87,-28.34,14.45,-2.97,18.11,11.29,58.02,9.46,32.66,67.52,-75.19
1.26,5.79,12.41,10.65,14.10,67.62,16.57,24.39,10.87,-28.34,14.04,-2.97,17.59,11.29,61.04,9.46,29.71,67.52,-75.19
1.34,5.66,12.70,10.63,15.07,68.40,15.52,23.32,10.79,-27.43,13.83,-2.97,17.32,11.29,61.90,9.46,28.94,67.52,-75.19
1.45,5.24,12.70,10.30,15.07,69.20,15.52,22.43,10.79,-27.43,13.70,-3.00,17.15,9.95,62.29,10.88,28.56,69.93,-78.00
1.56,5.04,12.70,9.93,15.07,69.79,15.52,21.83,10.79,-27.43,13.50,-3.00,16.95,9.95,63.11,10.88,27.73,69.93,-78.00
1.64,5.05,12.70,9.72,15.07,70.56,15.52,21.04,10.79,-27.43,13.25,-2.74,16.78,11.38,63.68,10.65,27.18,68.12,-75.69
1.77,5.08,12.70,9.42,15.07,71.76,15.52,19.60,10.79,-27.43,13.34,-2.74,17.02,11.38,64.35,10.65,26.56,11.39,-35.74
1.86,5.24,13.32,9.59,13.83,72.70,19.97,18.67,10.09,-31.48,13.43,-2.74,17.32,11.38,64.72,10.65,26.28,11.39,-35.74
1.93,5.43,13.32,9.71,13.83,72.36,19.97,18.96,10.09,-31.48,13.41,-2.09,17.34,12.06,64.74,9.70,26.35,10.85,-34.82
2.02,4.95,13.32,9.58,13.83,72.79,19.97,18.72,10.09,-31.48,13.35,-2.09,17.34,12.06,64.62,9.70,26.51,10.28,-36.54
2.15,4.99,13.32,9.67,13.83,72.78,19.97,18.80,4.23,-26.26,13.34,-2.09,17.38,12.06,64.67,9.70,26.55,10.28,-36.54
2.25,5.01,13.32,9.69,13.83,72.75,19.97,18.82,4.23,-26.26,13.35,-2.09,17.42,12.06,65.09,9.70,26.15,9.17,-36.59
2.34,5.11,13.32,9.76,13.83,72.55,19.97,19.00,4.02,-26.19,13.43,-2.09,17.45,12.06,65.19,9.70,26.04,9.17,-36.59
2.44,5.12,13.22,9.78,13.55,72.59,21.77,19.01,4.20,-28.00,13.32,-2.09,17.35,12.06,65.15,9.70,26.08,9.17,-36.59
2.58,5.20,13.22,9.78,13.55,72.71,21.77,18.84,4.20,-28.00,13.32,-2.09,17.36,12.06,64.88,9.70,26.33,9.52,-36.62
2.66,5.18,13.27,9.69,13.37,72.92,22.13,18.55,4.12,-28.34,13.26,-2.09,17.30,12.06,65.00,9.70,26.22,9.52,-36.62
2.76,3.79,13.27,10.05,13.37,73.95,22.13,18.18,4.12,-28.34,13.73,-2.09,17.38,12.06,64.55,9.70,26.45,9.66,-37.13
2.85,3.00,13.27,10.29,13.37,74.65,22.13,17.79,4.42,-27.57,13.80,-2.09,17.26,12.06,65.64,9.70,25.35,9.66,-37.13
2.94,3.25,13.31,10.16,13.52,74.36,22.51,17.92,4.47,-27.95,13.76,-2.09,17.19,12.06,65.25,9.70,25.68,9.66,-37.13
3.02,3.90,13.31,10.04,13.52,73.87,22.51,18.07,4.47,-27.95,13.61,-2.62,17.08,11.76,65.13,9.49,25.80,10.11,-36.96
3.11,4.25,13.31,10.01,13.52,73.67,22.51,18.10,4.47,-27.95,13.57,-2.62,17.05,11.76,64.90,9.49,26.00,10.47,-37.48
3.20,4.15,13.31,10.11,13.52,73.75,22.51,18.06,4.24,-26.72,13.61,-2.62,17.04,11.76,64.71,9.49,26.16,10.47,-37.48
3.29,4.55,13.35,10.08,13.66,73.36,22.89,18.29,4.30,-27.10,13.52,-2.62,17.01,11.76,64.77,9.49,26.15,10.47,-37.48
3.40,4.65,13.35,10.06,13.66,73.25,22.89,18.38,4.30,-27.10,13.48,-2.62,16.99,11.76,64.76,9.49,26.17,10.61,-37.34
3.51,4.51,13.35,10.02,13.66,72.63,22.89,18.90,4.94,-27.81,13.43,-2.62,16.95,11.76,64.73,9.49,26.24,10.61,-37.34
3.60,1.85,13.35,10.26,13.66,73.75,22.89,17.80,4.94,-27.81,13.49,-2.42,16.87,12.08,64.73,9.65,26.20,10.47,-37.52
3.71,0.01,13.35,10.67,13.66,75.93,22.89,15.07,4.94,-27.81,13.38,-2.42,16.82,12.08,64.68,9.65,26.13,10.51,-37.36
3.79,2.17,13.35,11.51,13.66,70.09,22.89,20.44,13.05,-35.08,13.31,-2.42,16.74,12.08,69.87,9.65,20.27,10.51,-37.36
3.87,5.40,27.74,13.28,21.60,65.20,48.20,25.64,2.17,-19.32,13.37,-2.42,16.69,12.08,69.81,9.65,20.34,10.51,-37.36
3.97,7.22,32.89,14.52,24.91,55.83,56.26,34.95,2.91,-12.28,13.29,-2.42,16.62,12.08,69.66,9.65,20.53,10.51,-37.36
4.06,7.90,32.89,15.15,24.91,47.55,56.26,42.97,2.91,-12.28,13.28,-1.76,16.60,12.16,68.32,9.39,21.93,9.88,-37.01
4.15,9.01,25.72,16.50,22.87,35.38,51.47,55.23,2.91,-12.28,13.27,-7.77,16.47,13.89,68.77,10.92,21.40,9.88,-37.01
4.24,9.04,34.58,16.24,26.94,28.42,62.68,62.10,11.92,-4.73,13.22,-7.77,16.47,13.89,68.13,10.92,22.09,9.88,-37.01
4.33,11.15,34.58,16.99,26.94,22.03,62.68,68.43,11.92,-4.73,13.34,-7.77,16.48,13.89,66.54,10.92,23.93,10.82,-36.61
4.42,8.83,33.97,13.32,26.64,13.07,62.03,76.94,11.92,-4.73,13.28,-8.51,16.44,13.87,65.44,10.69,25.25,10.82,-36.61
4.50,3.65,39.90,6.23,33.53,9.63,65.81,96.25,18.32,1.23,13.27,-8.51,16.47,13.87,65.82,10.69,24.81,10.82,-36.61
