Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
1.53,93.11,28.30,21.16,85.83,11.76,15.18,0.00,0.00,0.00,0.00,0.00,0.00
1.62,92.45,26.39,32.02,83.13,16.96,19.46,89.23,96.47,96.47,0.00,0.00,0.00
1.72,90.97,21.98,39.75,82.21,19.03,21.51,87.60,4.30,96.47,153.09,92.73,0.00
1.79,120.50,30.37,29.16,83.66,14.49,28.68,87.96,4.18,96.20,153.09,92.73,0.00
1.94,148.95,43.82,50.48,72.45,19.72,28.03,87.96,4.18,21.94,153.09,92.73,0.00
2.05,137.15,45.11,63.21,80.07,22.41,20.32,87.66,4.51,21.94,152.99,92.37,0.00
2.18,156.67,73.06,53.55,75.62,33.69,22.22,87.79,4.51,21.94,153.12,92.45,0.00
2.25,87.32,133.09,70.91,86.79,43.98,23.45,87.87,4.34,21.94,153.19,92.60,0.00
2.32,70.28,26.58,19.51,87.70,11.51,169.23,87.87,4.34,35.87,153.19,92.60,0.00
2.40,70.38,23.53,16.15,89.12,8.65,170.13,90.84,0.84,35.87,155.09,96.96,0.00
2.47,72.74,21.17,17.06,89.08,8.33,170.33,76.04,14.81,25.83,155.09,96.96,0.00
2.55,76.14,17.81,18.26,89.06,7.99,170.47,84.36,6.97,29.21,155.09,96.96,0.00
2.64,80.94,12.94,18.27,89.18,7.68,170.56,84.36,6.97,19.89,155.09,96.96,0.00
2.73,82.19,11.82,18.45,88.86,7.84,170.40,84.36,6.97,18.45,155.09,96.96,0.00
2.80,82.34,11.74,17.93,88.55,8.08,170.22,83.72,7.86,18.45,154.52,96.09,0.00
2.90,82.25,11.95,17.50,88.42,8.10,170.22,83.55,8.16,18.45,154.57,95.82,0.00
2.98,82.22,12.01,17.52,88.30,8.14,169.90,83.55,8.16,18.45,154.57,95.82,0.00
3.07,82.19,11.93,17.84,88.13,8.31,169.70,83.55,8.16,18.45,154.57,95.82,0.00
3.17,82.18,11.94,17.96,88.07,8.33,169.52,84.43,6.95,19.13,154.57,95.82,0.00
3.23,82.16,11.92,17.97,87.83,8.57,169.39,84.70,6.59,19.34,154.57,95.82,0.00
3.30,82.26,11.85,18.15,87.88,8.51,169.35,84.70,6.59,19.10,154.57,95.82,0.00
3.40,82.33,11.77,18.18,87.82,8.58,169.16,84.23,7.25,19.10,154.56,95.19,0.00
3.47,82.37,11.69,18.32,87.85,8.58,169.12,84.14,7.41,19.10,154.50,95.05,0.00
3.59,82.43,11.64,18.20,87.87,8.56,169.17,84.12,7.66,19.10,154.39,94.86,0.00
3.66,82.51,11.53,18.32,87.88,8.56,169.21,84.65,6.91,19.54,154.39,94.86,0.00
3.73,82.58,11.42,18.30,87.83,8.65,169.06,84.69,7.30,19.54,154.06,94.62,0.00
3.81,82.72,11.32,18.34,87.78,8.66,169.08,84.65,7.21,19.72,154.06,94.62,0.00
3.88,82.93,11.17,18.41,87.80,8.60,169.20,84.72,7.34,19.72,153.84,94.56,0.00
3.96,82.99,11.10,18.50,87.78,8.64,169.12,84.85,7.19,19.77,153.84,94.56,0.00
4.03,83.09,10.97,18.50,87.84,8.59,169.21,84.85,7.19,19.40,153.84,94.56,0.00
4.09,83.12,10.93,18.60,87.83,8.61,169.19,84.58,7.28,19.40,153.88,94.39,0.00
4.16,83.28,10.75,18.74,87.77,8.67,169.05,84.91,7.03,19.33,153.88,94.39,0.00
4.22,83.37,10.68,18.77,87.74,8.70,169.06,85.02,6.82,19.52,153.88,94.39,0.00
4.30,83.46,10.61,18.85,87.63,8.77,168.97,85.02,6.82,19.42,153.88,94.39,0.00
4.39,83.55,10.50,18.72,87.61,8.78,168.98,85.02,6.82,19.42,153.88,94.39,0.00
4.47,83.66,10.38,18.67,87.54,8.87,168.87,85.02,6.82,19.35,153.88,94.39,0.00
4.53,83.75,10.28,18.71,87.63,8.79,168.90,84.59,6.96,19.35,154.08,94.13,0.00
4.63,83.78,10.20,18.68,87.64,8.81,168.95,85.12,6.59,19.20,154.08,94.13,0.00
4.69,83.85,10.15,18.66,87.50,8.92,168.74,85.12,6.59,19.20,154.08,94.13,0.00
