Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.78,20.32,0.00,21.37,0.00,68.86,0.00,152.00,0.00,0.00,27.34,0.00,31.48,0.00,38.76,10.00,56.03,0.00,0.00
0.90,21.60,0.00,22.65,0.00,58.98,0.00,140.32,0.00,0.00,27.47,0.00,31.74,0.00,34.80,10.00,62.67,0.00,0.00
1.03,21.41,0.00,22.36,0.00,59.57,0.00,142.51,0.00,0.00,27.51,0.00,30.60,0.00,35.14,10.00,59.50,0.00,0.00
1.14,23.30,0.00,23.64,0.00,62.67,0.00,149.65,0.00,0.00,24.87,0.00,26.67,0.00,40.44,10.00,52.44,0.00,0.00
1.25,22.15,0.00,23.25,0.00,65.15,0.00,153.81,0.00,0.00,24.84,0.00,26.48,0.00,36.50,10.00,56.78,0.00,0.00
1.36,22.89,0.00,24.56,0.00,66.52,0.00,155.84,0.00,0.00,11.10,0.00,13.62,0.00,92.47,10.00,16.38,0.00,0.00
1.45,25.72,0.00,26.50,0.00,70.39,0.00,159.68,0.00,0.00,11.67,0.00,14.64,0.00,92.45,10.00,10.23,0.00,0.00
1.54,23.18,0.00,23.90,0.00,69.98,0.00,159.94,0.00,0.00,14.95,0.00,19.02,0.00,103.15,10.00,22.01,0.00,0.00
1.66,23.02,0.00,23.98,0.00,65.71,0.00,150.95,0.00,0.00,12.18,0.00,15.69,0.00,94.08,10.00,11.26,0.00,0.00
1.76,24.18,0.00,25.42,0.00,91.83,0.00,177.35,0.00,0.00,10.90,0.00,13.64,0.00,96.28,10.00,15.28,0.00,0.00
1.85,25.28,0.00,26.36,0.00,92.71,0.00,170.58,0.00,0.00,27.15,0.00,28.72,0.00,42.86,10.00,48.55,0.00,0.00
1.93,25.91,0.00,26.95,0.00,91.63,0.00,170.77,0.00,0.00,25.31,0.00,27.08,0.00,41.63,10.00,73.10,0.00,0.00
2.02,24.92,0.00,25.79,0.00,89.15,0.00,170.81,0.00,0.00,25.05,0.00,27.01,0.00,42.64,10.00,72.22,0.00,0.00
2.13,23.98,0.00,25.49,0.00,87.23,0.00,168.44,0.00,0.00,23.43,0.00,26.41,0.00,33.00,10.00,70.95,0.00,0.00
2.23,23.03,0.00,25.22,0.00,87.30,0.00,172.88,0.00,0.00,21.69,0.00,24.62,0.00,35.23,10.00,67.11,0.00,0.00
