Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
1.54,82.70,10.74,14.29,88.29,14.86,23.33,0.00,0.00,0.00,0.00,0.00,0.00
1.67,83.12,9.63,19.44,87.59,12.51,23.48,95.06,99.16,99.16,0.00,0.00,0.00
1.77,83.71,9.30,18.57,87.59,12.30,22.96,95.06,99.16,29.10,0.00,0.00,0.00
1.86,83.50,9.59,18.46,87.51,12.55,23.77,95.06,99.16,29.97,0.00,0.00,0.00
2.06,82.13,11.97,17.37,86.98,12.30,23.23,95.06,99.16,24.75,0.00,0.00,0.00
2.16,81.31,13.06,17.81,87.04,11.93,22.74,95.06,99.16,24.75,0.00,0.00,0.00
2.33,81.81,12.25,18.26,86.67,12.31,22.52,94.20,102.26,26.20,0.00,0.00,0.00
2.41,82.97,10.49,18.21,86.49,12.47,22.57,84.39,6.25,26.20,160.82,97.76,0.00
2.51,83.02,10.30,17.90,86.61,12.12,21.81,84.39,6.25,26.20,160.82,97.76,0.00
2.58,82.57,10.82,18.12,86.62,12.03,21.90,82.24,7.94,26.58,160.82,97.76,0.00
2.66,80.19,13.72,17.51,86.20,12.00,22.17,82.38,7.77,26.58,160.66,97.87,0.00
2.74,77.86,16.65,17.55,86.31,11.18,21.68,82.38,7.77,26.61,160.66,97.87,0.00
2.81,76.98,17.62,17.50,86.36,11.11,22.04,82.38,7.77,26.61,160.66,97.87,0.00
2.90,76.74,17.99,17.67,86.66,11.02,21.25,82.38,7.77,26.49,160.66,97.87,0.00
2.99,76.98,17.94,17.49,86.92,10.59,20.83,82.38,7.77,26.23,160.66,97.87,0.00
3.06,77.57,17.35,17.55,87.07,10.52,21.16,82.38,7.77,26.32,160.66,97.87,0.00
3.14,77.90,16.97,17.29,87.23,10.44,20.98,82.69,7.55,26.32,160.21,98.29,0.00
3.21,77.63,17.11,16.95,86.78,10.34,20.63,78.25,11.81,28.04,160.21,98.29,0.00
3.28,76.59,18.23,17.31,86.87,10.51,21.22,77.46,12.58,28.26,160.21,98.29,0.00
3.35,75.71,19.16,16.85,86.88,10.56,21.47,75.12,14.88,28.92,160.21,98.29,0.00
3.42,74.86,20.20,17.14,86.38,10.60,20.91,75.12,14.88,28.93,160.21,98.29,0.00
3.52,74.10,21.09,17.33,86.23,10.82,20.79,75.12,14.88,29.32,160.21,98.29,0.00
3.60,71.68,23.62,16.70,86.16,10.96,21.28,75.12,14.88,30.19,160.21,98.29,0.00
3.69,67.96,27.37,16.89,86.10,11.22,21.66,75.12,14.88,30.19,160.21,98.29,0.00
3.77,63.50,32.20,16.51,85.99,11.24,21.38,59.62,30.86,32.13,160.21,98.29,0.00
3.88,58.27,37.91,15.14,86.17,10.94,21.18,53.91,37.01,34.32,160.21,98.29,0.00
3.96,53.57,42.90,15.46,86.38,10.73,21.43,49.82,41.54,36.39,160.21,98.29,0.00
4.05,49.46,47.40,18.23,86.32,10.73,21.21,45.35,46.58,39.18,160.21,98.29,0.00
4.15,44.92,53.40,20.81,86.03,11.25,21.85,47.55,44.76,39.18,159.39,100.01,0.00
4.22,41.90,56.72,33.93,85.81,11.13,21.57,47.55,44.76,39.18,159.39,100.01,0.00
4.29,39.66,60.14,36.00,85.68,11.30,21.73,47.55,44.76,39.16,159.39,100.01,0.00
4.37,33.09,66.79,14.59,85.50,11.53,22.03,47.55,44.76,40.99,159.39,100.01,0.00
4.44,30.10,69.85,13.50,85.59,11.54,22.07,47.55,44.76,42.29,159.39,100.01,0.00
4.51,28.70,71.64,12.18,85.75,11.23,21.37,49.41,43.13,42.29,158.97,101.61,0.00
4.58,26.80,73.80,11.19,85.75,11.19,21.29,46.60,46.31,40.75,158.97,101.61,0.00
4.65,25.23,76.12,12.98,85.54,11.38,21.53,46.60,46.31,40.75,158.97,101.61,0.00
4.72,24.60,78.28,14.25,85.32,11.67,21.97,46.56,46.31,40.75,159.41,101.61,0.00
4.81,23.56,80.83,14.06,85.28,11.74,22.62,46.63,46.17,40.75,159.42,101.75,0.00
4.88,21.14,85.38,11.89,85.05,11.84,22.64,46.63,46.17,40.75,159.42,101.75,0.00
4.95,19.55,88.61,6.88,84.96,11.88,22.93,46.63,46.17,47.56,159.42,101.75,0.00
5.03,20.03,88.05,12.79,85.00,11.84,22.80,46.63,46.17,48.08,159.42,101.75,0.00
5.11,19.82,88.56,11.57,84.95,11.73,22.46,46.52,46.14,48.08,159.62,101.78,0.00
5.18,18.53,89.99,7.53,85.00,11.52,22.09,23.12,77.36,29.48,159.62,101.78,0.00
5.27,18.76,89.39,8.81,85.10,11.31,21.74,23.12,77.36,29.48,159.62,101.78,0.00
5.35,19.05,89.15,7.71,85.20,10.82,21.33,23.00,77.21,29.48,159.72,101.95,0.00
5.42,18.48,90.58,6.26,85.12,10.88,21.24,23.51,76.53,29.48,159.72,101.95,0.00
5.50,18.55,89.94,9.35,85.16,10.76,21.15,23.51,76.53,29.48,159.72,101.95,0.00
5.58,18.50,89.75,8.94,85.14,10.74,20.85,23.53,76.26,29.72,159.72,101.95,0.00
5.66,17.96,91.01,2.44,85.07,10.89,21.31,23.53,76.25,29.72,159.72,101.95,0.00
5.73,18.04,91.07,5.78,85.21,10.84,21.31,23.70,76.03,29.73,159.72,101.95,0.00
5.81,18.53,90.17,3.86,85.10,10.91,21.21,23.70,76.03,27.20,159.72,101.95,0.00
5.88,18.78,90.13,2.55,85.03,11.05,21.82,23.70,76.03,27.21,159.72,101.95,0.00
5.95,18.05,91.23,6.58,85.00,11.26,21.86,23.70,76.03,27.21,159.72,101.95,0.00
6.01,18.44,90.13,6.54,84.89,11.40,21.90,23.14,76.71,27.21,160.28,101.26,0.00
6.08,18.79,90.17,6.26,84.79,11.47,22.00,21.36,79.70,26.83,160.28,101.26,0.00
6.18,18.96,90.75,9.28,84.98,11.13,21.85,20.90,80.37,26.89,160.28,101.26,0.00
6.24,18.86,91.86,6.66,85.13,11.08,21.74,20.90,80.37,27.58,160.28,101.26,0.00
6.33,19.14,91.95,6.50,85.20,11.05,21.54,20.21,81.77,27.32,160.28,101.26,0.00
6.40,19.01,92.07,5.68,85.08,11.26,21.83,21.23,80.57,27.32,159.10,102.48,0.00
6.48,18.29,91.84,7.19,85.16,11.31,21.89,21.23,80.57,27.32,159.10,102.48,0.00
6.54,17.05,91.26,12.41,85.06,10.97,21.26,21.23,80.57,32.52,159.10,102.48,0.00
6.61,15.51,90.71,10.57,85.03,10.77,20.60,20.25,80.61,32.52,160.02,102.42,0.00
6.71,12.37,91.00,17.21,84.80,10.81,20.25,20.16,80.80,32.52,160.15,102.22,0.00
6.77,8.28,90.92,14.09,84.31,11.19,20.47,33.38,78.79,19.98,160.15,102.22,0.00
6.86,5.48,91.16,19.25,83.98,11.55,21.17,32.95,78.27,19.98,160.53,102.46,0.00
6.92,2.31,91.94,19.95,83.79,11.49,20.60,45.73,78.73,8.63,160.53,102.46,0.00
6.99,4.40,92.52,17.41,84.09,11.17,21.63,45.73,78.73,30.65,160.53,102.46,0.00
7.09,7.74,92.60,16.33,83.93,11.32,21.63,45.73,78.73,33.46,160.53,102.46,0.00
7.16,14.92,91.63,9.45,83.83,11.21,21.57,44.41,78.32,33.46,161.65,102.47,0.00
7.24,14.91,91.95,14.49,83.48,11.58,21.91,44.41,78.32,39.82,161.65,102.47,0.00
7.31,19.43,91.73,12.85,83.60,10.64,19.80,62.51,77.34,23.17,161.65,102.47,0.00
7.39,21.60,91.26,14.63,83.51,10.61,19.41,62.51,77.34,29.73,161.65,102.47,0.00
7.47,26.99,90.75,12.71,83.79,10.12,19.84,62.03,76.77,29.73,162.00,102.63,0.00
7.54,31.28,91.10,8.27,84.04,10.50,20.45,61.65,76.92,29.73,162.35,102.48,0.00
7.66,32.50,89.66,9.60,83.78,10.31,20.17,61.65,76.92,29.73,162.35,102.48,0.00
7.76,39.18,88.66,6.11,84.08,10.00,20.38,61.65,76.92,42.05,162.35,102.48,0.00
7.82,39.51,87.29,8.78,83.82,10.36,20.39,61.65,76.92,44.63,162.35,102.48,0.00
7.91,39.46,88.48,18.86,83.58,10.43,19.60,70.11,76.76,36.67,162.35,102.48,0.00
7.99,38.12,89.91,16.21,83.71,10.17,19.06,70.11,76.76,36.67,162.35,102.48,0.00
8.07,37.74,92.44,20.13,84.03,9.76,19.18,70.11,76.76,36.67,162.35,102.48,0.00
8.15,39.76,95.42,18.40,83.76,10.48,19.61,70.11,76.76,43.02,162.35,102.48,0.00
8.21,42.08,96.80,16.37,83.49,10.86,19.46,70.11,76.76,43.02,162.35,102.48,0.00
8.29,44.30,98.07,15.90,83.43,10.76,19.10,70.11,76.76,43.02,162.35,102.48,0.00
8.37,48.26,97.61,13.65,83.96,11.29,20.91,67.91,76.50,43.02,164.20,102.02,0.00
8.45,54.46,98.00,2.78,83.95,11.25,21.51,90.13,78.91,22.05,164.20,102.02,0.00
