Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.17,89.61,11.89,20.55,85.03,10.95,16.27,0.00,0.00,86.83,0.00,0.00,0.00
0.26,89.54,13.49,18.91,83.89,13.51,16.37,95.11,94.48,14.97,0.00,0.00,0.00
0.32,89.60,13.10,17.31,83.88,13.42,14.65,88.39,1.76,14.97,149.97,92.73,0.00
0.38,89.69,13.56,17.07,83.36,13.66,14.90,88.39,1.76,15.64,149.97,92.73,0.00
0.46,89.60,13.76,17.35,83.34,14.04,14.81,88.67,1.99,14.98,149.97,92.73,0.00
0.58,89.42,14.01,17.66,83.42,13.83,14.59,88.67,1.99,14.88,149.97,92.73,0.00
0.64,89.49,14.37,16.70,83.06,14.33,15.24,88.67,1.99,14.88,149.97,92.73,0.00
0.70,89.64,14.43,16.67,82.85,14.33,17.30,88.67,1.99,14.87,149.97,92.73,0.00
0.76,90.04,14.22,16.90,82.99,14.18,18.02,88.46,2.36,14.89,149.97,92.73,0.00
0.82,89.94,14.10,16.12,83.08,14.29,15.47,88.46,2.36,14.89,149.97,92.73,0.00
0.88,89.51,14.42,15.93,83.22,14.28,15.59,88.52,2.67,14.89,150.68,92.58,0.00
0.96,89.28,14.62,15.73,83.35,14.36,15.19,88.52,2.67,15.18,150.68,92.58,0.00
1.02,87.46,15.44,14.61,84.85,14.34,15.51,87.77,2.86,15.18,151.29,92.14,0.00
1.08,87.90,14.31,16.59,85.22,14.11,15.56,87.73,2.76,15.18,151.07,92.21,0.00
1.13,87.79,14.47,15.71,85.34,13.99,15.14,87.73,2.76,15.18,151.07,92.21,0.00
1.20,88.13,14.23,16.14,85.29,14.23,14.75,87.73,2.76,15.18,151.07,92.21,0.00
1.30,88.59,13.06,16.54,84.93,12.89,15.17,88.84,2.12,14.15,151.07,92.21,0.00
1.37,87.91,13.94,17.56,84.48,13.71,14.11,88.92,2.01,14.14,151.07,92.21,0.00
1.43,87.90,14.01,18.41,84.30,14.29,13.60,88.45,2.44,14.14,148.69,91.67,0.00
1.49,87.55,13.83,19.65,84.27,14.75,12.79,88.36,2.45,14.14,148.11,91.62,0.00
1.54,87.39,13.95,19.79,84.33,15.22,12.42,88.36,2.45,14.14,148.11,91.62,0.00
1.59,88.80,13.05,19.95,83.15,15.17,14.05,88.36,2.45,15.71,148.11,91.62,0.00
1.65,88.01,12.36,19.67,83.36,15.06,16.41,88.36,2.45,18.72,148.11,91.62,0.00
1.70,89.09,11.71,23.18,80.38,15.96,21.86,88.36,2.45,22.03,148.11,91.62,0.00
1.80,85.93,11.57,30.85,81.26,16.71,33.47,85.44,6.27,23.42,148.11,91.62,0.00
1.86,85.18,8.27,32.48,81.07,13.93,43.33,85.44,6.27,23.42,148.11,91.62,0.00
1.95,83.44,8.42,36.60,82.94,13.64,45.96,85.44,6.27,45.92,148.11,91.62,0.00
2.01,83.83,9.61,35.96,83.41,13.84,44.35,85.37,6.28,45.92,145.36,91.54,0.00
2.07,83.35,12.79,33.06,83.18,14.38,44.63,85.37,6.28,45.92,145.36,91.54,0.00
2.13,83.18,13.77,27.75,82.59,15.06,44.92,85.37,6.28,45.92,145.36,91.54,0.00
