Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.61,86.12,17.59,11.32,89.35,14.26,64.70,0.00,0.00,0.00,0.00,0.00,0.00
0.78,87.22,18.47,9.90,89.54,14.87,61.95,112.02,93.21,93.21,0.00,0.00,0.00
0.92,87.41,17.65,10.55,89.38,14.75,64.96,112.00,93.30,93.30,0.00,0.00,0.00
1.06,87.15,18.67,9.59,89.52,14.89,56.96,95.74,7.27,93.30,137.03,100.56,0.00
1.19,85.22,10.87,21.33,84.53,13.89,49.53,95.74,7.27,93.30,137.03,100.56,0.00
1.31,84.28,7.84,19.55,79.60,14.98,60.51,78.14,16.77,101.13,137.03,100.56,0.00
1.41,84.92,9.34,21.24,79.19,15.44,50.92,77.76,20.02,98.68,137.03,100.56,0.00
1.49,86.19,9.67,21.75,80.86,15.15,43.70,76.21,17.40,98.68,137.79,95.67,0.00
1.57,87.55,9.41,22.67,81.61,15.00,38.92,76.23,17.17,98.68,137.91,95.42,0.00
1.65,88.60,8.58,21.25,82.52,13.96,33.68,76.45,16.10,98.68,137.53,94.62,0.00
1.72,89.00,8.13,20.82,83.49,13.06,25.97,77.06,15.26,98.68,137.64,94.63,0.00
1.81,88.88,7.96,20.84,84.42,12.23,21.19,78.21,15.59,96.44,137.64,94.63,0.00
1.88,88.88,7.74,21.23,85.07,11.99,18.86,77.78,15.75,96.92,137.64,94.63,0.00
2.00,88.50,7.45,18.97,85.29,12.14,18.50,77.67,15.77,97.07,137.64,94.63,0.00
2.07,88.72,7.14,18.71,85.81,11.80,18.45,78.75,15.21,97.07,137.75,95.67,0.00
2.15,88.44,7.65,18.81,86.25,11.24,18.14,78.75,15.21,97.07,137.75,95.67,0.00
2.23,88.54,7.15,17.54,86.70,10.86,18.16,78.64,15.21,97.23,137.75,95.67,0.00
2.35,88.67,6.75,15.38,86.79,10.66,17.14,80.56,12.65,96.98,137.75,95.67,0.00
2.43,89.04,6.23,14.83,87.16,10.27,16.01,80.87,12.14,96.98,138.29,95.51,0.00
2.50,88.78,6.57,14.66,87.43,10.13,14.89,80.87,12.14,96.98,138.29,95.51,0.00
2.58,88.36,7.28,15.78,87.51,10.06,14.57,79.75,13.54,97.24,138.29,95.51,0.00
2.68,88.05,8.25,17.59,87.61,9.89,14.63,78.59,14.62,97.89,138.29,95.51,0.00
2.77,87.47,9.06,18.64,87.77,9.77,14.61,78.37,14.83,98.01,138.29,95.51,0.00
2.85,86.83,9.87,18.62,87.36,9.99,14.19,78.25,14.16,98.01,139.74,94.20,0.00
2.93,86.25,10.59,17.92,87.09,10.36,15.15,78.12,14.11,98.01,139.72,93.91,0.00
3.01,86.08,10.91,17.71,86.88,10.66,15.64,78.12,14.11,98.01,139.72,93.91,0.00
3.11,86.12,11.11,17.56,86.55,10.93,15.81,78.12,14.11,6.47,139.72,93.91,0.00
3.19,86.16,11.19,16.92,86.49,11.05,16.30,78.12,14.11,6.69,139.72,93.91,0.00
3.27,86.33,10.30,15.58,86.55,11.01,16.30,78.12,14.11,7.09,139.72,93.91,0.00
3.38,86.82,10.23,16.06,87.77,9.72,16.69,77.38,14.91,7.09,139.59,93.59,0.00
3.46,86.91,10.50,17.41,88.74,8.60,17.13,77.24,15.07,7.09,139.73,93.50,0.00
3.54,86.96,10.21,16.30,88.77,8.20,16.25,77.24,15.07,8.84,139.73,93.50,0.00
