Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.41,12.61,0.92,-36.75,-8.72,666.00,29.49,20.85,90.00,90.00,17.13,-179.09,-1.73,-171.27,-56.35,29.49,31.09,104.04,180.00
1.07,20.68,1.70,-55.92,-6.16,79.28,60.03,54.00,90.00,90.01,17.48,-178.32,-0.68,-173.83,-53.53,60.04,31.88,104.04,-180.00
1.43,8.22,1.92,-42.88,-8.36,666.00,75.37,16.12,90.00,90.02,11.11,-178.12,11.36,-171.63,85.95,75.39,35.05,104.04,180.00
1.71,4.68,-0.25,-47.50,-7.97,666.00,-89.38,17.39,90.00,90.04,7.45,179.66,14.20,-172.03,89.60,-89.34,33.42,104.03,180.00
1.89,8.24,0.74,-51.48,-6.01,666.00,-74.15,16.40,90.00,90.09,8.99,-179.43,17.62,-174.04,81.73,-74.06,48.25,104.03,180.00
2.10,11.88,2.50,-42.97,-7.51,666.00,-58.91,4.47,90.00,90.17,5.92,-177.80,16.06,-172.67,58.82,-58.75,75.91,104.03,-180.00
2.25,5.03,0.75,0.67,-8.91,-103.96,-43.78,67.59,90.00,90.35,8.59,-179.74,11.77,-171.60,58.84,-43.43,57.85,104.03,180.00
2.39,18.79,0.13,-26.68,-7.18,85.81,-28.85,37.33,90.00,90.70,10.74,179.46,22.31,-174.05,53.04,-28.15,50.20,104.01,180.00
2.52,18.65,2.36,-19.34,-7.80,64.40,-14.22,40.70,89.98,91.39,11.59,-178.31,17.38,-174.94,46.86,-12.92,50.84,103.99,180.00
2.65,22.22,1.58,-21.02,-11.42,-133.43,-0.26,44.87,89.92,92.76,11.77,-178.33,25.55,-174.24,666.00,2.40,27.34,103.93,-180.00
2.78,5.69,-1.66,0.20,-13.18,666.00,12.01,23.50,89.65,95.46,9.60,-178.68,23.57,-177.87,666.00,17.72,19.37,103.77,180.00
2.91,7.76,-3.38,3.79,-16.81,666.00,21.45,22.51,88.23,100.64,11.09,-172.59,22.87,176.12,666.00,-147.13,15.84,103.28,-180.00
3.05,4.93,-9.10,13.08,-29.59,666.00,24.22,24.36,81.51,110.30,6.32,-159.87,15.77,171.24,666.00,-131.58,13.63,101.59,180.00
3.18,7.79,-20.60,19.60,-55.03,666.00,11.45,23.24,83.61,128.11,3.10,-136.61,16.51,163.08,666.00,-113.82,8.17,96.39,-180.00
3.31,7.31,70.80,20.68,-84.43,666.00,178.35,24.12,89.44,160.63,3.28,-102.54,16.38,144.64,666.00,-98.26,7.80,90.56,180.00
3.45,6.04,93.26,17.92,-107.04,666.00,173.74,29.71,90.00,179.55,5.60,-89.47,13.71,87.56,666.00,172.91,11.07,90.00,180.00
3.58,5.33,74.05,18.03,81.86,666.00,175.09,21.88,0.00,180.00,6.48,-106.27,12.93,98.16,666.00,175.14,19.49,90.00,-180.00
4.33,49.83,-84.09,50.80,83.32,666.00,-174.34,28.83,0.00,180.00,2.23,95.91,5.78,96.68,666.00,-174.34,18.47,0.00,0.00
4.64,119.43,-92.48,126.54,-93.81,666.00,-174.13,23.87,NaN,90.00,2.50,87.52,5.65,-86.19,666.00,-174.13,14.36,NaN,NaN
4.79,137.17,NaN,147.46,NaN,666.00,NaN,21.70,NaN,NaN,1.42,NaN,6.96,NaN,666.00,NaN,13.67,NaN,NaN
4.97,150.96,NaN,162.13,NaN,666.00,NaN,15.48,NaN,NaN,1.34,NaN,6.98,NaN,666.00,NaN,10.85,NaN,NaN
5.11,157.81,NaN,165.06,NaN,666.00,NaN,15.25,NaN,NaN,3.16,NaN,6.03,NaN,666.00,NaN,11.25,NaN,NaN
5.27,163.77,NaN,172.68,NaN,666.00,NaN,14.14,NaN,NaN,1.22,NaN,7.84,NaN,666.00,NaN,11.93,NaN,NaN
5.49,167.23,NaN,173.55,NaN,666.00,NaN,11.13,NaN,NaN,3.86,NaN,8.48,NaN,666.00,NaN,10.45,NaN,NaN
5.62,166.77,NaN,173.59,NaN,666.00,NaN,12.25,NaN,NaN,4.89,NaN,9.23,NaN,666.00,NaN,11.46,NaN,NaN
5.80,163.51,NaN,174.02,NaN,666.00,NaN,16.00,NaN,NaN,1.60,NaN,11.39,NaN,666.00,NaN,14.83,NaN,NaN
5.94,165.56,NaN,173.00,NaN,666.00,NaN,14.18,NaN,NaN,1.57,NaN,11.21,NaN,666.00,NaN,13.97,NaN,NaN
6.07,164.26,NaN,171.97,NaN,666.00,NaN,15.43,NaN,NaN,0.41,NaN,11.04,NaN,666.00,NaN,14.49,NaN,NaN
6.21,160.80,NaN,167.92,NaN,666.00,NaN,19.79,NaN,NaN,0.20,NaN,10.79,NaN,666.00,NaN,14.84,NaN,NaN
6.34,157.71,NaN,164.70,NaN,666.00,NaN,20.86,NaN,NaN,0.19,NaN,10.43,NaN,666.00,NaN,14.26,NaN,NaN
6.50,148.81,NaN,157.18,NaN,666.00,NaN,23.31,NaN,NaN,1.01,NaN,10.34,NaN,666.00,NaN,12.91,NaN,NaN
6.64,130.32,NaN,131.40,NaN,-32.68,NaN,32.59,NaN,NaN,4.11,NaN,8.94,NaN,666.00,NaN,8.01,NaN,NaN
6.77,82.40,-58.97,83.26,-40.66,-39.11,0.60,43.15,90.00,90.00,3.13,121.03,7.71,-139.34,666.00,-179.40,9.05,104.04,180.00
6.91,34.38,-58.97,45.79,-40.66,-3.76,0.60,32.46,90.00,90.00,2.02,121.03,7.55,-139.34,666.00,-179.40,12.01,104.04,180.00
7.04,14.15,-58.97,29.73,-40.66,666.00,0.60,21.56,90.00,90.00,2.37,121.03,7.31,-139.34,666.00,-179.40,11.71,104.04,180.00
7.18,1.10,-58.97,19.46,-40.66,666.00,0.60,17.62,90.00,90.00,1.42,121.03,7.74,-139.34,666.00,-179.40,14.41,104.04,180.00
7.33,-3.02,-58.97,14.88,-40.66,666.00,0.60,19.43,90.00,90.00,-0.74,121.03,8.22,-139.34,666.00,-179.40,11.81,104.04,180.00
7.46,-2.77,-58.97,14.75,-40.66,666.00,0.60,19.09,90.00,90.00,-0.85,121.03,8.38,-139.34,666.00,-179.40,10.06,104.04,180.00
7.59,-1.38,-58.97,15.62,-40.66,666.00,0.60,18.99,90.00,90.00,0.08,121.03,9.21,-139.34,666.00,-179.40,17.82,104.04,180.00
7.72,-0.90,-58.97,16.02,-40.66,666.00,0.60,18.77,90.00,90.00,1.58,121.03,10.30,-139.34,666.00,-179.40,19.04,104.04,180.00
7.85,-1.31,-58.97,15.12,-40.66,666.00,0.60,18.07,90.00,90.00,2.01,121.03,10.74,-139.34,666.00,-179.40,19.66,104.04,180.00
7.98,-1.74,-58.97,13.24,-40.66,666.00,0.60,16.45,90.00,90.00,1.97,121.03,10.99,-139.34,666.00,-179.40,18.84,104.04,180.00
