Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
2.69,-11.71,-99.63,22.13,-100.32,666.00,179.18,19.86,22.86,-172.81,-14.74,95.20,23.10,147.34,666.00,88.96,13.11,74.29,-179.24
3.11,-5.91,-99.63,16.46,-100.32,3.09,179.18,55.63,22.86,-172.81,-9.53,95.20,13.26,147.34,666.00,88.96,26.81,74.29,-179.24
3.41,-3.01,-99.63,16.07,-100.32,1.08,179.18,39.22,22.86,-172.81,-9.03,95.20,15.93,147.34,666.00,88.96,27.47,74.29,-179.24
3.61,-2.72,-99.63,16.27,-100.32,12.44,179.18,41.30,22.86,-172.81,-9.61,95.20,14.57,147.34,666.00,88.96,26.33,74.29,-179.24
3.76,-3.41,-99.63,16.87,-100.32,666.00,179.18,26.01,22.86,-172.81,-9.81,95.20,13.95,147.34,666.00,88.96,26.53,74.29,-179.24
3.92,-4.06,-99.63,17.56,-100.32,666.00,179.18,28.95,22.86,-172.81,-10.14,95.20,13.22,147.34,666.00,88.96,26.08,74.29,-179.24
4.07,-3.96,-99.63,17.37,-100.32,15.95,179.18,30.32,22.86,-172.81,-10.27,95.20,13.34,147.34,666.00,88.96,26.10,74.29,-179.24
4.21,-1.19,-99.63,16.91,-100.32,15.95,179.18,31.10,22.86,-172.81,-11.13,95.20,13.72,147.34,666.00,88.96,27.19,74.29,-179.24
4.34,-1.73,-99.63,15.89,-100.32,666.00,179.18,25.23,22.86,-172.81,-10.15,95.20,13.54,147.34,666.00,88.96,27.18,74.29,-179.24
4.47,-1.72,-99.63,15.62,-100.32,666.00,179.18,23.31,22.86,-172.81,-10.30,95.20,13.41,147.34,666.00,88.96,28.14,74.29,-179.24
4.61,-1.73,-99.63,15.24,-100.32,666.00,179.18,23.73,22.86,-172.81,-10.50,95.20,13.48,147.34,666.00,88.96,27.91,74.29,-179.24
4.74,-2.39,-99.63,15.02,-100.32,6.76,179.18,58.95,22.86,-172.81,-11.34,95.20,13.57,147.34,666.00,88.96,27.49,74.29,-179.24
4.87,-2.57,-99.63,15.55,-100.32,666.00,179.18,23.86,22.86,-172.81,-10.13,95.20,13.82,147.34,666.00,88.96,26.04,74.29,-179.24
5.01,-2.78,-99.63,16.37,-100.32,7.74,179.18,36.10,22.86,-172.81,-11.08,95.20,14.45,147.34,666.00,88.96,29.65,74.29,-179.24
5.14,-1.01,-99.63,17.71,-100.32,666.00,179.18,29.67,22.86,-172.81,-9.17,95.20,19.70,147.34,666.00,88.96,27.79,74.29,-179.24
5.27,4.80,-99.63,22.68,-100.32,666.00,179.18,24.38,22.86,-172.81,-2.82,95.20,21.23,147.34,36.26,88.96,33.20,74.29,-179.24
5.41,11.39,-99.63,25.90,-100.32,666.00,179.18,20.85,22.86,-172.81,10.19,95.20,23.95,147.34,41.71,88.96,37.02,74.29,-179.24
5.54,16.32,-99.63,28.11,-100.32,666.00,179.18,1.34,22.86,-172.81,23.78,95.20,21.40,147.34,-112.27,88.96,45.14,74.29,-179.24
5.67,20.21,-99.63,16.51,-100.32,-108.43,179.18,90.60,22.86,-172.81,35.12,95.20,2.31,147.34,-109.00,88.96,68.91,74.29,-179.24
5.81,25.31,-99.63,18.80,-100.32,-111.09,179.18,94.02,22.86,-172.81,55.24,95.20,-14.82,147.34,-92.97,88.96,107.28,74.29,-179.24
5.95,25.11,-99.63,3.25,-100.32,-132.14,179.18,116.07,22.86,-172.81,69.91,95.20,-55.59,147.34,-17.16,88.96,50.22,74.29,-179.24
6.08,159.85,-99.63,-149.08,-100.32,-3.11,179.18,60.96,22.86,-172.81,154.39,95.20,-117.60,147.34,666.00,88.96,23.76,74.29,-179.24
6.21,159.53,-99.63,-148.83,-100.32,0.15,179.18,60.80,22.86,-172.81,152.22,95.20,-117.24,147.34,666.00,88.96,23.10,74.29,-179.24
6.34,158.83,-99.63,-147.45,-100.32,-3.48,179.18,62.03,22.86,-172.81,152.41,95.20,-117.78,147.34,666.00,88.96,22.79,74.29,-179.24
6.48,154.45,-99.63,-138.18,-100.32,-41.99,179.18,73.02,22.86,-172.81,152.24,95.20,-115.18,147.34,666.00,88.96,22.24,74.29,-179.24
6.61,145.40,-91.20,-154.86,-91.18,5.02,-173.37,119.77,20.86,177.75,31.17,95.20,0.28,147.34,-121.46,88.96,72.50,74.29,-179.24
6.83,7.61,-91.20,12.87,-91.18,-30.05,-173.37,150.56,20.86,177.75,10.17,95.20,20.58,147.34,47.80,88.96,81.99,74.29,-179.24
6.96,2.13,-91.20,11.14,-91.18,16.24,-173.37,61.17,20.86,177.75,-4.61,95.20,28.60,147.34,44.08,88.96,94.12,74.29,-179.24
7.09,-7.94,-91.20,9.48,-91.18,16.96,-173.37,71.54,20.86,177.75,-9.19,95.20,34.52,147.34,50.53,88.96,100.57,74.29,-179.24
7.22,-9.63,-91.20,10.24,-91.18,13.26,-173.37,71.68,20.86,177.75,-6.29,95.20,28.86,147.34,65.02,88.96,30.24,74.29,-179.24
7.35,-12.66,-91.20,11.79,-91.18,-170.78,-173.37,74.41,20.86,177.75,-6.55,-77.75,28.95,-9.42,53.44,168.16,36.54,128.28,-134.92
7.49,-14.14,-91.20,11.77,-91.18,-171.63,-173.37,75.97,20.86,177.75,-9.53,95.20,30.90,147.34,35.53,88.96,32.59,74.29,-179.24
7.62,-24.07,-91.20,16.03,-91.18,-176.25,-173.37,88.33,20.86,177.75,-7.70,95.20,16.87,147.34,-83.49,88.96,105.84,74.29,-179.24
7.75,-22.71,-91.20,19.18,-91.18,-170.17,-173.37,89.56,20.86,177.75,-7.68,-77.75,17.14,-9.42,-87.22,168.16,99.71,128.28,-134.92
7.88,-23.43,-91.20,19.15,-91.18,-173.38,-173.37,87.94,20.86,177.75,-7.35,95.20,16.53,147.34,42.69,88.96,91.77,74.29,-179.24
8.01,-24.72,-91.20,17.06,-91.18,-175.03,-173.37,93.32,20.86,177.75,-6.51,95.20,17.29,147.34,43.04,88.96,91.85,74.29,-179.24
8.15,-24.77,-91.20,17.23,-91.18,-175.52,-173.37,100.16,20.86,177.75,-5.99,95.20,29.20,147.34,48.93,88.96,102.98,74.29,-179.24
8.28,-23.91,-91.20,18.06,-91.18,-172.13,-173.37,99.27,20.86,177.75,-9.65,95.20,32.93,147.34,49.50,88.96,106.22,74.29,-179.24
8.41,-23.64,-91.20,18.69,-91.18,-171.50,-173.37,98.28,20.86,177.75,-9.82,95.20,31.56,147.34,49.79,88.96,105.76,74.29,-179.24
8.55,-23.81,-91.20,18.78,-91.18,-171.18,-173.37,97.51,20.86,177.75,-9.46,-77.75,31.59,-9.42,50.18,168.16,105.91,128.28,-134.92
8.68,-24.14,-91.20,19.42,-91.18,-168.75,-173.37,90.53,20.86,177.75,-9.19,95.20,31.67,147.34,50.61,88.96,106.14,74.29,-179.24
8.81,-13.75,-91.20,12.48,-91.18,-167.97,-173.37,76.57,20.86,177.75,-9.09,95.20,31.51,147.34,50.79,88.96,106.17,74.29,-179.24
8.94,-14.28,-91.20,12.96,-91.18,-166.14,-173.37,75.63,20.86,177.75,-9.36,95.20,31.31,147.34,50.83,88.96,106.44,74.29,-179.24
9.08,-14.38,-91.20,13.97,-91.18,-163.78,-173.37,75.23,20.86,177.75,-9.89,95.20,31.17,147.34,50.62,88.96,106.77,74.29,-179.24
9.21,-14.26,-91.20,14.37,-91.18,21.45,-173.37,73.53,20.86,177.75,-10.00,95.20,30.84,147.34,50.74,88.96,106.57,74.29,-179.24
9.34,-13.82,-91.20,14.65,-91.18,18.48,-173.37,72.11,20.86,177.75,-10.19,95.20,30.14,147.34,50.50,88.96,106.09,74.29,-179.24
9.47,-14.08,-91.20,14.57,-91.18,20.60,-173.37,72.44,20.86,177.75,-10.25,95.20,30.03,147.34,50.10,88.96,106.18,74.29,-179.24
9.60,-14.17,-91.20,14.79,-91.18,22.02,-173.37,73.30,20.86,177.75,-10.10,95.20,29.84,147.34,49.84,88.96,106.03,74.29,-179.24
9.74,-13.69,-91.20,14.86,-91.18,22.85,-173.37,73.37,20.86,177.75,-10.46,95.20,29.80,147.34,49.69,88.96,105.85,74.29,-179.24
9.98,-14.32,-91.20,15.09,-91.18,22.85,-173.37,73.97,20.86,177.75,-10.51,95.20,29.76,147.34,49.77,88.96,105.69,74.29,-179.24
10.16,-14.58,-91.20,15.18,-91.18,18.43,-173.37,74.71,20.86,177.75,-10.40,95.20,29.75,147.34,49.95,88.96,105.39,74.29,-179.24
