Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.57,8.55,0.00,8.65,0.00,58.80,0.00,89.74,0.00,0.00,30.78,0.00,35.07,0.00,130.80,10.00,74.46,0.00,0.00
1.73,2.20,0.00,5.37,0.00,93.53,0.00,4.20,0.00,0.00,28.62,0.00,34.42,0.00,91.75,10.00,155.73,0.00,0.00
1.87,3.82,0.00,7.22,0.00,96.88,0.00,7.99,0.00,0.00,27.07,0.00,32.61,0.00,90.22,10.00,156.34,0.00,0.00
1.96,4.19,0.00,7.20,0.00,96.94,0.00,7.54,0.00,0.00,26.64,0.00,32.07,0.00,89.64,10.00,156.33,0.00,0.00
2.08,4.38,0.00,7.17,0.00,96.91,0.00,7.39,0.00,0.00,26.75,0.00,32.00,0.00,89.62,10.00,156.11,0.00,0.00
2.17,4.47,0.00,6.91,0.00,96.91,0.00,7.22,0.00,0.00,26.75,0.00,32.04,0.00,89.56,10.00,155.98,0.00,0.00
2.26,4.54,0.00,6.85,0.00,96.87,0.00,7.11,0.00,0.00,26.76,0.00,31.99,0.00,89.59,10.00,155.83,0.00,0.00
2.38,4.58,0.00,6.80,0.00,96.87,0.00,7.07,0.00,0.00,26.68,0.00,31.89,0.00,150.54,10.00,82.33,0.00,0.00
2.48,4.70,0.00,6.65,0.00,96.93,0.00,7.06,0.00,0.00,26.72,0.00,31.82,0.00,150.81,10.00,82.28,0.00,0.00
2.57,4.79,0.00,6.54,0.00,96.86,0.00,6.92,0.00,0.00,26.71,0.00,31.79,0.00,150.83,10.00,82.53,0.00,0.00
