Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.07,16.82,0.00,19.82,0.00,0.00,0.00,22.07,0.00,0.00,17.95,0.00,21.45,0.00,0.00,10.00,26.67,0.00,0.00
1.17,10.49,0.00,13.41,0.00,0.00,0.00,18.47,0.00,0.00,16.56,0.00,19.63,0.00,0.00,10.00,23.83,0.00,0.00
1.29,10.40,0.00,13.55,0.00,0.00,0.00,17.49,0.00,0.00,17.04,0.00,19.53,0.00,0.00,10.00,20.41,0.00,0.00
1.39,10.75,0.00,13.75,0.00,0.00,0.00,16.26,0.00,0.00,17.22,0.00,19.72,0.00,0.00,10.00,20.35,0.00,0.00
1.54,10.13,0.00,13.39,0.00,0.00,0.00,15.68,0.00,0.00,17.39,0.00,19.78,0.00,0.00,10.00,21.42,0.00,0.00
1.65,9.92,0.00,12.94,0.00,0.00,0.00,11.52,0.00,0.00,17.24,0.00,20.01,0.00,0.00,10.00,22.57,0.00,0.00
1.73,11.08,0.00,13.99,0.00,0.00,0.00,14.00,0.00,0.00,17.29,0.00,20.40,0.00,0.00,10.00,22.09,0.00,0.00
1.82,11.05,0.00,13.79,0.00,0.00,0.00,14.09,0.00,0.00,17.67,0.00,20.86,0.00,0.00,10.00,22.03,0.00,0.00
1.92,11.48,0.00,14.31,0.00,0.00,0.00,14.63,0.00,0.00,17.65,0.00,20.96,0.00,0.00,10.00,21.85,0.00,0.00
2.03,11.23,0.00,14.23,0.00,0.00,0.00,14.64,0.00,0.00,17.49,0.00,20.89,0.00,0.00,10.00,21.55,0.00,0.00
2.15,10.71,0.00,13.89,0.00,0.00,0.00,14.90,0.00,0.00,17.24,0.00,20.61,0.00,0.00,10.00,21.83,0.00,0.00
2.26,10.31,0.00,13.33,0.00,0.00,0.00,15.01,0.00,0.00,17.18,0.00,20.45,0.00,0.00,10.00,21.88,0.00,0.00
2.35,10.21,0.00,13.72,0.00,0.00,0.00,15.80,0.00,0.00,17.13,0.00,20.38,0.00,0.00,10.00,22.06,0.00,0.00
2.48,9.61,0.00,13.02,0.00,0.00,0.00,16.49,0.00,0.00,17.06,0.00,20.28,0.00,0.00,10.00,22.35,0.00,0.00
2.58,8.73,0.00,12.03,0.00,0.00,0.00,16.01,0.00,0.00,16.83,0.00,20.05,0.00,0.00,10.00,22.52,0.00,0.00
2.67,8.52,0.00,12.20,0.00,0.00,0.00,16.58,0.00,0.00,16.61,0.00,19.83,0.00,0.00,10.00,22.76,0.00,0.00
2.78,8.27,0.00,11.74,0.00,0.00,0.00,16.67,0.00,0.00,16.50,0.00,19.70,0.00,0.00,10.00,22.86,0.00,0.00
2.90,8.12,0.00,11.31,0.00,0.00,0.00,16.45,0.00,0.00,16.38,0.00,19.60,0.00,0.00,10.00,22.78,0.00,0.00
2.98,7.88,0.00,10.99,0.00,0.00,0.00,16.16,0.00,0.00,16.32,0.00,19.52,0.00,0.00,10.00,22.67,0.00,0.00
3.08,7.80,0.00,11.14,0.00,0.00,0.00,16.04,0.00,0.00,16.29,0.00,19.51,0.00,0.00,10.00,22.60,0.00,0.00
3.19,7.68,0.00,10.74,0.00,0.00,0.00,15.74,0.00,0.00,16.22,0.00,19.44,0.00,0.00,10.00,22.37,0.00,0.00
3.28,7.51,0.00,10.37,0.00,0.00,0.00,15.53,0.00,0.00,16.17,0.00,19.43,0.00,0.00,10.00,22.26,0.00,0.00
3.38,7.38,0.00,10.10,0.00,0.00,0.00,15.41,0.00,0.00,16.12,0.00,19.41,0.00,0.00,10.00,22.19,0.00,0.00
3.48,7.36,0.00,9.96,0.00,0.00,0.00,15.38,0.00,0.00,16.04,0.00,19.39,0.00,0.00,10.00,22.18,0.00,0.00
3.58,7.33,0.00,9.87,0.00,0.00,0.00,15.34,0.00,0.00,16.06,0.00,19.42,0.00,0.00,10.00,22.21,0.00,0.00
3.71,7.28,0.00,9.77,0.00,0.00,0.00,15.26,0.00,0.00,16.02,0.00,19.37,0.00,0.00,10.00,22.12,0.00,0.00
3.81,7.24,0.00,9.69,0.00,0.00,0.00,15.23,0.00,0.00,16.03,0.00,19.34,0.00,0.00,10.00,22.29,0.00,0.00
3.93,7.23,0.00,9.64,0.00,0.00,0.00,15.20,0.00,0.00,16.07,0.00,19.38,0.00,0.00,10.00,22.30,0.00,0.00
4.06,7.36,0.00,9.79,0.00,0.00,0.00,15.51,0.00,0.00,16.31,0.00,19.52,0.00,0.00,10.00,22.43,0.00,0.00
4.18,7.64,0.00,10.31,0.00,0.00,0.00,16.01,0.00,0.00,16.31,0.00,19.64,0.00,0.00,10.00,22.52,0.00,0.00
4.30,7.72,0.00,10.32,0.00,0.00,0.00,16.10,0.00,0.00,16.45,0.00,19.75,0.00,0.00,10.00,22.71,0.00,0.00
4.40,7.96,0.00,10.49,0.00,0.00,0.00,16.22,0.00,0.00,16.39,0.00,19.81,0.00,0.00,10.00,22.66,0.00,0.00
4.48,8.02,0.00,10.52,0.00,0.00,0.00,16.23,0.00,0.00,16.42,0.00,19.81,0.00,0.00,10.00,22.68,0.00,0.00
4.57,8.02,0.00,10.45,0.00,0.00,0.00,16.09,0.00,0.00,16.59,0.00,19.79,0.00,0.00,10.00,22.68,0.00,0.00
4.69,8.02,0.00,10.37,0.00,0.00,0.00,16.01,0.00,0.00,16.63,0.00,19.74,0.00,0.00,10.00,22.62,0.00,0.00
4.79,7.87,0.00,10.22,0.00,0.00,0.00,15.69,0.00,0.00,16.67,0.00,19.82,0.00,0.00,10.00,22.66,0.00,0.00
4.88,7.63,0.00,10.04,0.00,0.00,0.00,15.40,0.00,0.00,16.66,0.00,19.82,0.00,0.00,10.00,22.81,0.00,0.00
4.97,7.47,0.00,9.96,0.00,0.00,0.00,15.19,0.00,0.00,16.58,0.00,19.69,0.00,0.00,10.00,22.70,0.00,0.00
5.05,7.56,0.00,10.06,0.00,0.00,0.00,15.54,0.00,0.00,16.46,0.00,19.67,0.00,0.00,10.00,22.72,0.00,0.00
5.14,7.52,0.00,10.04,0.00,0.00,0.00,15.79,0.00,0.00,16.40,0.00,19.54,0.00,0.00,10.00,22.87,0.00,0.00
