Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.12,86.73,8.23,20.72,88.02,14.17,0.72,0.00,0.00,0.00,0.00,0.00,0.00
0.20,88.68,8.17,20.39,91.53,12.13,41.26,0.00,0.00,0.00,0.00,0.00,0.00
0.30,88.47,10.13,20.96,90.44,12.54,27.94,161.87,92.06,0.00,161.87,92.06,0.00
0.38,85.54,10.78,20.72,92.69,13.17,27.45,161.87,92.06,0.00,161.87,92.06,0.00
0.45,85.78,9.60,20.54,92.60,11.72,45.05,161.87,92.06,91.60,161.87,92.06,0.00
0.52,86.66,6.84,20.35,92.12,6.78,17.49,161.87,92.06,91.60,161.87,92.06,0.00
0.60,87.13,5.41,20.76,91.64,11.87,6.00,162.29,92.64,91.60,162.29,92.64,0.00
0.67,87.06,4.80,21.03,91.97,11.50,13.27,83.92,7.50,20.79,162.29,92.64,0.00
0.74,86.95,4.56,21.14,91.06,11.23,56.47,83.92,7.50,20.79,162.29,92.64,0.00
0.81,86.35,4.83,21.15,91.20,12.05,44.55,84.53,7.95,20.79,162.28,93.62,0.00
0.87,85.88,5.13,21.26,86.51,17.29,6.44,82.29,9.29,21.60,162.28,93.62,0.00
0.94,85.53,5.68,21.65,87.22,13.07,21.24,82.29,9.29,20.31,162.28,93.62,0.00
1.02,85.32,5.99,21.40,87.97,15.07,9.39,82.29,9.29,20.31,162.28,93.62,0.00
1.09,84.89,6.36,21.31,87.83,14.99,10.20,81.15,10.24,20.84,162.28,93.62,0.00
1.17,84.91,6.50,21.39,93.30,10.97,46.74,81.31,10.04,20.67,162.28,93.62,0.00
1.25,85.06,6.70,21.71,93.65,11.29,48.05,81.31,10.04,20.83,162.28,93.62,0.00
1.33,84.83,6.95,21.22,90.86,8.73,26.47,81.31,10.04,20.83,162.28,93.62,0.00
1.40,84.92,7.18,21.61,93.37,10.52,43.82,82.84,8.92,20.83,163.00,95.03,0.00
1.48,85.16,6.96,21.17,93.47,10.70,43.70,82.84,8.92,20.83,163.00,95.03,0.00
1.56,85.50,6.77,21.13,86.98,18.69,10.17,82.78,8.77,20.83,163.15,94.86,0.00
1.64,85.71,6.68,21.25,91.02,8.07,29.38,82.78,8.77,20.83,163.15,94.86,0.00
1.76,84.46,7.65,21.49,93.23,11.44,45.37,82.78,8.77,18.72,163.15,94.86,0.00
1.83,77.09,15.28,21.66,91.43,10.33,41.65,69.38,21.13,22.94,163.15,94.86,0.00
1.91,72.25,19.40,21.11,91.50,10.14,39.93,69.38,21.13,17.10,163.15,94.86,0.00
1.98,66.75,24.50,19.61,91.50,10.15,37.69,57.18,33.17,21.41,163.15,94.86,0.00
2.07,60.31,30.82,18.50,95.26,14.74,50.54,57.18,33.17,18.46,163.15,94.86,0.00
2.14,55.84,35.78,18.45,94.01,11.05,50.23,57.18,33.17,19.17,163.15,94.86,0.00
2.23,54.58,37.18,17.31,95.03,11.15,52.35,48.12,42.16,19.02,163.15,94.86,0.00
2.30,53.98,38.10,17.43,95.66,11.12,54.22,48.12,42.16,19.99,163.15,94.86,0.00
2.36,54.12,38.06,17.38,95.22,10.40,50.85,50.34,40.33,19.99,162.19,97.85,0.00
2.43,54.81,37.26,17.16,95.10,10.26,49.82,51.73,39.02,19.82,162.19,97.85,0.00
2.51,54.88,36.57,15.01,94.09,13.61,50.22,51.73,39.02,19.82,162.19,97.85,0.00
