Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.19,14.31,85.32,14.95,78.27,-50.89,1.15,80.40,0.00,0.00,-5.27,-94.68,14.53,101.73,-45.14,90.52,94.81,0.00,0.00
0.31,-2.24,85.32,15.45,78.27,-47.23,1.15,96.27,0.00,0.00,-4.33,-94.68,14.89,101.73,-45.57,90.52,94.97,0.00,0.00
0.43,9.63,-1.37,15.68,10.18,-54.25,-177.47,91.26,82.69,-101.73,-4.24,-94.68,15.06,101.73,-45.53,90.52,95.02,0.00,0.00
0.53,-2.22,1.89,16.26,-0.29,-53.88,-134.41,95.13,82.69,-101.73,-4.22,-95.29,15.36,-102.53,-45.36,95.96,95.27,0.00,0.00
0.64,-2.10,1.89,16.39,-0.29,-55.28,-134.41,94.39,82.69,-101.73,-4.05,-95.29,15.37,-102.53,-45.40,95.96,95.22,0.00,0.00
0.75,-1.77,1.89,16.42,-0.29,-55.26,-134.41,94.02,82.69,-101.73,-4.11,-95.29,15.39,-102.53,-45.32,95.96,95.24,0.00,0.00
0.84,13.89,-8.28,14.63,15.18,-53.84,-163.91,81.94,82.69,-101.73,-4.20,-102.54,15.40,139.74,-45.33,84.71,95.20,0.00,0.00
0.96,-2.61,-8.28,17.07,15.18,-47.72,-163.91,97.91,82.69,-101.73,-4.45,-102.54,15.38,139.74,-45.25,84.71,95.29,0.00,0.00
1.07,14.62,-13.28,15.19,16.84,-54.98,158.40,81.72,82.69,-101.73,-4.88,-94.90,15.45,94.37,-45.04,78.93,95.49,0.00,0.00
1.16,-3.02,-24.22,17.71,7.07,-47.93,142.56,98.55,98.00,-98.77,-4.93,-94.90,15.42,94.37,-45.00,78.93,95.45,0.00,0.00
1.25,14.97,-19.03,15.11,11.74,-54.41,148.80,79.25,90.97,-99.32,-4.86,-94.90,15.39,94.37,-45.06,78.93,95.35,0.00,0.00
1.41,9.22,-19.03,15.15,11.74,-53.89,148.80,91.82,90.97,-99.32,-4.93,-10.87,15.47,-3.45,-45.14,-112.50,95.37,88.47,91.04
1.50,9.32,-19.03,14.88,11.74,-54.25,148.80,91.34,90.97,-99.32,-5.23,-10.87,15.72,-3.45,-45.04,-112.50,95.50,88.47,91.04
1.60,12.47,-9.36,13.08,9.44,-53.85,129.88,82.66,90.97,-99.32,-5.31,0.99,15.77,-4.88,-45.05,-91.88,95.46,88.47,91.04
1.69,8.03,-3.10,15.13,8.59,-54.15,141.41,92.84,89.37,-93.89,-5.30,0.99,15.81,-4.88,-44.97,-91.88,95.46,88.47,91.04
1.77,12.04,-3.10,12.79,8.59,-53.97,141.41,83.26,89.37,-93.89,-5.43,0.99,15.96,-4.88,-44.95,-91.88,95.55,88.47,91.04
1.88,-3.41,-3.67,17.47,10.99,-48.62,140.83,98.86,87.04,-96.39,-5.39,0.99,16.02,-4.88,-45.03,-91.88,95.57,88.47,91.04
1.96,13.26,-3.67,13.39,10.99,-53.86,140.83,80.07,87.04,-96.39,-5.25,0.99,16.01,-4.88,-45.18,-91.88,95.54,88.47,91.04
2.06,13.99,-0.66,14.10,6.07,-54.49,144.72,79.64,87.04,-96.39,-5.02,3.48,15.91,0.35,-45.30,-95.98,95.43,88.47,91.04
2.17,13.74,2.31,14.20,6.97,-54.89,142.44,81.55,84.77,-95.04,-4.89,3.48,15.79,0.35,-45.44,-95.98,95.34,88.47,91.04
2.26,8.99,2.31,14.94,6.97,-54.22,142.44,90.84,84.77,-95.04,-4.69,3.48,15.65,0.35,-45.55,-95.98,95.20,88.47,91.04
2.36,12.39,2.31,13.08,6.97,-55.68,142.44,81.30,84.77,-95.04,-4.51,3.48,15.52,0.35,-45.64,-95.98,95.10,88.47,91.04
2.46,13.03,1.64,13.63,6.83,-55.43,145.06,80.88,84.77,-95.04,-4.45,2.48,15.63,0.53,-45.74,-98.48,95.17,88.47,91.04
2.57,13.75,1.25,13.82,6.65,-55.27,142.78,77.89,85.24,-94.90,-4.48,2.48,15.83,0.53,-45.78,-98.48,95.39,88.47,91.04
2.66,9.80,1.25,14.62,6.65,-55.34,142.78,89.30,85.24,-94.90,-4.50,2.48,15.73,0.53,-45.76,-98.48,95.34,88.47,91.04
2.78,-3.85,1.25,17.50,6.65,-48.92,142.78,98.44,85.24,-94.90,-4.52,2.48,15.81,0.53,-45.74,-98.48,95.32,88.47,91.04
2.87,-3.72,1.25,17.47,6.65,-49.05,142.78,98.36,85.24,-94.90,-4.57,2.48,15.84,0.53,-45.41,-98.48,95.14,88.47,91.04
2.98,-3.61,1.25,17.42,6.65,-49.29,142.78,98.24,85.24,-94.90,-4.48,2.48,15.89,0.53,-45.27,-98.48,95.08,88.47,91.04
3.07,-3.40,-0.81,17.31,7.46,-49.25,141.67,98.28,85.24,-94.90,-4.55,0.59,16.01,-0.32,-45.13,-97.15,95.20,88.47,91.04
