Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,3.32,-0.50,5.49,-3.71,666.00,42.07,18.18,83.77,-2.24,-1.72,3.45,12.61,8.33,666.00,-6.24,24.56,96.50,-80.76
1.10,6.40,2.58,4.87,-5.94,666.00,45.07,17.85,20.01,-2.17,1.64,6.86,15.06,11.70,666.00,7.35,23.63,52.62,-50.80
1.46,5.53,2.92,4.98,-6.35,666.00,45.90,18.81,20.25,-2.27,1.55,7.22,15.30,12.00,666.00,7.28,24.06,11.14,-15.14
1.75,4.74,2.49,4.88,-6.05,666.00,43.89,17.97,20.82,-3.06,1.10,7.16,15.71,11.84,666.00,6.82,24.72,10.99,-15.16
1.93,5.52,0.78,4.91,-5.02,666.00,40.91,18.23,21.27,-3.35,1.57,6.53,15.91,11.85,666.00,5.23,26.17,10.85,-15.18
2.15,4.47,0.77,3.97,-5.01,666.00,40.59,18.76,21.48,-3.35,0.51,6.28,16.07,11.86,666.00,4.28,26.74,10.93,-15.20
2.32,4.15,0.76,3.68,-5.38,666.00,41.58,19.00,21.42,-2.75,0.06,6.09,16.01,11.69,666.00,4.14,26.85,11.07,-15.30
2.45,3.86,0.83,3.51,-5.61,666.00,42.09,19.07,20.97,-3.26,-0.28,6.25,16.00,11.86,666.00,3.95,27.27,10.96,-15.31
2.59,5.67,1.79,3.28,-6.56,666.00,43.43,18.40,19.06,-5.50,-0.48,6.34,15.85,11.66,666.00,3.15,27.51,69.76,163.46
2.74,23.11,21.76,-0.47,-18.87,666.00,50.14,14.94,10.30,-8.95,-0.94,6.80,16.69,12.47,666.00,3.83,27.38,10.16,-15.10
3.71,68.04,30.90,-0.25,-25.20,666.00,49.50,16.82,10.38,-6.65,-0.75,6.80,14.41,12.47,666.00,3.83,28.61,10.60,-14.58
4.04,46.32,67.71,-0.94,-59.53,175.69,-66.34,47.50,11.62,-3.57,-0.84,8.69,14.20,12.54,666.00,2.51,28.68,9.56,-14.56
4.21,65.41,66.76,6.40,-57.18,666.00,-67.05,16.12,11.22,-3.39,-0.65,8.42,15.17,12.72,666.00,3.00,28.70,67.00,160.98
4.33,63.92,66.95,6.26,-56.99,666.00,-67.20,18.12,11.82,-3.19,-0.66,8.61,15.23,12.89,666.00,3.13,28.83,9.50,-14.34
4.47,63.17,67.42,3.85,-57.14,666.00,-67.15,24.12,11.60,-3.24,-0.73,8.61,15.69,12.89,666.00,3.13,29.03,9.50,-14.34
4.63,63.51,67.68,4.63,-56.51,666.00,-67.12,18.75,11.66,-3.25,-0.70,8.80,15.61,12.95,666.00,3.97,29.10,9.53,-14.24
4.76,63.05,71.15,1.47,-60.55,666.00,-66.53,28.87,9.87,-4.09,-0.45,9.21,15.55,12.83,666.00,4.91,29.45,9.50,-14.12
4.92,75.09,75.53,1.64,-66.78,666.00,-66.61,16.31,8.91,-5.64,0.31,8.84,15.39,13.01,666.00,6.32,29.19,9.49,-14.03
5.05,83.11,86.37,28.59,-83.67,666.00,-65.19,23.83,9.99,-8.13,0.83,9.04,15.14,13.26,666.00,7.37,29.61,9.51,-13.97
5.18,90.39,90.11,94.70,-90.19,666.00,-64.38,21.57,12.21,-8.98,1.06,9.63,14.51,13.05,666.00,6.85,29.77,9.45,-14.35
5.33,92.72,91.11,118.62,-91.99,666.00,-63.34,21.66,13.62,-9.21,0.85,9.89,14.54,12.86,666.00,6.37,29.56,9.28,-13.89
5.48,94.14,92.45,130.90,-94.39,666.00,-63.33,19.64,13.43,-9.82,0.80,-31.80,14.46,-79.10,666.00,0.54,29.31,135.99,120.12
5.61,94.35,92.69,135.85,-94.88,666.00,-63.18,19.33,13.42,-10.15,0.76,9.58,14.46,12.52,666.00,6.70,29.46,9.32,-13.90
5.75,94.87,93.35,139.23,-96.16,666.00,-63.64,19.14,13.58,-10.49,0.81,9.58,15.07,12.52,666.00,6.70,29.46,9.32,-13.90
5.88,94.78,93.39,140.12,-96.29,666.00,-63.65,19.28,13.84,-10.51,0.76,9.62,14.74,12.69,666.00,6.84,29.68,9.50,-14.00
6.05,94.56,93.46,134.77,-96.48,666.00,-63.94,20.47,14.07,-10.36,0.90,9.62,14.62,12.69,666.00,6.84,29.71,9.70,-13.85
6.19,68.91,87.78,13.37,-85.72,-162.08,-66.35,31.58,19.24,-9.74,0.69,9.55,15.45,12.36,666.00,6.57,29.84,66.68,160.86
6.34,31.57,77.30,1.03,-66.51,172.69,-68.49,54.45,10.78,-13.53,0.25,9.19,17.18,12.40,666.00,6.27,28.56,9.64,-13.90
6.48,26.93,50.12,3.08,-32.35,160.34,35.96,33.36,20.31,-10.74,0.39,8.34,17.55,12.62,666.00,5.82,28.01,10.11,-13.83
6.61,16.43,34.72,5.04,-20.86,666.00,39.97,19.65,21.18,-10.47,0.45,7.59,17.25,13.20,666.00,5.98,27.61,9.36,-14.10
6.75,7.80,56.29,6.62,18.22,666.00,-120.90,21.68,10.39,142.52,1.06,7.04,16.54,13.58,666.00,6.64,26.86,9.39,-14.21
6.90,1.40,8.63,8.98,-3.97,666.00,43.02,21.33,19.81,-12.82,1.86,7.35,15.55,14.08,666.00,7.36,25.98,9.31,-14.62
7.04,-2.44,-0.67,8.98,-1.67,666.00,36.00,22.04,22.42,-11.58,2.29,8.37,15.59,13.81,666.00,7.78,26.18,10.02,-14.72
7.29,-2.88,-1.88,8.44,-2.21,666.00,34.74,21.03,22.73,-12.21,2.40,8.41,15.45,13.13,666.00,7.54,26.44,9.97,-14.80
7.42,-2.74,-2.62,8.05,-2.60,666.00,34.22,20.87,23.86,-12.82,2.36,7.57,15.48,12.39,666.00,6.90,26.01,10.26,-14.85
7.55,-2.54,91.11,7.99,91.61,666.00,173.71,21.04,49.20,95.24,2.06,7.18,15.31,12.25,666.00,6.46,25.91,10.27,-14.68
7.67,-2.53,-2.24,7.92,-3.06,666.00,36.34,21.13,24.23,-13.67,1.42,7.09,15.24,12.41,666.00,5.31,26.49,10.23,-14.67
7.82,-2.36,-1.86,7.82,-3.03,666.00,37.18,21.89,24.25,-14.04,0.89,7.23,15.14,12.54,50.10,4.79,62.92,10.23,-14.60
7.96,2.12,2.46,6.60,-5.44,666.00,40.57,22.83,18.65,-16.70,0.39,7.33,15.30,12.54,666.00,4.13,25.51,10.16,-14.73
8.09,15.98,14.30,4.26,3.41,666.00,-35.94,21.03,10.93,-15.82,0.06,14.17,15.27,3.20,666.00,83.09,25.30,10.19,-14.59
8.23,30.30,26.28,1.66,-16.78,158.05,38.61,37.65,24.38,-11.46,-0.21,7.45,16.09,12.38,666.00,5.61,26.28,10.13,-14.44
