Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.15,21.76,0.00,24.49,0.00,42.92,0.00,50.05,0.00,0.00,21.73,0.00,24.69,0.00,4.67,10.00,85.71,0.00,0.00
0.29,21.89,0.00,24.52,0.00,67.67,0.00,157.58,0.00,0.00,21.92,0.00,24.78,0.00,8.79,10.00,81.94,0.00,0.00
0.38,20.40,0.00,22.97,0.00,62.36,0.00,151.96,0.00,0.00,23.51,0.00,26.10,0.00,23.17,10.00,84.60,0.00,0.00
0.47,17.86,0.00,20.01,0.00,43.11,0.00,65.10,0.00,0.00,24.91,0.00,27.99,0.00,20.14,10.00,81.45,0.00,0.00
0.61,20.13,0.00,22.04,0.00,48.38,0.00,45.93,0.00,0.00,27.43,0.00,32.56,0.00,24.63,10.00,98.87,0.00,0.00
0.71,20.17,0.00,21.05,0.00,46.75,0.00,45.95,0.00,0.00,26.54,0.00,28.86,0.00,31.46,10.00,116.74,0.00,0.00
0.80,20.44,0.00,20.99,0.00,43.65,0.00,48.71,0.00,0.00,27.13,0.00,29.69,0.00,58.85,10.00,142.41,0.00,0.00
0.90,22.36,0.00,23.32,0.00,43.04,0.00,50.12,0.00,0.00,26.89,0.00,29.29,0.00,60.87,10.00,144.55,0.00,0.00
0.99,20.34,0.00,21.65,0.00,55.33,0.00,38.86,0.00,0.00,27.08,0.00,28.61,0.00,61.41,10.00,146.33,0.00,0.00
1.08,19.80,0.00,21.29,0.00,48.64,0.00,44.62,0.00,0.00,27.03,0.00,28.57,0.00,60.65,10.00,146.77,0.00,0.00
1.19,19.99,0.00,21.88,0.00,48.28,0.00,45.67,0.00,0.00,27.33,0.00,28.92,0.00,65.80,10.00,154.37,0.00,0.00
1.30,21.20,0.00,23.08,0.00,38.75,0.00,60.27,0.00,0.00,27.74,0.00,29.19,0.00,56.42,10.00,138.46,0.00,0.00
1.38,21.66,0.00,23.63,0.00,38.26,0.00,61.55,0.00,0.00,27.41,0.00,28.68,0.00,57.78,10.00,140.87,0.00,0.00
