Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.13,1.24,0.00,18.84,0.00,57.62,0.00,104.62,0.00,0.00,14.66,0.00,16.86,0.00,27.54,10.00,90.67,0.00,0.00
0.24,1.23,0.00,27.78,0.00,44.05,0.00,100.19,0.00,0.00,5.68,0.00,21.40,0.00,91.35,10.00,156.86,0.00,0.00
0.36,5.96,0.00,23.09,0.00,39.04,0.00,102.04,0.00,0.00,2.29,0.00,33.91,0.00,56.01,10.00,140.20,0.00,0.00
0.49,0.00,0.00,23.98,0.00,50.89,0.00,76.85,0.00,0.00,0.27,0.00,28.85,0.00,39.47,10.00,100.00,0.00,0.00
0.61,11.02,0.00,38.15,0.00,57.97,0.00,56.64,0.00,0.00,0.28,0.00,27.89,0.00,41.83,10.00,100.02,0.00,0.00
0.70,23.56,0.00,26.00,0.00,119.87,0.00,69.20,0.00,0.00,5.58,0.00,26.29,0.00,40.51,10.00,98.33,0.00,0.00
0.79,23.03,0.00,24.70,0.00,124.03,0.00,71.00,0.00,0.00,5.53,0.00,25.85,0.00,43.52,10.00,98.73,0.00,0.00
0.88,20.81,0.00,21.63,0.00,124.04,0.00,76.29,0.00,0.00,4.58,0.00,14.23,0.00,45.32,10.00,91.65,0.00,0.00
0.99,22.06,0.00,23.33,0.00,126.52,0.00,79.80,0.00,0.00,6.16,0.00,15.97,0.00,51.05,10.00,91.02,0.00,0.00
1.08,25.46,0.00,28.21,0.00,131.79,0.00,91.26,0.00,0.00,5.96,0.00,17.49,0.00,52.64,10.00,96.07,0.00,0.00
1.17,17.16,0.00,41.54,0.00,62.41,0.00,60.13,0.00,0.00,6.68,0.00,25.85,0.00,45.45,10.00,104.30,0.00,0.00
1.25,18.29,0.00,45.08,0.00,67.42,0.00,48.32,0.00,0.00,6.46,0.00,26.30,0.00,45.74,10.00,104.76,0.00,0.00
1.34,17.74,0.00,44.50,0.00,62.11,0.00,51.08,0.00,0.00,6.32,0.00,26.53,0.00,45.96,10.00,105.17,0.00,0.00
1.45,15.68,0.00,43.40,0.00,68.24,0.00,44.58,0.00,0.00,6.62,0.00,26.68,0.00,45.64,10.00,105.41,0.00,0.00
