Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
10.13,29.57,0.00,40.34,0.00,0.00,0.00,47.81,0.00,0.00,27.76,0.00,30.01,0.00,0.00,10.00,17.12,0.00,0.00
10.68,2.32,0.00,13.82,0.00,52.49,0.00,112.44,0.00,0.00,7.15,0.00,18.51,0.00,45.88,10.00,113.70,0.00,0.00
10.78,3.24,0.00,12.28,0.00,50.93,0.00,110.32,0.00,0.00,6.51,0.00,19.66,0.00,45.79,10.00,110.31,0.00,0.00
10.89,2.91,0.00,11.81,0.00,52.02,0.00,111.60,0.00,0.00,7.08,0.00,20.25,0.00,46.14,10.00,112.74,0.00,0.00
10.98,3.03,0.00,11.51,0.00,52.65,0.00,110.93,0.00,0.00,7.10,0.00,20.19,0.00,46.07,10.00,112.32,0.00,0.00
11.12,2.76,0.00,11.33,0.00,53.17,0.00,111.30,0.00,0.00,7.11,0.00,19.94,0.00,45.55,10.00,111.08,0.00,0.00
11.21,3.02,0.00,11.54,0.00,53.03,0.00,111.23,0.00,0.00,7.21,0.00,19.69,0.00,45.30,10.00,110.62,0.00,0.00
11.32,2.84,0.00,11.71,0.00,53.41,0.00,110.00,0.00,0.00,7.64,0.00,19.68,0.00,45.18,10.00,110.61,0.00,0.00
11.41,3.46,0.00,13.01,0.00,52.07,0.00,111.58,0.00,0.00,7.35,0.00,18.55,0.00,45.14,10.00,111.60,0.00,0.00
11.51,2.36,0.00,13.26,0.00,52.26,0.00,111.96,0.00,0.00,6.94,0.00,17.93,0.00,45.69,10.00,110.67,0.00,0.00
11.61,1.69,0.00,13.09,0.00,52.60,0.00,111.85,0.00,0.00,7.48,0.00,18.68,0.00,45.42,10.00,111.81,0.00,0.00
11.72,2.15,0.00,12.62,0.00,52.62,0.00,111.71,0.00,0.00,7.43,0.00,18.95,0.00,45.60,10.00,112.15,0.00,0.00
11.80,2.33,0.00,12.53,0.00,52.85,0.00,111.83,0.00,0.00,7.32,0.00,19.24,0.00,44.43,10.00,113.99,0.00,0.00
11.88,3.19,0.00,11.69,0.00,52.24,0.00,111.67,0.00,0.00,7.79,0.00,20.39,0.00,45.84,10.00,112.99,0.00,0.00
11.96,2.57,0.00,11.43,0.00,52.25,0.00,111.39,0.00,0.00,1.69,0.00,17.58,0.00,57.07,10.00,104.99,0.00,0.00
