Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,7.89,89.05,18.32,44.15,50.46,23.53,98.82,90.00,90.00,29.82,-90.95,15.15,135.80,-98.59,-156.47,71.14,104.04,180.00
1.09,-2.60,90.69,9.88,106.15,666.00,-51.17,16.65,90.00,90.00,1.33,-89.30,17.04,73.81,666.00,128.83,15.51,104.04,180.00
1.49,17.03,-62.87,-2.18,-41.92,666.00,52.50,27.82,90.00,90.00,11.11,117.13,8.23,-138.09,-127.11,-127.50,58.33,104.04,-180.00
1.98,-18.59,-62.87,15.10,-41.92,666.00,52.50,9.64,90.00,90.00,-11.83,117.13,20.84,-138.09,666.00,-127.50,11.23,104.04,-180.00
2.27,-14.31,-62.87,13.41,-41.92,666.00,52.50,28.01,90.00,90.00,-10.38,117.13,20.19,-138.09,666.00,-127.50,20.22,104.04,-180.00
2.46,-9.26,-62.87,11.24,-41.92,666.00,52.50,28.08,90.00,90.00,-7.15,117.13,18.50,-138.09,666.00,-127.50,23.39,104.04,-180.00
2.61,-8.14,-62.87,10.38,-41.92,666.00,52.50,26.35,90.00,90.00,-4.95,117.13,17.72,-138.09,666.00,-127.50,23.37,104.04,-180.00
2.76,-7.53,-62.87,9.55,-41.92,666.00,52.50,25.70,90.00,90.00,-4.15,117.13,16.67,-138.09,666.00,-127.50,22.49,104.04,-180.00
2.88,-6.53,-62.87,8.81,-41.92,666.00,52.50,26.35,90.00,90.00,-3.76,117.13,15.96,-138.09,666.00,-127.50,22.12,104.04,-180.00
3.02,-4.99,-62.87,8.09,-41.92,666.00,52.50,25.06,90.00,90.00,-3.29,117.13,15.98,-138.09,666.00,-127.50,22.65,104.04,-180.00
3.15,-3.25,-62.87,7.19,-41.92,666.00,52.50,26.22,90.00,90.00,-2.87,117.13,15.86,-138.09,666.00,-127.50,23.06,104.04,-180.00
3.29,-1.68,-62.87,6.15,-41.92,666.00,52.50,21.68,90.00,90.00,-2.14,117.13,15.33,-138.09,666.00,-127.50,22.52,104.04,-180.00
3.41,-0.86,-62.87,5.61,-41.92,666.00,52.50,20.08,90.00,90.00,-1.50,117.13,14.96,-138.09,666.00,-127.50,22.05,104.04,-180.00
3.54,-0.60,-62.87,5.24,-41.92,666.00,52.50,19.38,90.00,90.00,-1.02,117.13,14.62,-138.09,666.00,-127.50,21.42,104.04,-180.00
3.67,-0.20,-62.87,4.69,-41.92,666.00,52.50,18.05,90.00,90.00,-0.43,117.13,14.48,-138.09,666.00,-127.50,20.69,104.04,-180.00
3.80,-0.83,-62.87,4.63,-41.92,666.00,52.50,17.68,90.00,90.00,0.01,117.13,14.24,-138.09,666.00,-127.50,20.23,104.04,-180.00
3.93,-0.38,-62.87,4.40,-41.92,666.00,52.50,17.28,90.00,90.00,0.05,117.13,14.36,-138.09,666.00,-127.50,20.48,104.04,-180.00
4.06,-0.20,-62.87,4.38,-41.92,666.00,52.50,17.21,90.00,90.00,0.27,117.13,14.32,-138.09,666.00,-127.50,20.48,104.04,-180.00
4.19,-0.09,-62.87,4.45,-41.92,666.00,52.50,18.44,90.00,90.00,0.21,117.13,14.33,-138.09,666.00,-127.50,21.15,104.04,-180.00
4.32,-0.36,-62.87,5.06,-41.92,20.24,52.50,30.76,90.00,90.00,-0.60,117.13,14.76,-138.09,666.00,-127.50,27.53,104.04,-180.00
4.45,1.01,-62.87,4.99,-41.92,23.15,52.50,40.27,90.00,90.00,-2.24,117.13,15.08,-138.09,34.36,-127.50,39.15,104.04,-180.00
4.58,2.90,-62.87,4.49,-41.92,22.24,52.50,41.72,90.00,90.00,-1.22,117.13,16.11,-138.09,31.78,-127.50,55.08,104.04,-180.00
4.72,2.60,-62.87,4.51,-41.92,22.82,52.50,40.75,90.00,90.00,0.38,117.13,17.28,-138.09,29.86,-127.50,70.00,104.04,-180.00
