Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.11,82.67,16.25,18.37,81.77,15.45,17.73,0.00,0.00,91.09,0.00,0.00,0.00
0.22,84.87,11.99,11.56,81.80,13.13,14.25,151.16,90.63,91.09,151.16,90.63,0.00
0.29,86.51,10.93,9.98,83.36,13.50,15.35,151.74,90.63,91.09,151.74,90.63,0.00
0.38,87.53,9.70,12.29,84.97,13.34,17.15,151.74,90.63,89.73,151.74,90.63,0.00
0.47,88.01,8.70,16.65,86.03,12.14,21.39,79.34,11.39,21.43,151.74,90.63,0.00
0.55,88.52,7.21,17.84,86.67,10.76,23.46,80.73,9.72,19.68,151.74,90.63,0.00
0.62,88.75,6.66,17.75,87.23,9.66,22.98,80.91,9.69,19.81,151.74,90.63,0.00
0.72,89.04,6.13,17.40,87.64,9.05,22.16,80.99,9.55,19.63,151.74,90.63,0.00
0.81,89.25,5.85,16.38,87.83,8.95,21.73,81.14,9.01,19.63,152.15,89.99,0.00
0.88,89.62,5.43,14.55,87.74,9.19,21.14,81.18,9.13,20.08,152.15,89.99,0.00
0.95,89.46,5.48,13.74,87.77,9.27,19.70,81.57,8.72,19.72,152.15,89.99,0.00
1.04,89.57,5.47,13.56,87.62,9.44,18.86,81.57,8.72,21.13,152.15,89.99,0.00
1.13,89.51,5.56,14.22,87.38,9.68,19.06,80.14,9.98,21.69,152.15,89.99,0.00
1.21,88.81,6.54,13.55,88.16,8.31,18.31,79.91,10.12,21.44,152.15,89.99,0.00
1.30,88.31,6.96,14.03,88.26,8.12,19.49,78.68,11.38,22.62,152.15,89.99,0.00
1.37,88.62,6.95,13.37,88.18,8.40,19.97,78.08,12.10,23.64,152.15,89.99,0.00
1.43,88.57,7.39,16.32,88.94,8.03,19.26,78.08,12.10,22.28,152.15,89.99,0.00
1.50,89.21,6.84,17.74,88.82,8.93,17.83,83.34,6.94,22.28,151.15,92.78,0.00
1.58,89.60,6.48,20.75,88.57,9.37,16.21,84.40,5.61,22.63,151.15,92.78,0.00
1.65,90.53,5.69,19.03,87.28,9.96,14.71,84.40,5.61,22.67,151.15,92.78,0.00
