Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.16,8.60,0.00,13.09,0.00,0.00,0.00,26.32,0.00,0.00,11.09,0.00,30.09,0.00,0.00,10.00,37.61,0.00,0.00
0.25,9.79,0.00,12.03,0.00,0.00,0.00,27.58,0.00,0.00,3.92,0.00,25.38,0.00,0.00,10.00,39.07,0.00,0.00
0.36,8.48,0.00,12.79,0.00,0.00,0.00,37.41,0.00,0.00,2.59,0.00,21.96,0.00,43.58,10.00,114.24,0.00,0.00
0.45,12.04,0.00,16.84,0.00,32.70,0.00,62.34,0.00,0.00,10.70,0.00,21.80,0.00,32.94,10.00,100.03,0.00,0.00
0.54,11.57,0.00,16.03,0.00,26.10,0.00,83.22,0.00,0.00,16.29,0.00,27.77,0.00,38.77,10.00,110.85,0.00,0.00
0.63,8.79,0.00,15.55,0.00,39.90,0.00,93.59,0.00,0.00,16.08,0.00,27.23,0.00,40.76,10.00,112.22,0.00,0.00
0.74,9.61,0.00,14.89,0.00,39.21,0.00,96.05,0.00,0.00,11.11,0.00,23.70,0.00,51.82,10.00,106.51,0.00,0.00
0.83,9.48,0.00,14.83,0.00,44.97,0.00,99.60,0.00,0.00,9.76,0.00,23.34,0.00,50.78,10.00,108.70,0.00,0.00
0.91,8.58,0.00,13.00,0.00,42.40,0.00,95.16,0.00,0.00,9.49,0.00,24.36,0.00,53.53,10.00,108.85,0.00,0.00
1.03,7.89,0.00,11.83,0.00,42.71,0.00,94.18,0.00,0.00,13.20,0.00,26.07,0.00,42.94,10.00,106.10,0.00,0.00
1.12,8.52,0.00,12.64,0.00,42.17,0.00,95.04,0.00,0.00,12.48,0.00,26.26,0.00,42.78,10.00,106.53,0.00,0.00
1.25,8.50,0.00,12.57,0.00,41.91,0.00,94.56,0.00,0.00,11.22,0.00,25.68,0.00,43.28,10.00,106.75,0.00,0.00
1.37,8.82,0.00,12.85,0.00,41.40,0.00,94.55,0.00,0.00,11.36,0.00,25.71,0.00,43.59,10.00,107.14,0.00,0.00
1.49,8.87,0.00,12.81,0.00,41.22,0.00,94.77,0.00,0.00,11.48,0.00,25.62,0.00,43.57,10.00,107.36,0.00,0.00
1.58,1.23,0.00,7.10,0.00,45.23,0.00,90.80,0.00,0.00,14.26,0.00,25.86,0.00,42.17,10.00,107.94,0.00,0.00
1.68,4.72,0.00,9.09,0.00,53.88,0.00,100.07,0.00,0.00,13.77,0.00,25.66,0.00,42.62,10.00,108.12,0.00,0.00
1.78,6.08,0.00,10.20,0.00,51.99,0.00,99.89,0.00,0.00,13.41,0.00,25.47,0.00,42.86,10.00,108.31,0.00,0.00
1.88,6.57,0.00,10.78,0.00,51.22,0.00,99.89,0.00,0.00,13.23,0.00,25.47,0.00,42.85,10.00,107.99,0.00,0.00
1.97,6.94,0.00,11.21,0.00,50.86,0.00,99.99,0.00,0.00,13.23,0.00,25.41,0.00,42.87,10.00,107.89,0.00,0.00
2.08,7.21,0.00,11.52,0.00,50.37,0.00,100.10,0.00,0.00,12.97,0.00,25.40,0.00,43.04,10.00,107.65,0.00,0.00
2.17,7.47,0.00,11.73,0.00,42.33,0.00,93.93,0.00,0.00,12.76,0.00,25.50,0.00,43.16,10.00,107.38,0.00,0.00
2.27,7.62,0.00,11.87,0.00,42.34,0.00,94.04,0.00,0.00,12.36,0.00,25.46,0.00,43.37,10.00,107.18,0.00,0.00
2.40,7.66,0.00,11.84,0.00,42.31,0.00,94.06,0.00,0.00,12.31,0.00,25.42,0.00,43.40,10.00,107.10,0.00,0.00
2.49,7.66,0.00,11.89,0.00,42.33,0.00,94.15,0.00,0.00,12.34,0.00,25.51,0.00,43.37,10.00,107.06,0.00,0.00
2.65,7.72,0.00,11.96,0.00,42.32,0.00,94.21,0.00,0.00,12.42,0.00,25.57,0.00,43.36,10.00,107.12,0.00,0.00
2.74,7.74,0.00,11.98,0.00,42.12,0.00,93.91,0.00,0.00,12.44,0.00,25.61,0.00,43.43,10.00,107.16,0.00,0.00
2.83,7.81,0.00,12.08,0.00,41.92,0.00,94.11,0.00,0.00,12.36,0.00,25.56,0.00,43.45,10.00,107.08,0.00,0.00
2.90,7.89,0.00,12.16,0.00,41.86,0.00,94.07,0.00,0.00,12.39,0.00,25.56,0.00,43.41,10.00,107.08,0.00,0.00
3.00,7.76,0.00,11.95,0.00,41.84,0.00,93.91,0.00,0.00,12.22,0.00,25.45,0.00,43.41,10.00,106.87,0.00,0.00
3.08,7.66,0.00,11.73,0.00,41.63,0.00,93.45,0.00,0.00,12.13,0.00,25.29,0.00,43.47,10.00,106.92,0.00,0.00
3.18,7.68,0.00,11.62,0.00,40.97,0.00,93.60,0.00,0.00,12.10,0.00,25.21,0.00,43.52,10.00,106.87,0.00,0.00
3.26,7.74,0.00,11.55,0.00,40.80,0.00,93.23,0.00,0.00,12.15,0.00,25.21,0.00,43.51,10.00,106.81,0.00,0.00
