Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
6.70,23.44,0.00,27.22,0.00,130.89,0.00,62.49,0.00,0.00,8.93,0.00,18.22,0.00,0.00,10.00,25.92,0.00,0.00
6.82,12.59,0.00,16.61,0.00,0.00,0.00,55.90,0.00,0.00,14.72,0.00,18.91,0.00,0.00,10.00,52.77,0.00,0.00
6.95,12.89,0.00,17.01,0.00,0.00,0.00,58.41,0.00,0.00,17.59,0.00,22.27,0.00,25.89,10.00,64.44,0.00,0.00
7.06,11.97,0.00,16.46,0.00,22.47,0.00,74.07,0.00,0.00,18.27,0.00,20.69,0.00,7.99,10.00,83.82,0.00,0.00
7.19,11.55,0.00,15.77,0.00,14.90,0.00,84.57,0.00,0.00,18.48,0.00,20.23,0.00,8.06,10.00,93.62,0.00,0.00
7.28,14.62,0.00,16.29,0.00,15.88,0.00,94.77,0.00,0.00,19.87,0.00,31.43,0.00,18.32,10.00,104.10,0.00,0.00
7.40,13.27,0.00,15.23,0.00,19.07,0.00,100.22,0.00,0.00,6.07,0.00,15.39,0.00,17.76,10.00,92.80,0.00,0.00
7.53,4.04,0.00,18.95,0.00,34.66,0.00,99.34,0.00,0.00,6.62,0.00,16.45,0.00,23.08,10.00,95.92,0.00,0.00
7.64,12.35,0.00,25.75,0.00,41.23,0.00,116.02,0.00,0.00,8.79,0.00,18.67,0.00,44.89,10.00,100.71,0.00,0.00
7.73,8.51,0.00,17.89,0.00,49.20,0.00,114.39,0.00,0.00,10.03,0.00,19.61,0.00,44.54,10.00,108.06,0.00,0.00
7.83,8.30,0.00,15.86,0.00,50.44,0.00,112.05,0.00,0.00,11.48,0.00,22.32,0.00,50.16,10.00,114.82,0.00,0.00
7.92,7.71,0.00,14.61,0.00,49.83,0.00,111.17,0.00,0.00,11.03,0.00,22.55,0.00,41.32,10.00,106.95,0.00,0.00
8.01,6.90,0.00,13.62,0.00,49.35,0.00,110.03,0.00,0.00,11.33,0.00,23.21,0.00,41.21,10.00,107.63,0.00,0.00
8.09,4.09,0.00,13.60,0.00,50.15,0.00,108.67,0.00,0.00,11.66,0.00,23.68,0.00,41.26,10.00,108.28,0.00,0.00
8.20,4.74,0.00,13.15,0.00,49.71,0.00,108.60,0.00,0.00,10.88,0.00,23.20,0.00,41.39,10.00,108.02,0.00,0.00
8.29,5.75,0.00,13.92,0.00,49.42,0.00,109.31,0.00,0.00,10.46,0.00,23.19,0.00,41.59,10.00,108.19,0.00,0.00
8.40,5.83,0.00,14.21,0.00,48.63,0.00,113.24,0.00,0.00,9.60,0.00,22.51,0.00,41.78,10.00,107.95,0.00,0.00
8.48,5.67,0.00,14.24,0.00,48.57,0.00,113.56,0.00,0.00,7.52,0.00,20.85,0.00,42.01,10.00,106.75,0.00,0.00
8.57,5.64,0.00,14.39,0.00,48.71,0.00,113.87,0.00,0.00,9.11,0.00,22.62,0.00,42.85,10.00,109.47,0.00,0.00
8.65,5.52,0.00,14.60,0.00,48.88,0.00,114.17,0.00,0.00,9.66,0.00,23.53,0.00,43.15,10.00,110.41,0.00,0.00
8.75,5.52,0.00,14.72,0.00,49.36,0.00,115.63,0.00,0.00,9.76,0.00,23.97,0.00,45.21,10.00,112.53,0.00,0.00
8.84,5.16,0.00,14.55,0.00,49.91,0.00,115.92,0.00,0.00,10.59,0.00,24.94,0.00,45.14,10.00,113.88,0.00,0.00
8.94,2.84,0.00,15.73,0.00,52.00,0.00,117.69,0.00,0.00,10.68,0.00,25.42,0.00,45.87,10.00,118.35,0.00,0.00
9.03,2.85,0.00,15.05,0.00,51.41,0.00,115.76,0.00,0.00,11.26,0.00,26.01,0.00,45.70,10.00,115.81,0.00,0.00
9.12,1.77,0.00,11.04,0.00,50.31,0.00,122.93,0.00,0.00,11.54,0.00,26.21,0.00,45.27,10.00,115.50,0.00,0.00
9.21,5.32,0.00,14.40,0.00,50.46,0.00,116.27,0.00,0.00,11.67,0.00,26.25,0.00,45.20,10.00,115.50,0.00,0.00
9.31,5.35,0.00,14.55,0.00,50.17,0.00,115.47,0.00,0.00,12.05,0.00,26.47,0.00,45.07,10.00,115.67,0.00,0.00
9.40,1.95,0.00,11.23,0.00,52.48,0.00,114.11,0.00,0.00,12.23,0.00,26.52,0.00,44.92,10.00,115.58,0.00,0.00
9.48,2.49,0.00,10.08,0.00,47.52,0.00,115.56,0.00,0.00,11.97,0.00,26.18,0.00,44.86,10.00,115.32,0.00,0.00
9.59,2.21,0.00,9.63,0.00,47.42,0.00,115.77,0.00,0.00,11.53,0.00,25.83,0.00,44.82,10.00,115.06,0.00,0.00
9.68,2.06,0.00,9.59,0.00,47.53,0.00,116.10,0.00,0.00,12.17,0.00,26.36,0.00,44.68,10.00,115.28,0.00,0.00
9.77,2.03,0.00,9.82,0.00,48.79,0.00,118.48,0.00,0.00,12.39,0.00,26.60,0.00,44.54,10.00,115.29,0.00,0.00
9.87,1.96,0.00,10.62,0.00,48.90,0.00,117.51,0.00,0.00,12.43,0.00,26.66,0.00,44.59,10.00,115.33,0.00,0.00
9.96,1.55,0.00,10.72,0.00,48.10,0.00,116.51,0.00,0.00,11.84,0.00,26.32,0.00,44.71,10.00,115.05,0.00,0.00
10.06,3.78,0.00,14.17,0.00,49.61,0.00,113.96,0.00,0.00,10.98,0.00,25.77,0.00,44.87,10.00,114.52,0.00,0.00
10.16,4.48,0.00,14.50,0.00,49.80,0.00,114.20,0.00,0.00,10.92,0.00,25.83,0.00,44.96,10.00,114.45,0.00,0.00
10.25,4.40,0.00,14.67,0.00,49.99,0.00,114.18,0.00,0.00,10.69,0.00,25.68,0.00,45.05,10.00,114.34,0.00,0.00
10.33,4.49,0.00,14.82,0.00,50.14,0.00,114.28,0.00,0.00,11.45,0.00,26.30,0.00,45.04,10.00,114.90,0.00,0.00
10.43,4.54,0.00,14.93,0.00,50.24,0.00,114.30,0.00,0.00,11.88,0.00,26.65,0.00,45.00,10.00,115.23,0.00,0.00
10.53,4.69,0.00,14.99,0.00,50.27,0.00,114.45,0.00,0.00,10.62,0.00,25.80,0.00,45.10,10.00,114.43,0.00,0.00
10.61,2.23,0.00,11.27,0.00,48.70,0.00,116.78,0.00,0.00,10.68,0.00,25.83,0.00,45.02,10.00,114.42,0.00,0.00
10.72,1.75,0.00,11.43,0.00,48.73,0.00,117.31,0.00,0.00,11.10,0.00,26.08,0.00,44.75,10.00,114.46,0.00,0.00
10.81,1.18,0.00,11.58,0.00,48.89,0.00,118.18,0.00,0.00,11.97,0.00,26.63,0.00,44.51,10.00,114.79,0.00,0.00
10.92,1.07,0.00,11.58,0.00,49.55,0.00,119.84,0.00,0.00,11.54,0.00,26.19,0.00,44.43,10.00,114.54,0.00,0.00
11.01,0.94,0.00,11.59,0.00,52.85,0.00,115.79,0.00,0.00,12.58,0.00,26.98,0.00,44.37,10.00,115.28,0.00,0.00
11.10,0.98,0.00,11.55,0.00,52.90,0.00,115.77,0.00,0.00,12.55,0.00,26.79,0.00,44.28,10.00,115.28,0.00,0.00
11.21,1.03,0.00,11.52,0.00,48.85,0.00,118.45,0.00,0.00,12.07,0.00,26.14,0.00,44.19,10.00,114.96,0.00,0.00
11.31,5.03,0.00,15.01,0.00,50.44,0.00,114.95,0.00,0.00,12.76,0.00,26.62,0.00,44.25,10.00,115.30,0.00,0.00
11.42,5.33,0.00,15.18,0.00,50.51,0.00,115.48,0.00,0.00,12.95,0.00,26.85,0.00,44.33,10.00,115.35,0.00,0.00
11.50,5.21,0.00,14.56,0.00,50.36,0.00,115.26,0.00,0.00,13.16,0.00,27.14,0.00,44.05,10.00,115.24,0.00,0.00
11.58,5.26,0.00,14.43,0.00,50.29,0.00,115.14,0.00,0.00,13.22,0.00,27.28,0.00,43.81,10.00,115.14,0.00,0.00
11.66,5.41,0.00,14.56,0.00,50.27,0.00,115.19,0.00,0.00,13.31,0.00,27.37,0.00,43.62,10.00,115.20,0.00,0.00
11.74,5.34,0.00,14.48,0.00,50.17,0.00,114.98,0.00,0.00,13.31,0.00,27.40,0.00,43.64,10.00,115.08,0.00,0.00
11.83,5.08,0.00,14.25,0.00,50.11,0.00,114.66,0.00,0.00,13.39,0.00,27.45,0.00,43.67,10.00,115.20,0.00,0.00
11.93,5.01,0.00,14.16,0.00,49.61,0.00,113.93,0.00,0.00,13.42,0.00,27.49,0.00,43.40,10.00,115.13,0.00,0.00
