Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.72,147.36,6.94,17.22,-1.15,21.30,23.00,0.00,0.00,0.00,0.00,0.00,0.00
0.84,116.90,3.85,6.42,14.27,21.88,23.93,0.00,0.00,94.26,0.00,0.00,0.00
0.96,-171.91,1.52,21.47,15.64,22.13,25.17,0.00,0.00,92.22,0.00,0.00,0.00
1.12,-152.35,0.86,22.34,18.58,22.18,25.05,0.00,0.00,91.53,0.00,0.00,0.00
1.24,-78.14,0.89,16.48,14.01,22.97,28.80,0.00,0.00,91.53,0.00,0.00,0.00
1.37,-30.47,10.19,19.08,11.68,20.25,24.65,0.00,0.00,87.98,0.00,0.00,0.00
1.46,-26.29,9.49,20.78,5.42,17.44,19.28,0.00,0.00,89.59,0.00,0.00,0.00
1.53,-16.95,10.60,20.57,-2.37,15.92,17.12,0.00,0.00,89.59,0.00,0.00,0.00
1.61,-20.69,9.08,22.27,-9.56,15.01,15.72,0.00,0.00,94.35,0.00,0.00,0.00
1.68,-17.23,7.70,17.59,-10.67,16.43,14.62,0.00,0.00,94.35,0.00,0.00,0.00
1.76,-12.21,8.02,17.13,-11.39,16.30,16.35,0.00,0.00,97.94,0.00,0.00,0.00
1.83,-1.09,9.18,21.39,-10.48,16.05,18.90,0.00,0.00,98.36,0.00,0.00,0.00
1.91,3.42,10.17,20.42,-7.19,14.80,19.01,0.00,0.00,98.36,0.00,0.00,0.00
1.99,5.98,10.21,19.23,-5.92,14.40,20.57,0.00,0.00,96.29,0.00,0.00,0.00
2.06,6.79,9.10,18.13,-6.19,14.33,22.38,0.00,0.00,95.80,0.00,0.00,0.00
2.14,4.76,7.53,18.44,-5.38,14.11,22.08,0.00,0.00,95.80,0.00,0.00,0.00
2.20,1.93,7.72,18.55,-2.30,12.61,20.06,0.00,0.00,95.29,0.00,0.00,0.00
2.28,1.54,8.28,18.34,-5.48,12.87,20.21,0.00,0.00,93.87,0.00,0.00,0.00
2.36,0.14,8.20,18.44,-6.55,12.14,19.92,0.00,0.00,93.87,0.00,0.00,0.00
2.43,0.74,8.67,18.15,-4.28,10.76,19.05,96.21,85.31,13.45,0.00,0.00,0.00
2.51,-0.30,8.71,18.15,-6.40,11.19,20.49,96.21,85.31,13.45,0.00,0.00,0.00
2.58,-2.93,8.55,18.65,-7.19,11.65,21.07,96.48,84.98,13.03,0.00,0.00,0.00
2.66,-6.24,8.39,19.57,-7.08,11.67,21.01,96.48,84.98,13.03,0.00,0.00,0.00
2.73,-8.58,8.22,18.67,-6.28,11.72,20.50,96.58,84.77,12.83,0.00,0.00,0.00
2.82,-8.78,8.25,18.55,-5.49,11.85,20.29,99.92,81.70,8.32,0.00,0.00,0.00
2.90,-8.57,8.26,19.36,-4.14,11.94,20.49,99.92,81.70,8.32,0.00,0.00,0.00
2.97,-8.02,8.24,19.11,-3.02,12.11,20.55,99.92,81.70,8.01,0.00,0.00,0.00
3.06,-7.68,8.24,19.27,-2.40,12.17,20.56,99.92,81.70,8.01,0.00,0.00,0.00
3.14,-6.67,8.18,19.21,-1.16,12.33,20.36,99.92,81.70,8.01,0.00,0.00,0.00
3.23,-5.87,8.19,19.02,-0.72,12.43,20.29,99.92,81.70,8.01,0.00,0.00,0.00
3.30,-4.90,8.13,18.78,-0.25,12.56,20.15,99.92,81.70,8.01,0.00,0.00,0.00
3.38,-4.94,8.02,18.64,0.10,12.64,20.05,99.92,81.70,8.01,0.00,0.00,0.00
3.46,-5.32,7.95,18.63,0.45,12.74,20.03,99.92,81.70,8.01,0.00,0.00,0.00
3.53,-4.74,7.99,18.49,0.83,12.81,20.05,99.92,81.70,8.01,0.00,0.00,0.00
3.60,-4.76,7.96,18.47,1.04,12.90,20.16,99.92,81.70,8.01,0.00,0.00,0.00
3.68,-5.34,7.85,18.65,1.29,12.93,20.18,99.92,81.70,8.01,0.00,0.00,0.00
3.76,-5.12,7.80,18.65,1.30,12.98,20.21,99.92,81.70,8.01,0.00,0.00,0.00
3.84,-4.85,7.79,18.57,1.53,12.99,20.04,99.92,81.70,8.01,0.00,0.00,0.00
