Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,36.89,2.31,17.99,-7.01,666.00,14.16,1.00,90.00,90.00,42.23,-177.69,16.35,-172.99,666.00,14.16,0.78,104.04,180.00
0.98,-0.94,0.92,32.95,-8.72,14.60,29.49,162.18,90.00,90.00,50.48,-179.09,-9.23,-171.27,-47.57,29.49,40.39,104.04,180.00
1.30,-20.91,-0.38,12.77,-6.93,-60.66,44.76,163.68,90.00,90.00,39.74,179.61,-21.96,-173.06,-29.39,44.76,37.78,104.04,-180.00
1.57,-40.82,1.70,-10.61,-6.16,-40.04,60.03,166.26,90.00,90.01,-38.15,-178.32,-18.32,-173.83,666.00,60.04,0.31,104.04,-180.00
1.75,-42.05,1.92,-13.37,-8.36,-49.66,75.37,166.96,90.00,90.02,-37.36,-178.12,-15.76,-171.63,666.00,75.39,0.29,104.04,180.00
1.97,-39.65,-0.25,-8.26,-7.97,-39.12,-89.38,168.53,90.00,90.04,-36.41,179.66,-17.35,-172.03,666.00,-89.34,0.29,104.03,180.00
2.13,47.41,0.74,-24.87,-6.01,-116.67,-74.15,164.33,90.00,90.09,46.12,-179.43,-27.42,-174.04,666.00,-74.06,20.23,104.03,180.00
2.30,33.85,2.50,-57.60,-7.51,-62.97,-58.91,57.52,90.00,90.17,37.82,-177.80,14.57,-172.67,-112.79,-58.75,40.98,104.03,-180.00
2.43,20.07,0.75,31.19,-8.91,75.42,-43.78,138.02,90.00,90.35,20.70,-179.74,23.01,-171.60,666.00,-43.43,20.58,104.03,180.00
2.56,9.06,0.13,25.04,-7.18,69.70,-28.85,132.87,90.00,90.70,11.35,179.46,20.12,-174.05,-71.26,-28.15,37.12,104.01,180.00
2.70,-0.42,2.36,23.53,-7.80,18.60,-14.22,44.27,89.98,91.39,2.13,-178.31,16.48,-174.94,666.00,-12.92,12.16,103.99,180.00
2.83,2.26,1.58,16.05,-11.42,4.01,-0.26,75.02,89.92,92.76,-0.42,-178.33,15.11,-174.24,666.00,2.40,11.21,103.93,-180.00
2.96,30.88,-1.66,-0.78,-13.18,-152.92,12.01,40.80,89.65,95.46,0.23,-178.68,16.66,-177.87,666.00,17.72,15.30,103.77,180.00
3.08,33.30,-3.38,0.23,-16.81,-159.12,21.45,37.45,88.23,100.64,1.09,-172.59,16.54,176.12,666.00,-147.13,18.78,103.28,-180.00
3.21,34.20,-9.10,3.19,-29.59,666.00,24.22,10.05,81.51,110.30,2.04,-159.87,16.76,171.24,666.00,-131.58,21.92,101.59,180.00
3.34,30.78,-20.60,5.40,-55.03,666.00,11.45,10.76,83.61,128.11,3.69,-136.61,14.78,163.08,666.00,-113.82,18.33,96.39,-180.00
3.47,20.45,70.80,13.07,-84.43,666.00,178.35,13.51,89.44,160.63,0.52,-102.54,9.51,144.64,666.00,-98.26,16.19,90.56,180.00
3.60,20.62,93.26,13.18,-107.04,666.00,173.74,14.49,90.00,179.55,6.98,-89.47,20.76,87.56,666.00,172.91,19.80,90.00,180.00
3.72,3.81,74.05,9.74,81.86,666.00,175.09,15.90,0.00,180.00,7.16,-106.27,15.91,98.16,666.00,175.14,17.26,90.00,-180.00
3.88,5.24,-84.09,9.56,83.32,666.00,-174.34,17.28,0.00,180.00,6.86,95.91,14.98,96.68,666.00,-174.34,18.00,0.00,0.00
4.01,5.13,-92.48,8.83,-93.81,666.00,-174.13,17.09,NaN,90.00,6.57,87.52,14.96,-86.19,666.00,-174.13,18.07,NaN,NaN
4.14,4.14,NaN,6.98,NaN,666.00,NaN,14.20,NaN,NaN,6.00,NaN,16.39,NaN,666.00,NaN,18.70,NaN,NaN
4.32,3.11,NaN,5.15,NaN,666.00,NaN,12.99,NaN,NaN,4.20,NaN,20.24,NaN,666.00,NaN,25.47,NaN,NaN
4.45,2.45,NaN,5.99,NaN,666.00,NaN,11.98,NaN,NaN,4.43,NaN,20.82,NaN,666.00,NaN,21.46,NaN,NaN
4.57,2.07,NaN,5.86,NaN,666.00,NaN,11.88,NaN,NaN,3.84,NaN,20.76,NaN,666.00,NaN,19.27,NaN,NaN
4.70,2.16,NaN,6.03,NaN,666.00,NaN,12.12,NaN,NaN,3.11,NaN,20.02,NaN,666.00,NaN,18.02,NaN,NaN
4.83,2.35,NaN,5.62,NaN,666.00,NaN,12.13,NaN,NaN,3.25,NaN,20.23,NaN,666.00,NaN,17.83,NaN,NaN
4.95,2.38,NaN,5.56,NaN,666.00,NaN,12.10,NaN,NaN,3.40,NaN,20.33,NaN,666.00,NaN,17.76,NaN,NaN
5.08,2.31,NaN,5.81,NaN,666.00,NaN,12.47,NaN,NaN,3.16,NaN,19.96,NaN,666.00,NaN,17.67,NaN,NaN
5.21,2.14,NaN,5.86,NaN,666.00,NaN,12.59,NaN,NaN,3.48,NaN,18.43,NaN,666.00,NaN,17.12,NaN,NaN
5.33,2.13,NaN,6.12,NaN,666.00,NaN,12.67,NaN,NaN,3.16,NaN,19.23,NaN,666.00,NaN,17.33,NaN,NaN
5.46,2.37,NaN,6.00,NaN,666.00,NaN,12.41,NaN,NaN,3.70,NaN,19.96,NaN,666.00,NaN,18.50,NaN,NaN
5.59,2.88,NaN,6.04,NaN,666.00,NaN,12.56,NaN,NaN,3.99,NaN,20.29,NaN,666.00,NaN,18.89,NaN,NaN
5.72,3.27,NaN,6.09,NaN,666.00,NaN,12.53,NaN,NaN,4.12,NaN,20.44,NaN,666.00,NaN,19.34,NaN,NaN
5.85,3.93,NaN,6.16,NaN,666.00,NaN,12.37,NaN,NaN,4.46,NaN,20.51,NaN,666.00,NaN,19.29,NaN,NaN
5.97,4.42,NaN,5.88,NaN,666.00,NaN,12.11,NaN,NaN,4.83,NaN,20.85,NaN,666.00,NaN,22.33,NaN,NaN
6.10,4.69,NaN,5.84,NaN,666.00,NaN,12.08,NaN,NaN,4.83,NaN,20.82,NaN,666.00,NaN,22.85,NaN,NaN
6.22,4.85,NaN,5.70,NaN,666.00,NaN,11.57,NaN,NaN,6.43,NaN,18.61,NaN,666.00,NaN,20.79,NaN,NaN
6.35,4.97,NaN,5.58,NaN,666.00,NaN,11.32,NaN,NaN,6.83,NaN,18.24,NaN,666.00,NaN,20.42,NaN,NaN
6.47,5.24,NaN,5.79,NaN,666.00,NaN,10.87,NaN,NaN,6.59,NaN,18.01,NaN,666.00,NaN,15.83,NaN,NaN
6.60,5.51,NaN,5.61,NaN,666.00,NaN,10.50,NaN,NaN,6.03,NaN,18.66,NaN,666.00,NaN,17.26,NaN,NaN
6.73,5.76,NaN,5.58,NaN,666.00,NaN,10.09,NaN,NaN,6.31,NaN,17.97,NaN,666.00,NaN,20.37,NaN,NaN
6.86,5.55,NaN,5.27,NaN,666.00,NaN,9.63,NaN,NaN,6.25,NaN,17.97,NaN,666.00,NaN,20.59,NaN,NaN
7.10,5.38,NaN,5.11,NaN,666.00,NaN,9.79,NaN,NaN,5.94,NaN,18.20,NaN,666.00,NaN,21.14,NaN,NaN
7.23,5.75,NaN,4.72,NaN,666.00,NaN,9.34,NaN,NaN,6.04,NaN,18.20,NaN,666.00,NaN,21.22,NaN,NaN
7.40,7.84,NaN,3.78,NaN,666.00,NaN,10.00,NaN,NaN,5.89,NaN,18.64,NaN,666.00,NaN,18.16,NaN,NaN
7.52,12.02,NaN,3.63,NaN,666.00,NaN,11.72,NaN,NaN,6.83,NaN,18.27,NaN,666.00,NaN,21.81,NaN,NaN
7.65,16.01,NaN,4.13,NaN,666.00,NaN,11.41,NaN,NaN,7.05,NaN,18.21,NaN,666.00,NaN,18.03,NaN,NaN
7.80,21.89,NaN,5.40,NaN,666.00,NaN,9.49,NaN,NaN,7.21,NaN,18.64,NaN,666.00,NaN,18.09,NaN,NaN
7.93,25.13,NaN,5.69,NaN,666.00,NaN,8.68,NaN,NaN,7.08,NaN,18.50,NaN,666.00,NaN,17.96,NaN,NaN
8.07,26.46,NaN,5.97,NaN,666.00,NaN,9.59,NaN,NaN,6.87,NaN,18.47,NaN,666.00,NaN,18.07,NaN,NaN
8.19,27.14,NaN,6.37,NaN,666.00,NaN,9.68,NaN,NaN,6.83,NaN,18.33,NaN,666.00,NaN,17.16,NaN,NaN
8.32,27.77,NaN,6.20,NaN,666.00,NaN,9.68,NaN,NaN,6.78,NaN,18.29,NaN,666.00,NaN,18.13,NaN,NaN
8.48,28.42,NaN,5.96,NaN,666.00,NaN,10.10,NaN,NaN,6.60,NaN,18.29,NaN,666.00,NaN,18.20,NaN,NaN
8.61,28.60,NaN,5.83,NaN,666.00,NaN,10.32,NaN,NaN,6.43,NaN,18.61,NaN,666.00,NaN,18.56,NaN,NaN
8.73,28.68,NaN,6.03,NaN,666.00,NaN,10.42,NaN,NaN,6.42,NaN,18.50,NaN,666.00,NaN,18.16,NaN,NaN
8.86,29.75,NaN,5.95,NaN,666.00,NaN,13.25,NaN,NaN,6.27,NaN,18.50,NaN,666.00,NaN,18.15,NaN,NaN
8.99,32.16,NaN,5.95,NaN,666.00,NaN,18.40,NaN,NaN,6.24,NaN,18.65,NaN,666.00,NaN,20.83,NaN,NaN
9.11,40.27,NaN,11.00,NaN,666.00,NaN,18.32,NaN,NaN,6.62,NaN,18.66,NaN,666.00,NaN,19.06,NaN,NaN
9.26,61.64,NaN,30.20,NaN,666.00,NaN,14.15,NaN,NaN,6.63,NaN,17.56,NaN,666.00,NaN,19.13,NaN,NaN
9.40,78.98,NaN,57.05,NaN,666.00,NaN,10.38,NaN,NaN,7.32,NaN,17.80,NaN,666.00,NaN,19.85,NaN,NaN
9.53,87.46,NaN,81.74,NaN,666.00,NaN,14.67,NaN,NaN,7.03,NaN,17.54,NaN,666.00,NaN,20.38,NaN,NaN
9.67,97.77,NaN,110.15,NaN,666.00,NaN,19.87,NaN,NaN,6.89,NaN,17.20,NaN,666.00,NaN,21.17,NaN,NaN
9.80,116.36,NaN,137.39,NaN,666.00,NaN,14.50,NaN,NaN,7.66,NaN,18.38,NaN,666.00,NaN,21.71,NaN,NaN
9.93,131.09,NaN,150.09,NaN,666.00,NaN,13.58,NaN,NaN,7.76,NaN,18.33,NaN,666.00,NaN,20.96,NaN,NaN
10.14,148.32,NaN,166.80,NaN,666.00,NaN,9.65,NaN,NaN,7.20,NaN,16.03,NaN,666.00,NaN,19.53,NaN,NaN
10.31,157.99,NaN,169.89,NaN,666.00,NaN,11.43,NaN,NaN,7.82,NaN,15.18,NaN,666.00,NaN,17.87,NaN,NaN
10.44,162.39,NaN,171.51,NaN,666.00,NaN,12.24,NaN,NaN,8.28,NaN,16.57,NaN,666.00,NaN,18.28,NaN,NaN
10.60,165.95,NaN,173.06,NaN,666.00,NaN,11.00,NaN,NaN,9.16,NaN,17.47,NaN,666.00,NaN,17.67,NaN,NaN
10.74,166.91,NaN,174.44,NaN,666.00,NaN,10.46,NaN,NaN,7.76,NaN,19.75,NaN,666.00,NaN,19.97,NaN,NaN
10.87,167.04,NaN,173.64,NaN,666.00,NaN,11.07,NaN,NaN,8.22,NaN,19.17,NaN,666.00,NaN,18.80,NaN,NaN
10.99,168.00,NaN,170.61,NaN,666.00,NaN,11.85,NaN,NaN,8.59,NaN,18.78,NaN,666.00,NaN,17.85,NaN,NaN
11.15,170.07,NaN,166.93,NaN,666.00,NaN,11.01,NaN,NaN,8.62,NaN,18.24,NaN,666.00,NaN,17.45,NaN,NaN
11.28,172.62,NaN,163.59,NaN,666.00,NaN,10.95,NaN,NaN,8.71,NaN,17.96,NaN,666.00,NaN,17.12,NaN,NaN
11.41,177.04,NaN,159.57,NaN,666.00,NaN,9.74,NaN,NaN,8.98,NaN,18.52,NaN,666.00,NaN,17.44,NaN,NaN
11.54,178.33,NaN,153.79,NaN,666.00,NaN,6.24,NaN,NaN,9.35,NaN,18.60,NaN,666.00,NaN,20.59,NaN,NaN
11.67,171.86,NaN,145.51,NaN,666.00,NaN,4.27,NaN,NaN,9.35,NaN,18.86,NaN,666.00,NaN,19.64,NaN,NaN
11.84,-163.05,NaN,133.00,NaN,666.00,NaN,4.26,NaN,NaN,9.50,NaN,18.78,NaN,666.00,NaN,20.57,NaN,NaN
11.97,-160.46,NaN,118.66,NaN,666.00,NaN,3.28,NaN,NaN,5.24,NaN,18.62,NaN,666.00,NaN,20.96,NaN,NaN
12.10,-153.38,NaN,109.12,NaN,666.00,NaN,2.68,NaN,NaN,4.52,NaN,18.05,NaN,666.00,NaN,19.65,NaN,NaN
12.23,-144.43,NaN,104.63,NaN,666.00,NaN,4.60,NaN,NaN,4.09,NaN,18.15,NaN,666.00,NaN,20.83,NaN,NaN
