Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.37,-37.43,32.99,53.31,-7.03,10.86,18.50,0.00,0.00,0.00,0.00,0.00,0.00
0.54,-37.05,34.38,54.42,-5.28,10.12,20.72,75.66,109.03,61.31,0.00,0.00,0.00
0.72,-41.53,33.06,53.82,-4.52,10.56,19.47,75.66,109.03,61.31,0.00,0.00,95.14
0.83,-41.35,33.06,53.64,-3.02,9.76,18.79,75.66,109.03,61.31,0.00,0.00,95.14
0.93,-39.96,33.14,53.83,-0.01,9.42,18.85,76.63,108.11,62.18,0.00,0.00,95.14
1.02,-40.15,32.91,54.04,2.58,9.19,19.28,75.96,107.99,62.33,0.00,0.00,95.14
1.09,-41.36,32.86,54.93,3.10,9.12,19.37,75.91,108.08,62.24,0.00,0.00,95.14
1.17,-42.66,32.41,55.09,2.19,9.22,19.12,75.91,108.08,62.24,0.00,0.00,95.14
1.25,-43.49,31.92,54.50,1.08,9.66,19.12,75.91,108.08,62.24,0.00,0.00,95.14
1.36,-43.89,31.44,54.67,-0.79,10.67,20.01,75.91,108.08,62.24,0.00,0.00,95.14
1.43,-44.40,30.55,54.36,-1.58,11.92,21.62,75.91,108.08,62.24,0.00,0.00,95.14
1.52,-44.57,30.30,55.62,0.37,12.55,21.88,75.91,108.08,62.24,0.00,0.00,95.14
1.60,-44.29,30.51,57.98,1.78,14.00,23.62,75.91,108.08,88.29,0.00,0.00,95.14
1.69,-49.79,28.27,58.97,1.22,16.15,25.93,76.30,108.67,88.39,0.00,0.00,95.14
1.79,-56.50,24.89,60.18,0.86,16.17,24.67,76.30,108.67,88.39,0.00,0.00,95.14
1.86,-62.50,22.77,52.41,0.89,16.34,23.72,76.30,108.67,88.39,0.00,0.00,95.14
1.95,-64.87,16.27,38.01,1.23,16.46,23.97,76.30,108.67,88.39,0.00,0.00,95.14
2.04,-51.92,8.70,21.02,2.88,17.36,23.51,76.30,108.67,88.39,0.00,0.00,95.14
2.15,-65.33,5.79,20.74,3.88,18.71,24.60,76.30,108.67,88.39,0.00,0.00,95.14
2.21,-98.02,4.54,27.67,5.85,20.23,25.57,76.30,108.67,88.39,0.00,0.00,95.14
