Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.15,9.30,0.00,12.83,0.00,0.00,0.00,39.00,0.00,0.00,14.92,0.00,26.40,0.00,47.22,10.00,85.17,0.00,0.00
0.28,12.12,0.00,12.73,0.00,0.00,0.00,39.47,0.00,0.00,20.20,0.00,27.98,0.00,70.71,10.00,152.25,0.00,0.00
0.40,11.77,0.00,11.83,0.00,0.00,0.00,44.38,0.00,0.00,22.87,0.00,39.15,0.00,71.74,10.00,139.80,0.00,0.00
0.51,21.04,0.00,21.38,0.00,0.00,0.00,55.84,0.00,0.00,28.59,0.00,34.22,0.00,0.00,10.00,27.03,0.00,0.00
0.63,21.94,0.00,22.09,0.00,0.00,0.00,53.62,0.00,0.00,33.74,0.00,35.88,0.00,22.83,10.00,94.68,0.00,0.00
0.73,19.70,0.00,20.22,0.00,0.00,0.00,54.61,0.00,0.00,26.03,0.00,27.83,0.00,23.03,10.00,78.87,0.00,0.00
0.84,18.72,0.00,19.26,0.00,0.00,0.00,59.36,0.00,0.00,33.28,0.00,47.04,0.00,69.73,10.00,77.62,0.00,0.00
0.93,17.14,0.00,17.25,0.00,0.00,0.00,52.82,0.00,0.00,28.69,0.00,40.51,0.00,83.49,10.00,73.17,0.00,0.00
1.04,18.82,0.00,19.38,0.00,38.45,0.00,62.55,0.00,0.00,25.59,0.00,34.40,0.00,88.03,10.00,66.15,0.00,0.00
1.16,11.10,0.00,11.31,0.00,0.00,0.00,52.45,0.00,0.00,23.11,0.00,31.08,0.00,62.88,10.00,130.65,0.00,0.00
1.24,5.84,0.00,6.45,0.00,0.00,0.00,43.11,0.00,0.00,26.34,0.00,34.05,0.00,97.16,10.00,161.52,0.00,0.00
1.32,4.76,0.00,5.93,0.00,0.00,0.00,38.55,0.00,0.00,22.62,0.00,22.83,0.00,78.69,10.00,136.49,0.00,0.00
1.41,4.10,0.00,5.45,0.00,0.00,0.00,37.19,0.00,0.00,21.62,0.00,23.76,0.00,49.93,10.00,139.43,0.00,0.00
1.50,6.11,0.00,7.57,0.00,0.00,0.00,37.00,0.00,0.00,22.82,0.00,24.81,0.00,50.19,10.00,140.10,0.00,0.00
1.62,6.72,0.00,8.36,0.00,0.00,0.00,32.34,0.00,0.00,21.41,0.00,23.77,0.00,49.40,10.00,139.30,0.00,0.00
1.74,6.98,0.00,8.10,0.00,0.00,0.00,36.71,0.00,0.00,24.06,0.00,25.12,0.00,52.04,10.00,141.88,0.00,0.00
1.81,21.09,0.00,22.63,0.00,0.00,0.00,55.51,0.00,0.00,25.59,0.00,26.22,0.00,65.03,10.00,153.01,0.00,0.00
1.90,3.81,0.00,3.83,0.00,0.00,0.00,30.09,0.00,0.00,26.36,0.00,27.50,0.00,62.11,10.00,150.64,0.00,0.00
2.02,22.20,0.00,24.04,0.00,0.00,0.00,58.37,0.00,0.00,4.89,0.00,5.42,0.00,39.87,10.00,129.86,0.00,0.00
2.10,24.56,0.00,25.76,0.00,30.46,0.00,67.94,0.00,0.00,28.19,0.00,29.67,0.00,61.82,10.00,148.43,0.00,0.00
2.19,27.36,0.00,28.96,0.00,32.74,0.00,68.82,0.00,0.00,28.24,0.00,29.94,0.00,64.48,10.00,148.32,0.00,0.00
2.27,30.93,0.00,33.22,0.00,27.33,0.00,79.88,0.00,0.00,29.08,0.00,31.98,0.00,73.38,10.00,142.01,0.00,0.00
2.37,32.15,0.00,35.23,0.00,0.00,0.00,27.10,0.00,0.00,30.75,0.00,34.10,0.00,54.71,10.00,141.79,0.00,0.00
2.49,30.26,0.00,34.80,0.00,32.62,0.00,79.77,0.00,0.00,29.19,0.00,32.98,0.00,56.52,10.00,143.43,0.00,0.00
2.64,29.30,0.00,35.70,0.00,35.06,0.00,79.60,0.00,0.00,29.33,0.00,33.73,0.00,58.85,10.00,147.23,0.00,0.00
2.73,17.52,0.00,23.16,0.00,0.00,0.00,40.40,0.00,0.00,34.02,0.00,38.39,0.00,30.23,10.00,64.04,0.00,0.00
2.81,14.07,0.00,20.41,0.00,0.00,0.00,9.08,0.00,0.00,34.83,0.00,38.80,0.00,28.46,10.00,66.24,0.00,0.00
2.89,11.17,0.00,18.16,0.00,0.00,0.00,12.75,0.00,0.00,34.79,0.00,38.68,0.00,28.06,10.00,66.91,0.00,0.00
2.98,8.63,0.00,15.55,0.00,0.00,0.00,19.47,0.00,0.00,28.56,0.00,33.06,0.00,0.00,10.00,58.78,0.00,0.00
3.07,1.94,0.00,10.11,0.00,0.00,0.00,54.93,0.00,0.00,26.13,0.00,30.58,0.00,0.00,10.00,54.64,0.00,0.00
3.15,1.72,0.00,8.15,0.00,0.00,0.00,56.56,0.00,0.00,8.79,0.00,13.26,0.00,0.00,10.00,28.83,0.00,0.00
3.25,4.72,0.00,7.07,0.00,0.00,0.00,59.58,0.00,0.00,8.97,0.00,13.96,0.00,0.00,10.00,29.11,0.00,0.00
