Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.11,87.14,10.52,18.96,76.96,20.55,15.49,0.00,0.00,0.00,0.00,0.00,0.00
0.22,88.70,10.92,30.07,75.88,20.12,8.49,0.00,0.00,0.00,0.00,0.00,0.00
0.30,86.80,9.67,24.01,76.41,21.80,13.58,0.00,0.00,0.00,0.00,0.00,0.00
0.40,83.73,10.14,13.95,81.56,19.47,10.23,0.00,0.00,0.00,0.00,0.00,0.00
0.53,81.55,12.42,12.90,80.04,22.01,11.94,0.00,0.00,0.00,0.00,0.00,0.00
0.63,78.00,15.51,14.66,68.92,38.67,18.02,0.00,0.00,0.00,0.00,0.00,0.00
0.69,85.21,14.45,32.89,67.38,35.13,18.68,0.00,0.00,0.00,0.00,0.00,0.00
0.77,90.65,16.40,27.85,107.73,46.85,28.23,0.00,0.00,0.00,0.00,0.00,0.00
0.90,105.30,24.26,27.88,80.87,36.92,25.20,0.00,0.00,0.00,0.00,0.00,0.00
1.01,94.40,22.87,45.91,75.77,24.86,34.85,0.00,0.00,0.00,0.00,0.00,0.00
1.09,93.18,22.18,24.67,83.85,27.13,34.83,0.00,0.00,0.00,0.00,0.00,0.00
1.19,79.14,10.24,23.82,88.71,25.37,37.24,0.00,0.00,0.00,0.00,0.00,0.00
1.29,82.92,8.69,21.36,92.37,20.95,28.17,0.00,0.00,0.00,0.00,0.00,0.00
1.36,84.90,9.13,20.22,93.67,18.53,26.93,0.00,0.00,0.00,0.00,0.00,0.00
1.43,85.53,11.19,21.15,94.34,17.20,26.14,0.00,0.00,0.00,0.00,0.00,0.00
1.53,86.26,11.59,20.27,95.07,14.78,24.98,0.00,0.00,0.00,0.00,0.00,0.00
1.61,86.49,10.91,19.40,95.50,14.48,23.24,0.00,0.00,0.00,0.00,0.00,0.00
1.69,86.85,10.51,19.75,94.53,14.69,23.47,0.00,0.00,0.00,0.00,0.00,0.00
1.76,86.93,10.87,21.04,93.30,15.25,25.72,0.00,0.00,0.00,0.00,0.00,0.00
1.83,87.53,10.21,20.03,92.29,15.20,23.67,0.00,0.00,0.00,0.00,0.00,0.00
1.92,88.28,9.36,17.88,92.37,15.32,25.60,0.00,0.00,0.00,0.00,0.00,0.00
1.99,90.03,8.12,17.29,90.90,17.56,24.64,0.00,0.00,0.00,0.00,0.00,0.00
2.07,90.96,8.16,19.49,91.56,17.30,22.78,0.00,0.00,0.00,0.00,0.00,0.00
2.15,90.44,7.95,20.44,92.38,16.25,25.66,0.00,0.00,0.00,0.00,0.00,0.00
2.23,89.00,9.63,21.23,93.78,16.62,27.23,0.00,0.00,0.00,0.00,0.00,0.00
2.34,89.83,11.61,25.56,94.59,16.53,25.85,0.00,0.00,0.00,0.00,0.00,0.00
2.41,90.56,11.72,25.34,94.37,17.32,23.95,0.00,0.00,0.00,0.00,0.00,0.00
2.51,89.81,11.34,23.78,94.18,17.24,22.11,0.00,0.00,0.00,0.00,0.00,0.00
2.57,89.60,10.47,21.89,92.56,19.01,21.84,0.00,0.00,0.00,0.00,0.00,0.00
2.67,89.94,9.79,21.12,91.87,19.11,23.56,0.00,0.00,0.00,0.00,0.00,0.00
2.74,90.00,9.66,20.97,91.45,19.15,23.60,0.00,0.00,0.00,0.00,0.00,0.00
2.84,89.50,10.18,21.20,91.67,18.89,23.01,0.00,0.00,0.00,0.00,0.00,0.00
2.93,88.64,11.23,20.28,91.87,18.31,21.90,0.00,0.00,0.00,0.00,0.00,0.00
3.01,88.63,11.11,21.06,91.50,18.69,22.94,0.00,0.00,0.00,0.00,0.00,0.00
3.08,89.13,10.53,20.77,91.28,18.93,20.70,0.00,0.00,0.00,0.00,0.00,0.00
