Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.14,2.43,0.00,6.28,0.00,68.40,0.00,22.51,5.80,-72.01,7.67,0.00,13.86,0.00,63.45,10.00,26.81,0.00,0.00
0.27,2.27,0.00,6.10,0.00,68.63,0.00,22.31,5.80,-72.01,7.71,0.00,13.93,0.00,63.48,10.00,26.79,0.00,0.00
0.39,2.18,0.00,6.06,0.00,68.52,0.00,22.39,5.80,-72.01,7.82,0.00,13.98,0.00,63.42,10.00,26.83,0.00,0.00
0.50,2.20,0.00,6.09,0.00,68.48,0.00,22.43,5.80,-72.01,7.88,0.00,14.07,0.00,63.47,10.00,26.80,0.00,0.00
0.64,2.18,0.00,6.07,0.00,68.61,0.00,22.34,5.80,-72.01,7.94,0.00,14.14,0.00,63.43,10.00,26.84,0.00,0.00
0.74,2.17,91.69,6.10,-150.34,68.68,20.46,22.21,15.56,-7.74,7.98,0.00,14.10,0.00,63.44,10.00,26.82,0.00,0.00
0.84,2.19,91.69,6.24,-150.34,68.72,20.46,22.09,15.56,-7.74,7.93,0.00,14.03,0.00,63.49,10.00,26.78,0.00,0.00
0.94,2.15,91.69,6.27,-150.34,68.88,20.46,21.95,12.75,-21.01,7.82,0.00,13.86,0.00,63.48,10.00,26.79,0.00,0.00
1.04,1.99,91.52,6.19,-125.73,68.88,19.62,21.96,11.54,-21.71,7.71,0.00,13.74,0.00,63.43,10.00,26.85,0.00,0.00
1.14,1.88,91.52,6.14,-125.73,68.82,19.62,22.08,11.54,-21.71,7.68,0.00,13.69,0.00,63.48,10.00,26.80,0.00,0.00
1.25,1.80,91.52,6.15,-125.73,68.69,19.62,22.25,11.54,-21.71,7.70,0.00,13.61,0.00,63.56,10.00,26.71,0.00,0.00
1.39,1.88,18.95,6.31,-1.11,68.74,1.47,22.23,11.54,-21.71,7.58,-79.05,13.47,86.40,63.72,16.22,26.58,0.00,0.00
1.51,1.91,18.95,6.39,-1.11,68.96,1.47,22.02,11.54,-21.71,7.44,6.24,13.25,11.98,64.26,24.82,26.07,71.78,-83.39
1.64,1.91,18.95,6.39,-1.11,69.11,1.47,21.97,13.06,-15.23,7.30,6.24,13.17,11.98,65.00,24.82,25.34,71.78,-83.39
1.74,1.97,18.95,6.31,-1.11,69.26,1.47,21.91,13.06,-15.23,7.35,6.24,13.26,11.98,65.50,24.82,24.79,71.78,-83.39
1.86,2.02,18.95,6.26,-1.11,69.46,1.47,21.72,12.58,-12.19,7.32,6.24,13.27,11.98,65.57,24.82,24.69,71.78,-83.39
1.96,2.33,18.95,6.38,-1.11,69.87,1.47,21.32,12.58,-12.19,7.18,6.24,13.19,11.98,65.78,24.82,24.45,71.78,-83.39
2.05,2.81,18.42,6.71,-0.95,70.47,3.42,20.74,12.58,-12.19,7.19,6.09,13.23,12.27,65.98,26.80,24.23,71.78,-83.39
2.15,3.26,18.42,7.03,-0.95,70.72,3.42,20.53,12.58,-12.19,7.18,6.09,13.33,12.27,66.22,26.80,24.02,71.78,-83.39
2.25,3.78,18.42,7.40,-0.95,70.23,3.42,21.12,12.58,-12.19,7.30,6.09,13.36,12.27,66.31,26.80,23.95,71.78,-83.39
2.35,5.18,18.42,8.45,-0.95,68.52,3.42,22.85,11.12,-14.89,7.41,6.09,13.31,12.27,66.41,26.80,23.90,71.78,-83.39
2.44,5.12,18.42,8.54,-0.95,68.50,3.42,22.98,11.12,-14.89,7.93,6.09,13.37,12.27,66.29,26.80,24.04,71.78,-83.39
2.54,5.29,18.42,8.80,-0.95,68.40,3.42,23.15,11.12,-14.89,8.26,6.09,13.33,12.27,66.32,26.80,24.00,71.78,-83.39
2.64,5.42,18.42,8.94,-0.95,68.33,3.42,23.30,11.60,-13.38,8.33,6.09,13.31,12.27,66.47,26.80,23.86,71.78,-83.39
2.74,5.06,18.42,8.68,-0.95,68.60,3.42,23.12,11.60,-13.38,8.17,6.09,13.31,12.27,66.62,26.80,23.75,71.78,-83.39
2.82,4.58,18.42,8.43,-0.95,68.59,3.42,23.12,11.60,-13.38,8.14,6.09,13.30,12.27,66.24,26.80,24.13,71.78,-83.39
2.92,4.08,18.79,8.14,-0.89,68.49,4.46,23.17,11.60,-13.38,8.17,6.67,13.29,12.44,66.13,27.86,24.28,71.78,-83.39
3.02,3.83,19.14,7.99,-1.87,68.55,3.77,23.11,11.18,-13.90,8.17,6.67,13.28,12.44,66.07,27.86,24.37,71.78,-83.39
3.11,3.85,19.14,8.08,-1.87,68.50,3.77,23.20,11.18,-13.90,8.17,6.67,13.26,12.44,65.99,27.86,24.48,71.78,-83.39
3.21,3.74,19.44,8.07,-1.79,68.66,3.40,23.10,11.18,-13.90,8.06,6.91,13.20,12.29,66.21,27.51,24.30,71.78,-83.39
3.30,3.73,19.44,8.05,-1.79,68.66,3.40,23.11,11.18,-13.90,7.99,6.91,13.03,12.29,66.28,27.51,24.22,71.78,-83.39
3.40,3.63,19.44,8.00,-1.79,68.87,3.40,22.94,11.18,-13.90,7.87,6.91,12.89,12.29,66.36,27.51,24.14,71.78,-83.39
3.49,3.64,19.45,8.03,-2.06,68.99,3.21,22.84,11.18,-13.90,7.88,6.87,12.87,12.50,66.35,27.26,24.15,71.78,-83.39
3.62,3.59,19.45,8.02,-2.06,69.10,3.21,22.74,11.18,-13.90,8.02,6.87,12.99,12.50,66.17,27.26,24.34,71.78,-83.39
