Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.36,2.87,0.00,5.42,0.00,0.00,0.00,3.89,0.00,0.00,8.24,0.00,30.84,0.00,0.00,10.00,39.87,0.00,0.00
1.47,8.21,0.00,12.37,0.00,0.00,0.00,16.17,0.00,0.00,16.89,0.00,18.85,0.00,0.00,10.00,22.31,0.00,0.00
1.58,7.94,0.00,11.93,0.00,0.00,0.00,16.08,0.00,0.00,17.05,0.00,19.05,0.00,0.00,10.00,22.11,0.00,0.00
1.67,8.63,0.00,12.89,0.00,0.00,0.00,17.15,0.00,0.00,17.28,0.00,19.50,0.00,0.00,10.00,22.49,0.00,0.00
1.80,8.18,0.00,12.49,0.00,0.00,0.00,16.89,0.00,0.00,17.45,0.00,19.70,0.00,0.00,10.00,22.66,0.00,0.00
1.90,7.26,0.00,11.45,0.00,0.00,0.00,16.42,0.00,0.00,17.53,0.00,19.71,0.00,0.00,10.00,22.84,0.00,0.00
1.99,6.92,0.00,10.76,0.00,0.00,0.00,16.13,0.00,0.00,17.46,0.00,19.64,0.00,0.00,10.00,22.74,0.00,0.00
2.09,7.10,0.00,10.61,0.00,0.00,0.00,15.92,0.00,0.00,17.44,0.00,19.64,0.00,0.00,10.00,23.11,0.00,0.00
2.19,7.35,0.00,10.75,0.00,0.00,0.00,15.98,0.00,0.00,17.44,0.00,19.67,0.00,0.00,10.00,22.87,0.00,0.00
2.28,7.31,0.00,10.70,0.00,0.00,0.00,15.96,0.00,0.00,17.41,0.00,19.66,0.00,0.00,10.00,23.32,0.00,0.00
2.37,7.30,0.00,10.68,0.00,0.00,0.00,16.17,0.00,0.00,17.37,0.00,19.64,0.00,0.00,10.00,23.46,0.00,0.00
2.49,7.20,0.00,10.59,0.00,0.00,0.00,16.33,0.00,0.00,17.35,0.00,19.61,0.00,0.00,10.00,23.11,0.00,0.00
2.57,7.13,0.00,10.52,0.00,0.00,0.00,16.63,0.00,0.00,17.31,0.00,19.59,0.00,0.00,10.00,23.07,0.00,0.00
2.65,7.06,0.00,10.41,0.00,0.00,0.00,16.63,0.00,0.00,17.25,0.00,19.56,0.00,0.00,10.00,23.05,0.00,0.00
2.74,7.02,0.00,10.38,0.00,0.00,0.00,16.67,0.00,0.00,17.21,0.00,19.54,0.00,0.00,10.00,23.29,0.00,0.00
2.84,7.05,0.00,10.39,0.00,0.00,0.00,16.82,0.00,0.00,17.15,0.00,19.51,0.00,0.00,10.00,23.22,0.00,0.00
2.95,7.05,0.00,10.40,0.00,0.00,0.00,16.96,0.00,0.00,17.12,0.00,19.50,0.00,0.00,10.00,23.11,0.00,0.00
3.04,7.06,0.00,10.41,0.00,0.00,0.00,17.01,0.00,0.00,17.12,0.00,19.53,0.00,0.00,10.00,23.01,0.00,0.00
3.12,7.08,0.00,10.41,0.00,0.00,0.00,17.11,0.00,0.00,17.10,0.00,19.52,0.00,0.00,10.00,22.91,0.00,0.00
3.25,7.03,0.00,10.38,0.00,0.00,0.00,17.08,0.00,0.00,17.06,0.00,19.49,0.00,0.00,10.00,22.72,0.00,0.00
3.34,7.00,0.00,10.36,0.00,0.00,0.00,17.11,0.00,0.00,17.06,0.00,19.49,0.00,0.00,10.00,22.73,0.00,0.00
3.43,6.99,0.00,10.36,0.00,0.00,0.00,17.02,0.00,0.00,17.03,0.00,19.46,0.00,0.00,10.00,22.58,0.00,0.00
3.53,7.07,0.00,10.43,0.00,0.00,0.00,17.06,0.00,0.00,16.95,0.00,19.40,0.00,0.00,10.00,22.63,0.00,0.00
3.64,7.06,0.00,10.43,0.00,0.00,0.00,16.49,0.00,0.00,16.92,0.00,19.38,0.00,0.00,10.00,23.08,0.00,0.00
3.73,7.13,0.00,10.53,0.00,0.00,0.00,16.46,0.00,0.00,16.88,0.00,19.34,0.00,0.00,10.00,22.74,0.00,0.00
3.82,7.20,0.00,10.60,0.00,0.00,0.00,16.32,0.00,0.00,16.83,0.00,19.30,0.00,0.00,10.00,22.63,0.00,0.00
3.92,7.20,0.00,10.63,0.00,0.00,0.00,16.23,0.00,0.00,16.81,0.00,19.28,0.00,0.00,10.00,22.56,0.00,0.00
4.04,7.24,0.00,10.68,0.00,0.00,0.00,16.24,0.00,0.00,16.78,0.00,19.25,0.00,0.00,10.00,22.53,0.00,0.00
4.12,7.34,0.00,10.79,0.00,0.00,0.00,16.34,0.00,0.00,16.74,0.00,19.22,0.00,0.00,10.00,23.05,0.00,0.00
4.21,7.34,0.00,10.80,0.00,0.00,0.00,16.33,0.00,0.00,16.70,0.00,19.19,0.00,0.00,10.00,22.92,0.00,0.00
4.30,7.36,0.00,10.79,0.00,0.00,0.00,16.00,0.00,0.00,16.64,0.00,19.16,0.00,0.00,10.00,22.77,0.00,0.00
4.38,7.35,0.00,10.73,0.00,0.00,0.00,15.92,0.00,0.00,16.59,0.00,19.12,0.00,0.00,10.00,22.67,0.00,0.00
4.47,7.29,0.00,10.67,0.00,0.00,0.00,15.89,0.00,0.00,16.58,0.00,19.13,0.00,0.00,10.00,22.70,0.00,0.00
4.56,7.26,0.00,10.62,0.00,0.00,0.00,15.87,0.00,0.00,16.57,0.00,19.14,0.00,0.00,10.00,22.62,0.00,0.00
4.65,7.21,0.00,10.55,0.00,0.00,0.00,15.84,0.00,0.00,16.61,0.00,19.21,0.00,0.00,10.00,22.60,0.00,0.00
4.73,7.22,0.00,10.58,0.00,0.00,0.00,16.00,0.00,0.00,16.61,0.00,19.25,0.00,0.00,10.00,22.53,0.00,0.00
4.81,7.25,0.00,10.61,0.00,0.00,0.00,16.02,0.00,0.00,16.62,0.00,19.31,0.00,0.00,10.00,22.49,0.00,0.00
4.90,7.19,0.00,10.56,0.00,0.00,0.00,15.99,0.00,0.00,16.60,0.00,19.33,0.00,0.00,10.00,22.43,0.00,0.00
5.03,7.09,0.00,10.47,0.00,0.00,0.00,15.84,0.00,0.00,16.62,0.00,19.41,0.00,0.00,10.00,22.50,0.00,0.00
5.12,7.03,0.00,10.43,0.00,0.00,0.00,15.89,0.00,0.00,16.61,0.00,19.49,0.00,0.00,10.00,22.48,0.00,0.00
