Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,-12.22,-85.50,15.09,-83.72,-6.01,98.30,136.70,90.00,180.00,-13.92,-85.50,18.96,83.72,34.83,81.70,44.51,0.00,-90.00
0.23,-11.86,-85.50,15.37,-83.72,-33.14,98.30,146.61,90.00,180.00,-14.30,-85.50,18.99,83.72,35.07,81.70,44.30,0.00,-90.00
0.46,-11.02,-85.50,15.41,-83.72,-30.57,98.30,144.93,90.00,180.00,-14.57,-85.50,18.95,83.72,34.95,81.70,44.41,0.00,-90.00
0.61,-10.68,-85.50,15.27,-83.72,-1.23,98.30,139.64,90.00,180.00,-14.56,-85.50,18.80,83.72,34.58,81.70,44.45,0.00,-90.00
0.75,-10.26,-85.50,15.12,-83.72,-29.00,98.30,143.42,90.00,180.00,-14.66,-85.50,18.79,83.72,34.19,81.70,44.45,0.00,-90.00
0.88,-9.76,-85.50,15.25,-83.72,-29.48,98.30,144.42,90.00,180.00,-14.56,-85.50,18.57,83.72,33.91,81.70,44.66,0.00,-90.00
1.01,-9.58,-85.50,15.20,-83.72,-26.14,98.30,142.43,90.00,180.00,-14.60,-85.50,18.38,83.72,33.76,81.70,44.51,0.00,-90.00
1.14,-9.19,-85.50,15.21,-83.72,0.16,98.30,137.94,90.00,180.00,-14.45,-85.50,18.25,83.72,33.69,81.70,44.50,0.00,-90.00
1.27,-9.22,-85.50,15.26,-83.72,-30.06,98.30,147.19,90.00,180.00,-14.41,-85.50,18.07,83.72,33.34,81.70,44.68,0.00,-90.00
1.40,-9.11,-85.50,15.19,-83.72,-29.53,98.30,145.86,90.00,180.00,-14.18,-85.50,18.10,83.72,33.04,81.70,44.78,0.00,-90.00
1.52,-8.92,-85.50,15.17,-83.72,-30.01,98.30,145.86,90.00,180.00,-14.02,-85.50,17.98,83.72,32.91,81.70,44.68,0.00,-90.00
1.68,-8.92,-85.50,15.16,-83.72,-31.92,98.30,149.56,90.00,180.00,-14.16,-85.50,18.05,83.72,32.03,81.70,45.23,0.00,-90.00
1.81,-9.01,-85.50,15.16,-83.72,-27.70,98.30,144.25,90.00,180.00,-14.22,-85.50,18.03,83.72,32.32,81.70,44.99,0.00,-90.00
1.93,-9.12,-85.50,15.10,-83.72,-29.84,98.30,145.94,90.00,180.00,-14.26,-85.50,18.07,83.72,32.59,81.70,44.54,0.00,-90.00
2.06,-9.12,-85.50,15.09,-83.72,-29.96,98.30,145.87,90.00,180.00,-14.18,-85.50,18.06,83.72,32.67,81.70,44.60,0.00,-90.00
2.20,-9.03,-85.50,15.12,-83.72,-28.78,98.30,144.98,90.00,180.00,-14.11,-85.50,18.03,83.72,32.83,81.70,44.40,0.00,-90.00
2.33,-9.07,-85.50,15.19,-83.72,-29.69,98.30,146.11,90.00,180.00,-14.18,-85.50,17.96,83.72,32.89,81.70,44.36,0.00,-90.00
2.54,-8.98,-85.50,15.32,-83.72,-32.76,98.30,146.88,90.00,180.00,-14.00,-85.50,17.85,83.72,33.14,81.70,44.34,0.00,-90.00
2.67,-9.15,-85.50,15.29,-83.72,-37.16,98.30,147.18,90.00,180.00,-14.21,-85.50,17.89,83.72,33.31,81.70,44.44,0.00,-90.00
2.80,-9.16,-85.50,15.28,-83.72,-33.56,98.30,147.48,90.00,180.00,-14.19,-85.50,17.90,83.72,33.44,81.70,44.34,0.00,-90.00
2.93,-9.19,-85.50,15.31,-83.72,-28.29,98.30,144.56,90.00,180.00,-14.28,-85.50,17.92,83.72,33.41,81.70,44.31,0.00,-90.00
3.05,-9.20,-85.50,15.31,-83.72,-23.88,98.30,149.33,90.00,180.00,-14.29,-85.50,17.91,83.72,33.40,81.70,44.18,0.00,-90.00
3.18,-9.18,-85.50,15.38,-83.72,-15.72,98.30,150.99,90.00,180.00,-14.30,-85.50,17.82,83.72,33.23,81.70,44.19,0.00,-90.00
3.31,-9.27,-85.50,15.38,-83.72,-14.86,98.30,150.25,90.00,180.00,-14.32,-85.50,17.80,83.72,33.14,81.70,44.19,0.00,-90.00
3.44,-9.32,-85.50,15.33,-83.72,-29.06,98.30,149.44,90.00,180.00,-14.30,-85.50,17.82,83.72,33.28,81.70,44.11,0.00,-90.00
3.57,-9.21,-85.50,15.43,-83.72,-24.91,98.30,149.32,90.00,180.00,-14.17,-85.50,18.15,83.72,33.77,81.70,44.32,0.00,-90.00
3.70,-9.14,-85.50,15.40,-83.72,-26.78,98.30,148.49,90.00,180.00,-14.03,-85.50,18.05,83.72,33.76,81.70,44.24,0.00,-90.00
3.83,-9.04,-85.50,15.48,-83.72,-25.49,98.30,148.69,90.00,180.00,-13.97,-85.50,17.91,83.72,33.67,81.70,44.28,0.00,-90.00
3.96,-9.04,-85.50,15.39,-83.72,-11.94,98.30,150.50,90.00,180.00,-14.04,-85.50,18.31,83.72,33.99,81.70,44.33,0.00,-90.00
4.10,-8.99,-85.50,15.34,-83.72,-12.37,98.30,150.85,90.00,180.00,-14.03,-85.50,18.27,83.72,33.93,81.70,44.15,0.00,-90.00
4.23,-8.90,-85.50,15.31,-83.72,-13.40,98.30,152.21,90.00,180.00,-14.03,-85.50,18.45,83.72,33.68,81.70,44.50,0.00,-90.00
