Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
1.52,119.29,22.24,42.94,84.38,24.70,30.40,0.00,0.00,78.06,0.00,0.00,0.00
1.62,99.37,21.19,161.22,84.43,19.88,26.22,0.00,0.00,78.59,0.00,0.00,0.00
1.75,98.26,20.78,160.59,82.59,19.64,25.89,166.47,83.88,78.59,166.47,83.88,0.00
1.84,95.25,18.29,160.22,81.92,23.06,26.23,166.47,83.88,78.17,166.47,83.88,0.00
2.04,77.22,39.88,35.85,92.03,14.31,24.48,71.73,23.12,20.97,166.47,83.88,0.00
2.13,67.22,35.05,41.01,83.08,20.87,94.08,77.44,16.24,20.97,103.59,86.18,0.00
2.25,62.91,34.44,39.25,90.89,24.11,93.91,65.09,26.38,26.16,103.59,86.18,0.00
2.35,69.01,24.83,27.24,142.33,52.28,42.30,70.94,19.11,17.03,103.59,86.18,0.00
2.44,70.49,23.15,26.78,131.80,43.51,56.82,80.99,10.10,6.03,103.59,86.18,0.00
2.53,68.28,30.57,18.96,150.58,47.78,55.99,87.56,7.52,4.35,103.59,86.18,0.00
2.60,77.91,31.37,21.10,155.62,48.18,59.44,90.57,7.81,6.76,103.59,86.18,0.00
2.67,77.08,32.45,21.52,162.82,50.99,81.28,90.57,7.81,31.45,103.59,86.18,0.00
2.75,76.41,28.93,18.46,135.65,40.84,73.96,71.28,18.73,31.45,72.18,83.09,0.00
2.83,76.04,24.49,26.11,114.28,38.53,52.04,71.28,18.73,20.22,72.18,83.09,0.00
2.91,74.74,23.61,20.98,105.31,35.01,54.27,76.70,14.79,20.22,95.60,83.29,0.00
2.99,73.84,31.57,27.95,126.24,45.50,54.46,83.03,12.72,20.22,115.88,84.80,0.00
3.08,74.06,30.75,32.76,129.28,50.53,54.54,86.76,11.12,20.22,130.96,84.22,0.00
3.15,80.49,26.95,27.68,135.69,51.77,54.52,75.14,16.11,31.83,130.96,84.22,0.00
3.23,73.53,24.95,26.36,98.04,4.24,86.44,79.73,11.90,27.39,130.96,84.22,0.00
3.30,76.97,21.89,26.33,104.87,36.56,54.62,79.73,11.90,28.51,130.96,84.22,0.00
3.37,83.52,19.71,24.43,95.05,21.51,19.94,72.18,17.87,28.51,152.19,80.02,0.00
3.45,86.75,18.36,24.93,93.69,20.58,16.13,72.38,17.62,28.51,157.76,78.96,0.00
3.54,84.72,19.11,28.77,93.54,20.70,28.48,72.38,17.62,28.51,157.76,78.96,0.00
3.62,78.33,18.84,24.46,89.78,21.67,24.14,71.03,19.05,30.66,157.76,78.96,0.00
3.71,79.09,18.69,23.65,89.38,18.30,16.86,71.00,19.34,31.53,157.76,78.96,0.00
3.79,80.42,17.89,25.17,88.39,19.80,19.83,69.65,21.08,33.65,157.76,78.96,0.00
3.87,83.50,15.97,28.45,88.65,19.92,20.75,69.76,21.73,34.89,157.76,78.96,0.00
3.93,83.44,14.82,27.18,89.33,20.65,23.02,75.49,14.57,34.89,172.25,86.44,0.00
4.02,84.20,15.66,28.24,89.23,21.34,27.78,76.34,14.38,34.70,172.25,86.44,0.00
4.10,82.39,18.01,25.58,88.91,21.76,30.97,77.01,13.80,34.10,172.25,86.44,0.00
4.20,82.83,19.10,28.21,88.81,21.81,34.22,78.76,12.00,32.29,172.25,86.44,0.00
4.28,82.71,19.72,29.50,88.38,19.96,34.91,78.59,12.13,32.43,172.25,86.44,0.00
4.37,82.65,20.19,31.45,87.98,19.09,35.36,78.52,11.94,32.30,172.25,86.44,0.00
4.45,81.69,20.56,36.01,87.22,19.55,38.18,77.45,13.21,33.54,172.25,86.44,0.00
4.55,80.78,21.75,43.60,86.61,19.90,33.91,75.04,15.67,36.01,172.25,86.44,0.00
4.63,79.34,21.36,58.01,86.35,20.46,32.39,72.91,17.14,37.44,172.25,86.44,0.00
