Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.22,16.16,0.00,38.44,0.00,43.42,0.00,83.17,0.00,0.00,37.09,0.00,52.77,0.00,0.00,10.00,0.41,0.00,0.00
0.37,15.34,-85.49,38.28,-88.90,51.93,NaN,68.52,0.00,0.00,33.21,94.51,50.45,-91.10,0.00,NaN,44.22,0.00,0.00
0.48,20.25,-85.49,36.03,-88.90,0.00,NaN,59.78,0.00,0.00,39.97,94.51,54.58,-91.10,0.00,NaN,22.09,0.00,0.00
0.57,18.07,5.33,35.41,0.77,45.32,103.65,60.61,90.94,90.96,38.50,94.51,53.70,-91.10,0.00,NaN,22.95,0.00,0.00
1.21,17.98,5.33,35.36,0.77,45.07,103.65,60.72,90.94,90.96,39.13,94.51,53.84,-91.10,0.00,NaN,22.97,99.37,5.46
1.31,18.33,5.33,36.13,0.77,43.40,103.65,61.55,90.94,90.96,37.93,94.51,53.24,-91.10,0.00,NaN,24.18,99.37,5.46
1.40,18.54,5.33,36.36,0.77,43.06,103.65,61.59,90.94,90.96,37.61,94.51,53.19,-91.10,0.00,NaN,24.40,99.37,5.46
1.48,18.48,5.33,36.54,0.77,43.53,103.65,63.03,90.94,90.96,37.58,94.51,53.21,-91.10,0.00,NaN,23.82,99.37,5.46
1.58,18.31,5.33,36.49,0.77,42.37,103.65,62.74,90.94,90.96,37.68,94.51,53.31,-91.10,0.00,NaN,24.13,99.37,5.46
1.66,17.00,5.33,35.60,0.77,36.15,103.65,72.02,90.94,90.96,37.77,94.51,53.55,-91.10,0.00,NaN,23.58,99.37,5.46
1.75,22.06,5.33,43.49,0.77,36.56,103.65,99.29,90.94,90.96,37.30,94.51,52.27,-91.10,0.00,NaN,23.19,99.37,5.46
1.85,48.47,5.33,53.54,0.77,46.26,103.65,110.21,90.94,90.96,37.18,94.51,51.85,-91.10,0.00,NaN,22.53,99.37,5.46
1.98,45.52,5.33,55.25,0.77,46.99,103.65,136.70,90.94,90.96,41.20,94.51,53.59,-91.10,0.00,174.27,25.04,99.37,5.46
2.12,0.95,5.33,37.55,0.77,76.82,103.65,164.34,90.94,90.96,48.88,-129.60,55.21,-105.99,0.00,172.97,31.22,69.06,12.42
2.20,1.10,5.33,38.17,0.77,75.05,103.65,163.29,90.94,90.96,47.66,-129.60,55.03,-105.99,0.00,172.97,32.28,69.06,12.42
2.29,4.12,5.33,38.90,0.77,72.24,103.65,160.83,90.94,90.96,46.79,-129.60,54.89,-105.99,0.00,172.97,34.16,69.06,12.42
2.38,5.77,5.33,39.69,0.77,71.30,103.65,160.04,90.94,90.96,44.55,-129.60,53.37,-105.99,0.00,172.97,33.21,69.06,12.42
2.51,7.26,5.33,40.20,0.77,69.90,103.65,158.79,3.41,32.99,45.00,-129.60,54.02,-105.99,0.00,172.97,34.21,69.06,12.42
2.63,7.45,5.33,40.85,0.77,69.53,103.65,158.32,3.41,32.99,44.78,-129.60,54.01,-105.99,0.00,172.97,34.58,69.06,12.42
2.74,7.91,5.33,41.48,0.77,68.92,113.85,157.73,3.41,32.99,45.07,-129.60,54.39,-105.99,0.00,172.97,34.90,69.06,12.42
2.82,8.28,5.33,41.69,0.77,68.62,113.85,157.59,3.41,32.99,45.14,-129.60,54.44,-105.99,0.00,172.97,35.25,69.06,12.42
2.94,6.10,5.33,41.43,0.77,69.81,113.85,158.79,3.41,32.99,43.47,-129.60,52.54,-105.99,0.00,172.97,34.68,69.06,12.42
3.02,1.02,5.33,41.33,0.77,72.32,113.85,160.90,3.41,32.99,43.46,-129.60,51.65,-105.99,0.00,172.97,34.37,69.06,12.42
3.11,1.29,5.33,41.57,0.77,72.07,113.85,160.55,3.41,32.99,43.01,-129.60,51.35,-105.99,0.00,172.97,34.16,69.06,12.42
3.20,0.15,5.33,41.89,0.77,73.05,113.85,161.10,3.41,32.99,42.91,-129.60,51.11,-105.99,0.00,172.97,33.13,69.06,12.42
3.27,0.30,5.33,42.23,0.77,73.65,113.85,161.37,3.41,32.99,42.87,-129.60,51.00,-105.99,0.00,172.97,33.24,69.06,12.42
3.36,0.61,5.33,42.39,0.77,73.78,113.85,161.42,3.41,32.99,42.77,-129.60,50.81,-105.99,0.00,172.97,33.60,69.06,12.42
3.45,1.71,5.33,42.66,0.77,74.24,113.85,161.46,3.41,32.99,43.52,-129.60,51.79,-105.99,0.00,172.97,35.34,69.06,12.42
3.55,2.50,5.33,42.94,0.77,74.45,113.85,161.34,3.41,32.99,43.87,-129.60,52.11,-105.99,0.00,172.97,35.64,69.06,12.42
3.63,2.24,5.33,42.72,0.77,74.19,113.85,161.25,3.41,32.99,44.03,-129.60,52.55,-105.99,0.00,172.97,35.71,69.06,12.42
3.72,1.77,5.33,42.56,0.77,73.91,113.85,161.05,3.41,32.99,44.05,-129.60,52.62,-105.99,0.00,172.97,34.28,69.06,12.42
3.80,1.67,5.33,42.53,0.77,73.73,113.85,160.96,3.41,32.99,44.07,-129.60,52.64,-105.99,0.00,172.97,36.59,69.06,12.42
3.89,2.02,5.33,42.52,0.77,74.15,113.85,161.08,3.41,32.99,44.37,-129.60,52.82,-105.99,0.00,172.97,35.86,69.06,12.42
