Timestamp,Kinect_LShoulderExt-Flx,Kinect_LShoulderAbd-Add,Kinect_LElbow,Kinect_RShoulderExt-Flx,Kinect_RShoulderAbd-Add,Kinect_RElbow,LS_X,LS_Y,LS_Z,LE_X,LE_Y,LE_Z,RS_X,RS_Y,RS_Z,RE_X,RE_Y,RE_Z
1.46,15.29,78.30,58.15,19.13,78.30,73.07,-52.38,1.39,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.58,19.50,85.41,72.32,18.31,85.41,74.42,-52.38,1.39,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.67,21.64,76.98,72.79,29.71,76.98,60.15,102.86,80.10,-95.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.75,32.97,85.05,65.91,24.23,85.05,63.92,102.86,80.10,-95.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.85,25.33,70.92,43.41,35.79,70.92,20.77,102.86,80.10,-95.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.94,14.52,74.26,23.28,24.44,74.26,9.55,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.02,7.51,89.33,6.16,10.19,89.33,4.54,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.09,9.33,92.36,1.40,8.70,92.36,3.60,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.16,8.47,91.81,4.17,10.16,91.81,9.35,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.23,7.67,89.36,15.45,12.76,89.36,21.18,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.30,6.19,87.04,20.66,14.92,87.04,28.43,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.36,7.71,85.78,21.25,15.51,85.78,32.24,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.43,27.46,85.79,18.86,15.22,85.79,33.64,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
2.51,59.92,86.18,8.94,14.91,86.18,31.93,102.86,80.10,-95.65,4.55,4.28,0.84,0.00,0.00,0.00,0.00,0.00,0.00
