Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.51,6.22,0.00,9.49,0.00,0.00,0.00,19.34,0.00,0.00,2.03,0.00,13.45,0.00,0.00,10.00,20.85,0.00,0.00
1.66,4.25,0.00,8.72,0.00,0.00,0.00,25.29,0.00,0.00,3.74,82.55,13.46,-7.32,0.00,172.61,26.70,82.55,82.87
1.80,2.41,0.00,7.81,0.00,0.00,0.00,20.95,0.00,0.00,3.10,82.55,13.04,-7.32,0.00,172.61,25.55,26.47,22.22
1.90,2.84,0.00,8.97,0.00,0.00,0.00,19.58,87.71,75.97,3.16,82.55,12.36,-7.32,0.00,172.61,24.05,26.47,22.22
2.02,3.43,0.00,9.45,0.00,0.00,0.00,19.27,87.71,75.97,3.39,82.55,12.09,-7.32,0.00,172.61,23.25,25.10,19.96
2.12,3.30,96.50,9.06,-158.44,0.00,101.55,19.36,21.79,43.67,3.42,82.55,11.93,-7.32,0.00,172.61,22.71,25.10,19.96
2.23,2.33,96.50,8.80,-158.44,0.00,101.55,19.97,21.79,43.67,3.48,82.55,11.97,-7.32,0.00,172.61,22.61,25.96,19.19
2.32,1.65,96.50,8.33,-158.44,0.00,101.55,19.16,22.73,42.15,3.62,82.55,11.98,-7.32,0.00,172.61,22.63,25.96,19.19
2.42,1.37,96.23,8.06,-164.02,0.00,94.35,18.64,23.44,42.61,3.72,82.55,12.01,-7.32,0.00,172.61,22.64,25.96,19.19
2.52,1.50,96.23,7.84,-164.02,0.00,94.35,18.14,23.44,42.61,3.85,82.55,12.16,-7.32,0.00,172.61,22.68,25.45,19.36
2.61,1.62,96.23,7.53,-164.02,0.00,94.35,17.84,21.54,41.53,3.94,82.55,12.37,-7.32,0.00,172.61,22.91,25.45,19.36
2.70,1.77,96.39,7.39,-165.26,0.00,94.45,18.38,21.67,42.46,4.03,82.55,12.47,-7.32,0.00,172.61,23.09,25.45,19.36
2.81,1.71,96.39,7.23,-165.26,0.00,94.45,18.47,21.67,42.46,4.08,82.55,12.58,-7.32,0.00,172.61,23.21,25.82,19.69
2.90,1.68,96.39,7.15,-165.26,0.00,94.45,18.69,22.75,41.31,4.09,82.55,12.65,-7.32,0.00,172.61,23.20,25.82,19.69
2.99,1.63,96.51,7.07,-163.17,0.00,96.18,18.78,22.49,41.64,4.09,82.55,12.71,-7.32,0.00,172.61,23.22,25.82,19.69
3.11,1.78,96.51,7.13,-163.17,0.00,96.18,18.95,22.49,41.64,4.08,82.55,12.75,-7.32,0.00,172.61,23.25,25.96,19.81
3.23,1.81,96.52,7.13,-163.31,0.00,96.03,19.06,22.51,41.96,4.09,82.55,12.79,-7.32,0.00,172.61,23.20,25.96,19.81
3.37,1.83,16.39,7.11,5.51,0.00,29.14,19.12,22.51,41.96,4.09,8.88,12.84,6.92,0.00,28.57,23.21,25.96,19.81
