Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.71,86.63,7.76,13.27,89.13,7.00,15.89,0.00,0.00,0.00,0.00,0.00,0.00
0.87,86.30,7.68,13.96,89.50,6.82,16.13,151.05,92.73,0.00,151.05,92.73,0.00
0.98,86.18,7.87,13.67,89.54,6.77,16.25,150.90,92.82,0.00,150.90,92.82,0.00
1.11,86.20,7.79,14.24,89.44,6.84,16.13,83.54,6.49,98.16,150.90,92.82,0.00
1.21,86.16,7.88,14.00,89.47,6.86,16.16,83.53,6.50,98.16,150.90,92.82,0.00
1.32,86.15,7.85,14.20,89.43,6.84,16.53,83.67,6.33,98.16,150.45,92.73,0.00
1.40,86.11,7.85,14.47,89.37,6.90,16.76,83.67,6.33,16.03,150.45,92.73,0.00
1.48,86.12,7.80,14.21,89.38,6.89,16.81,83.58,6.43,16.03,150.23,92.41,0.00
1.55,86.05,7.89,13.84,89.49,6.82,16.18,83.40,6.61,16.15,150.23,92.41,0.00
1.64,86.07,7.88,13.85,89.53,6.82,16.31,83.40,6.61,16.15,150.23,92.41,0.00
1.71,86.11,7.87,13.73,89.69,6.65,16.12,83.24,6.80,16.15,150.23,92.13,0.00
1.81,86.11,7.93,13.54,89.73,6.63,15.98,83.31,6.71,16.15,150.31,92.26,0.00
1.88,86.11,7.93,13.78,89.77,6.59,15.96,83.31,6.71,15.93,150.31,92.26,0.00
1.97,86.18,7.95,13.87,89.71,6.60,16.10,83.48,6.54,15.84,150.31,92.26,0.00
2.03,86.26,7.87,14.21,89.60,6.65,16.15,83.48,6.54,15.93,150.31,92.26,0.00
2.11,86.25,7.81,14.31,89.55,6.71,16.22,83.41,6.62,15.93,150.23,92.13,0.00
2.18,86.28,7.75,14.57,89.54,6.71,16.13,83.42,6.61,15.90,150.23,92.13,0.00
2.24,86.37,7.77,14.65,89.52,6.68,16.10,83.42,6.61,15.98,150.23,92.13,0.00
2.31,86.44,7.80,14.16,89.69,6.51,15.91,83.55,6.49,15.98,150.37,92.20,0.00
2.41,86.41,7.78,14.25,89.62,6.57,16.14,83.54,6.50,16.00,150.37,92.20,0.00
2.48,86.38,7.77,14.21,89.55,6.64,16.26,83.41,6.62,16.00,150.23,92.13,0.00
2.57,86.34,7.83,14.30,89.58,6.63,16.47,83.44,6.61,15.86,150.23,92.13,0.00
2.64,86.38,7.78,14.34,89.62,6.57,16.41,83.42,6.61,15.98,150.23,92.13,0.00
2.72,86.42,7.69,14.28,89.55,6.62,16.39,83.46,6.59,15.83,150.23,92.13,0.00
2.78,86.45,7.65,14.19,89.43,6.68,16.10,83.46,6.59,15.70,150.23,92.13,0.00
2.85,86.45,7.66,13.66,89.48,6.69,15.99,83.33,6.80,15.70,150.92,93.05,0.00
2.92,86.41,7.60,13.89,89.49,6.72,16.31,83.28,6.93,15.97,150.92,93.05,0.00
2.99,86.54,7.48,14.14,89.34,6.77,16.20,83.28,6.93,15.99,150.92,93.05,0.00
3.06,86.58,7.47,13.73,89.24,6.84,16.28,82.91,7.56,15.99,150.81,93.20,0.00
3.12,86.58,7.31,13.47,89.15,6.95,16.29,82.52,8.26,16.90,150.81,93.20,0.00
3.19,86.73,6.97,13.85,89.04,7.10,16.51,82.52,8.26,15.60,150.81,93.20,0.00
3.29,86.96,6.56,14.06,88.98,7.26,16.58,82.24,9.00,15.60,150.34,93.54,0.00
3.36,87.02,6.43,14.17,88.93,7.41,17.11,82.24,9.00,15.00,150.34,93.54,0.00
3.45,87.17,6.19,14.40,88.86,7.60,17.19,82.33,8.97,15.00,149.97,93.71,0.00
3.52,86.94,6.34,14.90,88.81,7.78,17.35,82.33,8.97,14.90,149.97,93.71,0.00
3.60,86.99,6.30,14.91,89.25,7.45,17.61,82.18,9.14,14.90,150.12,93.61,0.00
3.67,87.05,6.25,14.90,89.44,7.33,17.68,82.45,9.62,15.67,150.12,93.61,0.00
3.73,86.97,6.33,15.74,89.32,7.51,17.77,82.45,9.62,15.83,150.12,93.61,0.00
3.80,86.97,6.34,15.55,89.33,7.57,17.96,82.49,9.26,15.83,150.47,93.32,0.00
3.87,87.08,6.29,15.53,89.48,7.44,17.97,82.69,8.94,15.83,150.54,93.35,0.00
3.94,87.10,6.31,15.34,89.59,7.34,17.99,82.74,8.72,15.55,150.54,93.35,0.00
4.00,87.09,6.29,14.56,89.52,7.49,17.95,82.74,8.72,16.04,150.54,93.35,0.00
4.09,87.10,6.28,14.53,89.50,7.51,17.78,83.00,8.19,16.04,150.22,93.33,0.00
4.17,87.17,6.29,14.35,89.37,7.63,18.04,82.99,7.99,16.04,149.63,93.18,0.00
4.26,87.21,6.37,14.08,89.51,7.52,18.21,82.82,7.83,16.04,149.04,92.75,0.00
4.35,86.96,6.46,13.81,89.63,7.51,17.94,82.82,7.67,16.04,148.45,92.59,0.00
4.46,86.93,6.46,13.69,89.61,7.51,17.86,82.54,7.98,16.04,148.18,92.45,0.00
4.55,86.80,6.64,13.52,89.59,7.66,17.94,80.45,10.87,19.18,148.18,92.45,0.00
4.67,87.05,6.61,12.86,89.37,7.90,18.06,80.01,11.17,19.18,147.73,92.04,0.00
4.74,87.22,6.55,13.57,89.38,7.57,17.24,80.97,10.46,18.80,147.73,92.04,0.00
4.82,87.35,6.49,13.79,89.25,7.69,17.44,80.97,10.46,16.47,147.73,92.04,0.00
4.88,87.34,6.52,14.10,89.10,7.89,17.66,80.97,10.46,16.34,147.73,92.04,0.00
4.95,87.51,6.33,14.02,88.99,8.03,17.77,81.18,10.16,16.34,148.09,92.03,0.00
5.03,87.56,6.19,13.87,89.21,7.82,17.59,81.03,10.27,16.39,148.09,92.03,0.00
5.10,87.47,6.23,13.92,89.35,7.72,17.39,81.03,10.27,16.85,148.09,92.03,0.00
5.17,87.59,6.06,13.71,89.44,7.74,17.39,80.87,10.27,16.85,148.08,91.75,0.00
5.26,87.56,6.05,14.21,89.65,7.57,17.24,80.93,10.10,16.85,147.86,91.70,0.00
5.35,87.46,6.01,14.63,89.60,7.82,17.18,80.94,10.25,16.85,147.72,91.92,0.00
5.43,87.47,5.95,13.95,89.68,7.82,17.21,80.94,10.25,16.85,147.72,91.92,0.00
5.49,87.54,5.83,14.35,89.84,7.66,17.01,81.01,10.47,17.27,147.72,91.92,0.00
5.58,85.92,3.80,12.27,88.12,13.24,19.57,81.44,9.99,17.27,147.86,92.14,0.00
5.65,85.57,5.45,10.21,87.93,12.55,18.88,81.44,9.99,17.27,147.86,92.14,0.00
5.72,84.19,7.99,7.16,89.34,10.68,19.59,79.57,12.47,19.72,147.86,92.14,0.00
5.80,84.57,7.89,8.93,89.05,10.52,19.35,79.88,12.30,19.67,147.86,92.14,0.00
5.87,84.63,8.33,9.75,89.07,9.89,19.20,82.90,9.64,17.72,147.86,92.14,0.00
5.94,84.71,8.04,9.78,89.27,9.75,18.20,82.90,9.64,13.88,147.86,92.14,0.00
6.00,85.05,7.47,10.32,89.35,9.61,17.90,80.60,10.22,13.88,143.32,89.55,0.00
6.08,86.36,6.37,10.98,90.00,8.80,18.10,80.67,10.00,13.45,143.32,89.55,0.00
6.15,86.01,6.70,11.74,89.58,8.96,16.24,81.37,9.68,13.45,145.18,90.30,0.00
6.24,86.38,6.37,11.56,89.33,9.20,16.44,81.31,9.54,13.01,145.18,90.30,0.00
6.31,85.57,6.90,11.35,89.60,8.90,16.16,80.15,10.64,13.15,145.18,90.30,0.00
6.38,84.31,7.63,12.33,89.73,8.77,16.27,80.15,10.64,13.78,145.18,90.30,0.00
6.48,84.33,7.60,12.16,89.72,8.47,16.10,80.15,10.64,13.78,145.18,90.30,0.00
6.54,84.18,8.28,11.83,89.55,8.01,15.63,82.28,9.26,13.78,152.26,91.65,0.00
6.64,83.37,9.21,11.90,89.84,7.67,16.26,82.61,8.78,13.78,152.47,91.75,0.00
6.71,84.40,8.72,12.74,89.18,7.88,16.36,78.79,12.77,15.35,152.47,91.75,0.00
6.79,85.29,8.29,15.85,89.01,7.93,16.12,79.90,10.68,15.35,149.16,91.98,0.00
6.86,86.27,7.61,16.17,88.86,8.15,15.39,81.33,9.54,15.59,149.16,91.98,0.00
6.93,86.78,7.45,16.35,88.53,8.14,14.12,82.13,8.89,15.63,149.16,91.98,0.00
7.01,87.44,6.72,15.85,87.82,8.85,14.88,82.13,8.89,14.89,149.16,91.98,0.00
7.08,86.71,7.55,14.17,87.63,8.71,15.75,81.22,10.90,14.89,148.91,92.44,0.00
7.16,85.59,8.31,14.91,88.32,8.06,16.38,81.11,11.47,14.89,148.78,92.78,0.00
7.23,77.99,16.57,16.18,88.96,7.00,15.51,81.10,10.90,14.89,149.64,92.12,0.00
7.30,70.32,24.91,17.09,89.57,6.59,15.60,58.88,31.60,27.46,149.64,92.12,0.00
7.38,61.30,34.60,15.08,90.22,6.33,15.41,57.33,33.64,27.46,150.70,91.68,0.00
7.45,55.21,41.12,14.78,89.60,6.49,15.27,57.35,33.96,27.46,150.82,92.32,0.00
7.54,50.87,46.44,12.78,88.35,7.38,15.10,35.74,54.86,46.83,150.82,92.32,0.00
7.61,47.50,51.13,16.30,87.33,7.99,15.54,35.74,54.86,8.18,150.82,92.32,0.00
7.67,45.71,54.45,18.23,86.79,8.41,14.32,37.20,53.59,8.18,150.88,94.17,0.00
7.73,45.04,57.04,18.92,86.51,8.53,14.15,27.57,63.82,10.95,150.88,94.17,0.00
7.82,42.90,60.16,18.50,86.14,8.94,14.15,27.57,63.82,5.86,150.88,94.17,0.00
7.89,40.97,63.58,16.22,86.24,8.76,14.16,27.57,63.82,5.15,150.88,94.17,0.00
7.98,38.70,66.26,48.24,86.27,8.61,13.99,27.57,63.82,6.53,150.88,94.17,0.00
8.09,36.84,68.13,156.57,86.25,8.57,13.88,28.72,62.55,6.53,150.71,94.97,0.00
8.17,36.33,68.83,156.16,86.35,8.40,13.86,28.99,62.34,6.53,151.05,94.97,0.00
8.24,35.61,69.91,161.24,86.50,8.31,13.52,21.60,70.23,3.25,151.05,94.97,0.00
8.32,35.65,70.63,162.58,86.44,8.23,13.61,21.60,70.23,3.25,151.05,94.97,0.00
8.40,34.68,72.33,163.81,86.49,8.14,13.75,21.96,69.77,3.25,150.87,95.23,0.00
8.52,34.13,73.21,160.76,86.51,8.12,13.98,21.96,69.77,5.54,150.87,95.23,0.00
8.59,33.38,75.30,157.83,86.58,8.16,14.07,16.57,75.14,2.16,150.87,95.23,0.00
8.70,31.37,78.73,158.01,86.34,8.31,14.27,16.57,75.14,4.76,150.87,95.23,0.00
8.77,29.60,79.96,156.73,86.40,8.18,13.93,15.64,74.98,7.50,150.87,95.23,0.00
8.86,29.25,79.52,153.91,86.36,8.17,13.64,15.64,74.98,7.50,150.87,95.23,0.00
8.93,28.33,79.96,155.70,86.50,8.02,13.19,15.64,74.98,8.41,150.87,95.23,0.00
9.04,28.79,79.93,154.00,86.42,8.05,13.26,15.64,74.98,8.69,150.87,95.23,0.00
9.12,26.10,83.85,156.46,86.35,8.06,12.89,10.76,80.62,6.76,150.87,95.23,0.00
9.20,25.41,87.02,155.85,84.34,10.21,13.73,10.76,80.62,6.76,150.87,95.23,0.00
9.29,25.29,89.13,154.83,85.34,9.16,13.23,10.76,80.62,10.70,150.87,95.23,0.00
9.36,25.49,93.11,150.85,84.53,9.93,13.98,10.76,80.62,10.70,150.87,95.23,0.00
9.45,25.87,97.17,147.95,83.38,11.18,14.97,12.89,78.65,10.70,151.33,96.73,0.00
9.52,27.43,98.70,143.23,83.68,10.66,14.70,12.89,78.65,10.70,151.33,96.73,0.00
9.60,26.40,104.73,140.01,84.77,9.32,13.98,12.89,78.65,26.57,151.33,96.73,0.00
9.67,27.28,106.93,137.79,83.65,10.44,14.42,12.89,78.65,26.57,151.33,96.73,0.00
9.74,29.73,110.74,5.35,82.90,11.14,14.75,14.31,104.29,11.14,151.33,96.73,0.00
9.82,31.34,113.57,5.97,83.25,10.59,14.44,14.31,104.29,11.14,151.33,96.73,0.00
9.88,32.34,114.80,10.44,83.48,10.28,14.24,14.31,104.29,15.79,151.33,96.73,0.00
9.95,34.07,117.37,10.13,83.90,9.68,13.80,12.30,101.78,15.79,153.21,98.60,0.00
10.03,35.11,119.52,9.60,84.19,9.25,13.55,18.79,108.76,9.42,153.21,98.60,0.00
10.11,35.06,118.92,9.96,82.92,10.70,14.58,14.73,104.59,13.20,153.21,98.60,0.00
10.21,32.36,114.96,2.37,82.69,10.99,14.88,10.22,99.63,17.94,153.21,98.60,0.00
10.28,27.19,104.96,0.86,84.11,9.25,13.59,10.22,99.63,17.94,153.21,98.60,0.00
10.34,26.97,98.66,5.98,84.60,8.75,13.05,10.52,100.45,17.94,151.44,98.11,0.00
10.41,29.26,91.77,10.80,84.56,8.90,13.08,13.02,79.05,39.54,151.44,98.11,0.00
10.51,30.46,84.90,11.07,85.00,8.54,12.99,20.50,71.21,47.47,151.44,98.11,0.00
10.58,35.85,72.66,12.96,85.24,8.26,12.95,26.90,64.72,54.04,151.44,98.11,0.00
10.65,39.94,66.37,7.36,85.73,7.97,12.79,26.90,64.72,2.55,151.44,98.11,0.00
10.73,46.11,58.41,8.78,86.10,7.60,12.70,26.90,64.72,2.55,151.44,98.11,0.00
10.80,52.84,48.87,8.25,86.38,7.36,12.68,26.90,64.72,16.34,151.44,98.11,0.00
10.87,57.16,42.87,7.39,86.68,7.23,12.71,24.26,66.68,16.34,149.68,96.20,0.00
10.94,63.58,35.23,12.75,86.85,7.12,12.91,61.95,29.69,21.60,149.68,96.20,0.00
11.02,68.59,30.20,14.35,86.83,7.12,13.29,67.17,25.00,26.82,149.68,96.20,0.00
11.09,73.21,25.09,13.62,86.76,7.21,13.61,67.17,25.00,26.82,149.68,96.20,0.00
11.16,78.20,19.96,15.76,86.93,7.02,13.48,65.81,26.14,26.82,150.21,94.71,0.00
11.23,82.78,15.12,15.03,87.07,6.92,13.62,65.33,26.57,26.82,149.66,94.50,0.00
11.30,85.72,11.60,15.70,87.19,6.96,13.78,65.21,26.57,26.82,149.31,94.38,0.00
11.36,87.64,9.54,16.86,87.30,7.06,13.78,88.21,7.38,49.84,149.31,94.38,0.00
11.43,88.62,8.17,17.12,87.31,7.22,13.77,88.21,7.38,14.84,149.31,94.38,0.00
11.53,89.05,7.46,17.37,87.34,7.26,13.71,88.26,7.14,14.84,149.08,94.34,0.00
11.60,89.06,7.39,17.70,87.35,7.23,13.81,88.19,7.03,14.84,149.45,94.17,0.00
11.71,89.12,7.20,17.46,87.46,7.17,14.02,88.17,6.69,14.84,149.31,93.98,0.00
11.79,88.30,8.09,17.37,87.57,7.10,14.08,88.17,6.69,17.20,149.31,93.98,0.00
11.87,84.73,11.70,16.24,87.45,7.08,14.31,72.57,19.26,16.38,149.31,93.98,0.00
11.95,77.56,19.31,14.96,87.35,7.11,14.39,72.57,19.26,14.07,149.31,93.98,0.00
12.01,69.41,27.64,13.22,87.44,7.03,14.13,72.57,19.26,14.07,149.31,93.98,0.00
