Timestamp,Kinect left shoulder flex.-ext.,WISE left shoulder flex.-ext.,Kinect left shoulder abd.-add.,WISE left shoulder abd.-add.,Kinect left shoulder int.- ext.,WISE left shoulder int.- ext.,Kinect left elbow flex.-ext.,WISE left elbow flex.-ext.,WISE left forearm pro.- sup.,Kinect right shoulder flex.-ext.,WISE right shoulder flex.-ext.,Kinect right shoulder Abd.-Add.,WISE right shoulder abd.-add.,Kinect right shoulder int.-ext.,WISE right shoulder int.-ext.,Kinect right elbow flex.-ext.,WISE right elbow flex.-ext.,WISE right forearm pro.-sup.
0.00,149.71,159.07,160.44,174.57,666.00,84.82,26.43,19.51,-42.65,-16.25,4.21,11.60,16.24,666.00,-30.04,19.92,0.77,25.98
0.23,119.71,149.08,138.35,173.64,58.62,74.99,32.28,23.25,-41.28,-12.96,-0.82,10.91,17.66,666.00,-31.38,14.43,0.42,26.68
0.40,103.70,121.84,108.47,177.33,-22.97,68.41,37.29,25.66,-38.70,-12.83,-0.30,11.27,17.62,666.00,-33.30,15.19,0.23,26.38
0.56,70.84,107.76,65.21,173.72,-21.27,68.90,37.92,29.03,-34.90,-14.76,-1.23,10.43,16.60,666.00,-32.39,16.85,0.06,25.76
0.73,38.67,69.38,36.33,25.57,666.00,69.37,25.81,26.75,-28.90,-15.87,0.75,9.76,13.97,666.00,-31.92,19.40,0.96,26.50
0.94,23.97,57.71,25.10,20.68,666.00,68.44,20.25,25.69,-26.62,-16.14,0.42,9.63,14.00,666.00,-31.92,22.10,0.69,26.37
1.08,9.86,28.50,18.42,19.87,666.00,56.30,23.15,35.25,-15.23,-17.07,1.28,9.52,13.98,666.00,-31.31,19.72,0.47,25.82
1.21,-5.74,22.79,16.05,20.38,20.26,52.88,37.28,33.08,-14.73,-17.13,0.58,9.14,13.73,666.00,-30.53,17.87,1.11,26.91
1.34,-6.65,15.38,14.84,20.43,666.00,44.52,26.56,28.25,-18.05,-18.02,0.93,9.04,13.68,666.00,-30.32,20.25,0.29,25.48
1.48,-6.82,1.49,13.32,17.91,666.00,41.22,18.24,31.03,-14.59,-19.12,0.71,8.90,13.68,666.00,-30.46,22.79,0.31,25.48
1.62,-6.68,0.55,12.60,17.62,666.00,39.32,18.72,31.61,-19.46,-19.96,1.56,8.90,13.78,666.00,-28.35,23.92,0.57,24.80
1.77,-7.34,0.71,12.11,17.23,666.00,40.01,19.44,30.70,-19.46,-18.79,1.45,9.31,13.68,666.00,-28.90,22.63,0.65,24.61
1.90,-7.23,0.33,12.23,16.53,666.00,37.34,19.70,29.66,-17.69,-17.86,1.56,8.88,13.44,666.00,-29.34,20.31,0.76,24.82
2.03,-7.16,0.42,12.28,16.81,666.00,36.73,21.52,29.26,-17.82,-16.76,1.27,8.73,13.66,666.00,-29.12,15.49,0.63,24.53
2.17,-6.60,2.27,12.16,16.03,666.00,39.13,20.80,26.67,-18.54,-15.04,0.89,8.77,13.83,666.00,-29.81,12.82,0.68,24.78
2.30,-9.62,4.34,13.11,16.30,666.00,39.55,24.14,25.42,-19.39,-14.31,1.39,8.91,14.10,666.00,-30.44,12.81,0.47,24.48
2.51,-11.58,4.74,14.75,17.18,666.00,38.79,26.39,24.37,-20.63,-14.04,1.22,8.87,14.10,666.00,-30.80,12.47,0.55,24.69
2.65,-13.43,5.40,17.94,19.44,666.00,34.71,29.50,23.20,-25.18,-14.27,1.94,8.77,14.38,666.00,-31.04,14.00,0.31,24.47
2.78,-12.21,6.43,24.81,28.14,-5.85,16.55,30.36,24.46,-23.19,-14.85,1.98,8.46,14.57,666.00,-31.97,11.45,0.16,25.57
2.91,-11.57,7.41,35.34,34.22,-24.60,4.77,31.39,24.69,-27.82,-16.52,2.47,8.57,14.54,666.00,-31.95,16.12,0.09,24.75
3.04,-12.90,8.31,49.50,45.58,-37.17,-14.73,32.45,25.43,-25.91,-17.29,3.14,9.07,14.68,666.00,-31.01,18.66,0.25,25.17
3.17,-18.81,11.65,63.26,69.83,-44.47,-38.76,35.10,20.19,-23.33,-16.85,4.10,10.05,14.30,666.00,-29.58,21.01,0.35,25.08
3.31,-45.34,12.46,81.99,80.17,666.00,-48.13,25.26,18.89,-27.43,-16.82,5.20,9.98,14.62,666.00,-30.86,20.28,0.96,25.17
3.44,-114.58,22.17,93.92,86.70,666.00,-50.83,29.13,26.88,-33.35,-16.58,5.13,9.95,14.84,666.00,-30.74,19.40,0.81,24.41
3.57,-160.57,184.38,110.99,110.77,666.00,-59.33,25.98,16.62,-32.83,-16.99,5.51,9.94,15.15,666.00,-31.35,17.42,1.28,24.82
3.71,173.97,183.05,123.78,119.58,666.00,-61.38,25.38,13.61,-33.10,-17.19,4.92,9.94,15.85,666.00,-31.80,14.21,1.74,25.12
3.85,178.97,180.80,134.86,128.82,666.00,-65.75,23.25,24.45,-36.91,-17.47,4.63,10.25,16.23,666.00,-32.49,13.16,1.74,25.08
3.98,177.01,179.43,146.62,147.48,666.00,-75.62,22.45,12.92,-31.98,-17.85,5.20,10.68,16.50,666.00,-32.51,11.81,2.02,25.18
4.11,171.38,178.10,168.88,157.78,666.00,-78.98,18.14,12.21,-25.42,-18.29,6.13,12.64,17.64,666.00,-32.13,16.04,2.27,25.96
4.25,159.13,177.22,-158.89,168.75,666.00,-81.03,18.41,29.52,-22.94,-21.48,7.09,7.91,18.21,666.00,-32.18,17.47,2.43,26.63
4.38,159.97,178.00,-152.62,183.03,666.00,-85.77,16.89,21.99,-22.80,-20.52,7.43,4.92,19.00,666.00,-32.13,18.85,2.90,26.54
4.51,158.08,177.53,-155.77,182.50,666.00,-85.63,16.22,26.49,-22.60,-19.91,7.96,4.32,18.08,666.00,-32.61,17.76,3.86,27.15
4.65,155.45,176.40,-159.21,180.37,666.00,93.91,14.38,16.71,-22.12,-19.97,6.94,5.55,17.78,666.00,-33.06,18.19,3.46,27.34
4.78,168.42,174.60,167.55,172.46,666.00,-83.54,18.59,20.15,-20.66,-18.98,6.28,12.57,17.68,666.00,-32.21,19.32,3.07,27.42
4.92,174.29,175.17,152.77,172.42,666.00,-82.95,23.17,7.57,-20.10,-17.35,5.73,12.12,18.08,666.00,-32.53,15.36,3.76,26.72
5.05,173.97,176.33,146.01,159.66,666.00,-77.87,16.17,5.86,-19.62,-17.69,4.72,11.63,17.02,666.00,-31.31,15.45,3.70,27.31
5.20,176.90,176.09,131.35,145.50,666.00,-69.86,22.54,13.46,-22.68,-18.02,3.79,11.12,15.68,666.00,-30.30,15.39,3.28,27.24
5.33,175.16,175.56,119.75,142.23,666.00,-67.91,21.03,12.24,-21.38,-17.93,3.34,11.00,15.46,666.00,-29.52,15.66,3.19,27.42
5.47,-168.22,172.88,114.22,133.07,666.00,-61.20,23.69,7.44,-16.31,-17.85,3.31,11.47,15.17,666.00,-28.86,14.70,3.10,26.61
