Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.21,6.07,0.00,11.40,0.00,68.46,0.00,23.61,77.02,-77.46,12.26,0.00,16.50,0.00,64.11,10.00,27.46,0.00,0.00
0.34,6.24,0.00,11.43,0.00,68.47,0.00,23.56,77.19,-77.80,12.28,0.00,16.62,0.00,64.18,10.00,27.51,0.00,0.00
0.47,6.50,92.61,11.66,91.63,68.29,1.43,23.83,77.19,-77.80,12.29,-87.39,16.76,88.37,64.25,1.43,27.55,0.00,0.00
0.57,6.53,10.12,11.75,10.94,68.30,19.35,23.89,7.22,-31.45,12.35,-87.39,16.85,88.37,64.15,1.43,27.67,0.00,0.00
0.69,6.60,10.12,11.84,10.94,68.26,19.35,23.95,7.22,-31.45,12.37,-87.39,16.87,88.37,64.12,1.43,27.71,0.00,0.00
0.80,6.67,10.12,11.91,10.94,68.20,19.35,24.02,7.22,-31.45,12.44,-2.30,16.94,24.23,64.06,6.20,27.80,17.85,-24.33
0.89,6.74,10.05,11.97,11.05,68.16,19.49,24.05,7.22,-31.45,12.45,-2.45,16.94,24.10,64.12,6.08,27.74,17.85,-24.33
0.98,6.80,10.05,12.00,11.05,68.11,19.49,24.10,7.22,-31.45,12.39,-2.45,16.91,24.10,64.28,6.08,27.60,17.85,-24.33
1.06,6.90,9.74,12.07,11.21,67.94,19.52,24.24,7.57,-31.55,12.38,-2.45,16.91,24.10,64.46,6.08,27.42,17.85,-24.33
1.16,6.88,9.74,12.07,11.21,68.02,19.52,24.18,7.57,-31.55,12.39,-2.59,16.90,24.09,64.46,5.40,27.41,17.91,-23.69
1.27,6.83,9.53,12.03,11.46,68.04,19.55,24.13,7.57,-31.55,12.30,-2.79,16.78,23.85,64.42,5.43,27.42,17.91,-23.69
1.44,6.78,9.53,11.95,11.46,68.22,19.55,23.94,7.57,-31.55,12.19,-2.63,16.63,23.65,64.75,4.47,27.05,17.67,-22.62
1.53,6.72,9.53,11.84,11.46,68.28,19.55,23.79,7.57,-31.55,12.05,-2.63,16.46,23.65,64.94,4.47,26.85,17.67,-22.62
1.68,6.68,9.53,11.79,11.46,68.29,19.55,23.80,7.57,-31.55,12.01,-2.63,16.40,23.65,65.08,4.47,26.68,17.48,-22.17
1.78,6.71,9.53,11.73,11.46,68.25,19.55,23.87,7.57,-31.55,12.02,-2.63,16.41,23.65,65.13,4.47,26.61,17.48,-22.17
1.87,6.77,9.50,11.75,11.29,68.09,20.10,24.03,7.57,-31.55,12.02,-3.02,16.41,23.70,65.28,3.85,26.41,17.48,-22.17
1.99,6.75,9.50,11.74,11.29,68.09,20.10,24.05,7.57,-31.55,11.97,-2.42,16.35,24.22,65.42,4.48,26.26,17.60,-22.67
2.07,6.72,9.37,11.76,11.42,68.13,19.99,24.05,7.57,-31.55,11.85,-2.46,16.24,24.11,65.64,4.63,26.00,17.60,-22.67
2.17,6.72,9.37,11.83,11.42,68.17,19.99,24.00,7.45,-31.85,11.46,-2.46,16.00,24.11,67.68,4.63,23.15,17.60,-22.67
2.24,6.86,10.13,12.00,12.98,68.05,19.35,24.00,7.62,-31.27,11.06,-2.46,16.01,24.11,69.39,4.63,20.63,17.60,-22.67
2.32,6.90,10.13,12.14,13.30,67.77,19.38,24.36,7.82,-31.33,10.93,-2.46,16.41,24.11,70.00,4.63,20.08,17.60,-22.67
2.41,6.88,10.13,12.19,13.30,67.94,19.38,24.14,7.82,-31.33,10.93,-2.46,16.89,24.11,70.48,4.63,19.68,14.37,-21.36
2.50,6.86,10.13,12.23,13.30,68.07,19.38,24.13,7.82,-31.33,10.94,-2.46,17.07,24.11,70.63,4.63,19.57,14.20,-21.67
2.63,6.77,10.62,12.18,12.91,68.31,20.86,23.84,7.19,-32.67,10.90,-2.46,17.20,24.11,67.85,4.63,23.57,14.20,-21.67
2.73,6.66,10.25,12.18,13.00,68.23,20.16,24.07,7.19,-32.67,10.83,-2.38,17.29,24.16,71.44,5.38,18.75,14.20,-21.67
2.82,5.91,13.16,11.94,13.82,68.63,25.63,24.15,5.91,-37.62,10.82,-2.38,17.35,24.16,71.47,5.38,18.81,14.20,-21.67
2.91,3.62,15.72,11.25,13.79,71.01,32.24,22.45,5.10,-43.72,10.81,-2.38,17.36,24.16,71.38,5.38,18.94,14.20,-21.67
3.00,0.20,15.72,10.88,13.79,73.32,32.24,20.82,5.10,-43.72,10.96,-2.38,17.40,24.16,71.21,5.38,19.13,14.41,-21.03
3.09,3.95,13.70,11.97,14.18,76.23,30.40,19.36,5.10,-43.72,10.91,-3.12,17.37,24.23,71.22,7.42,19.16,14.41,-21.03
3.20,10.73,31.58,16.07,18.38,78.68,13.32,19.34,18.56,-61.31,10.76,-3.12,17.31,24.23,71.27,7.42,19.19,14.41,-21.03
3.29,21.31,41.53,24.48,22.70,80.49,11.34,18.76,28.14,-64.86,10.73,-3.12,17.47,24.23,71.35,7.42,19.30,14.41,-21.03
3.38,29.03,41.53,31.49,22.70,82.60,11.34,18.01,28.14,-64.86,10.67,-1.27,17.58,27.47,71.38,10.66,19.38,16.97,-21.13
3.47,33.35,39.61,35.43,21.99,82.85,11.88,17.64,28.14,-64.86,10.73,-2.12,17.59,28.61,71.38,13.55,19.35,16.97,-21.13
3.56,39.03,39.38,40.97,22.09,81.66,11.96,19.27,28.14,-64.86,10.66,-2.05,17.61,28.74,71.42,13.79,19.35,16.97,-21.13
3.64,50.61,64.22,52.16,38.78,91.91,9.26,19.57,51.63,-66.04,10.69,-2.05,17.71,28.74,71.41,13.79,19.48,16.97,-21.13
3.73,55.95,64.22,57.41,38.78,89.36,9.26,21.26,51.63,-66.04,10.51,-2.05,17.78,28.74,71.56,13.79,19.45,15.99,-20.37
3.82,61.81,63.47,63.28,36.66,90.19,9.81,24.99,51.63,-66.04,10.65,-3.01,17.94,29.49,71.29,14.92,19.78,15.99,-20.37
3.96,69.96,63.47,70.98,36.66,99.12,9.81,25.34,51.63,-66.04,11.07,-3.09,18.07,29.18,71.12,15.61,19.94,15.70,-20.86
4.09,81.70,63.47,82.14,36.66,104.18,9.81,25.21,51.63,-66.04,11.22,-2.89,17.74,28.84,70.77,15.48,20.17,15.34,-20.95
4.17,81.81,63.47,82.16,36.66,97.87,9.81,26.86,11.98,18.72,11.27,-2.89,17.57,28.84,70.55,15.48,20.37,15.34,-20.95
4.28,92.51,92.00,92.43,95.10,109.82,9.03,26.08,15.95,19.98,11.29,-2.89,17.58,28.84,70.53,15.48,20.39,15.34,-20.95
4.38,88.62,89.72,88.67,89.23,98.01,9.32,20.70,15.95,19.98,11.34,-5.73,17.68,29.83,70.58,18.99,20.39,15.34,-20.95
4.52,86.95,95.36,87.08,103.79,96.41,8.43,21.49,21.00,19.53,11.38,-5.73,17.76,29.83,70.52,18.99,20.49,15.34,-20.95
4.63,88.67,95.36,88.77,103.79,87.30,8.43,27.33,11.02,25.62,11.32,-5.73,17.87,29.83,70.50,18.99,20.54,15.34,-20.95
4.71,92.80,95.36,92.60,103.79,89.11,8.43,27.17,11.02,25.62,10.97,-4.69,17.74,30.08,70.37,17.68,20.66,15.40,-21.30
4.79,96.16,95.36,95.73,103.79,90.62,8.43,26.54,11.02,25.62,12.71,-4.69,18.92,30.08,68.94,17.68,21.96,15.40,-21.30
4.87,97.82,95.36,97.31,103.79,90.13,8.43,25.84,11.02,25.62,12.68,-4.69,18.98,30.08,69.06,17.68,21.83,15.92,-21.11
4.97,100.69,95.36,100.08,103.79,93.96,8.43,24.65,11.02,25.62,13.15,-4.69,19.25,30.08,68.59,17.68,22.22,15.92,-21.11
5.07,104.16,95.36,103.41,103.79,92.17,8.43,24.55,11.02,25.62,13.05,-3.12,19.17,30.02,68.75,16.26,22.04,15.56,-22.05
5.16,105.81,91.03,104.99,92.97,90.65,8.26,24.44,11.02,25.62,12.96,-8.07,19.13,31.28,68.96,23.24,21.81,15.56,-22.05
5.24,107.71,91.03,106.80,92.97,88.81,8.26,23.86,11.02,25.62,12.70,-8.07,18.98,31.28,69.31,23.24,21.47,15.56,-22.05
5.33,109.88,113.73,109.01,136.54,90.10,3.87,22.37,32.00,21.06,13.02,-8.07,19.15,31.28,69.07,23.24,21.68,15.56,-22.05
5.42,112.20,113.73,111.29,136.54,90.36,3.87,21.21,32.00,21.06,12.59,-7.94,18.92,31.09,69.51,22.92,21.31,15.35,-21.82
5.53,114.62,112.49,113.65,134.67,91.05,3.90,20.61,32.00,21.06,12.53,-9.01,18.92,31.65,69.58,24.68,21.24,15.35,-21.82
5.62,116.37,118.53,115.28,139.65,90.21,3.02,20.38,37.49,18.89,12.47,-9.01,18.90,31.65,69.62,24.68,21.17,15.35,-21.82
5.71,116.61,118.53,115.47,139.65,88.69,3.02,20.47,37.49,18.89,12.49,-9.01,18.99,31.65,69.61,24.68,21.16,15.52,-21.52
5.81,118.26,118.53,117.05,139.65,88.53,3.02,20.19,37.49,18.89,12.56,-9.01,19.07,31.65,69.56,24.68,21.19,15.52,-21.52
5.89,120.20,124.78,118.93,144.99,87.93,1.99,20.06,43.29,16.36,12.57,-9.01,19.16,31.65,69.52,24.68,21.22,15.52,-21.52
5.98,122.86,124.78,121.56,144.99,88.74,1.99,19.48,43.29,16.36,13.36,-9.01,19.62,31.65,68.73,24.68,21.87,15.53,-21.62
6.06,125.27,124.78,123.99,144.99,89.91,1.99,19.13,43.29,16.36,14.10,-9.01,20.05,31.65,68.10,24.68,22.39,15.53,-21.62
6.15,126.62,130.13,125.33,148.99,88.96,1.46,19.26,48.31,14.15,13.70,-9.01,19.72,31.65,68.00,24.68,22.45,15.53,-21.62
6.24,127.27,130.13,125.95,148.99,87.99,1.46,19.95,48.31,14.15,14.06,-8.53,19.95,31.77,67.75,25.09,22.68,15.58,-22.76
6.35,129.61,129.28,128.17,147.33,89.04,1.28,20.23,48.31,14.15,13.95,-8.99,19.85,32.28,67.58,26.69,22.81,15.58,-22.76
6.45,131.89,135.02,130.38,150.72,88.84,0.47,20.18,53.63,10.06,14.03,-8.99,19.88,32.28,67.39,26.69,22.96,15.58,-22.76
6.53,133.90,135.02,132.26,150.72,88.96,0.47,19.57,53.63,10.06,13.50,-8.99,19.55,32.28,68.04,26.69,22.37,16.46,-20.39
6.62,134.84,135.02,133.10,150.72,87.27,0.47,19.43,53.63,10.06,13.27,-8.99,19.40,32.28,68.54,26.69,21.89,16.46,-20.39
6.71,136.23,140.94,134.20,152.68,87.15,3.82,20.72,58.96,10.15,13.02,-8.99,19.25,32.28,68.89,26.69,21.57,16.46,-20.39
6.82,137.27,140.94,135.10,152.68,85.89,3.82,21.36,58.96,10.15,12.82,-8.99,19.15,32.28,69.24,26.69,21.26,16.09,-19.54
6.90,139.07,140.94,136.83,152.68,86.05,3.82,20.99,12.72,25.71,12.82,-8.99,19.18,32.28,69.28,26.69,21.20,16.09,-19.54
7.01,141.79,140.94,139.31,152.68,87.22,3.82,21.23,12.72,25.71,12.81,-8.52,19.19,31.55,69.41,29.14,21.05,15.33,-22.27
7.10,144.32,141.65,141.70,152.36,87.84,4.40,21.29,12.72,25.71,12.82,-7.62,19.21,31.71,69.56,28.09,20.87,15.33,-22.27
7.19,146.46,141.65,143.89,152.36,87.67,4.40,19.93,9.60,26.52,12.83,-7.62,19.22,31.71,69.80,28.09,20.63,15.33,-22.27
7.29,148.37,141.65,146.00,152.36,88.04,4.40,18.80,9.60,26.52,12.96,-7.54,19.35,31.68,69.77,28.31,20.65,15.30,-22.59
7.38,150.12,141.37,147.80,152.33,87.53,3.96,18.18,9.60,26.52,13.08,-7.82,19.44,31.57,69.59,28.99,20.83,15.30,-22.59
7.46,151.50,141.37,149.06,152.33,87.10,3.96,18.16,10.22,27.54,13.13,-7.82,19.55,31.57,69.45,28.99,20.99,15.30,-22.59
7.56,153.25,141.37,150.62,152.33,87.50,3.96,18.39,10.22,27.54,13.21,-7.67,19.73,31.40,69.36,29.51,21.11,15.12,-23.24
7.66,154.38,140.78,151.63,152.11,87.05,3.84,18.38,10.22,27.54,13.23,-8.30,19.85,31.61,69.20,30.27,21.28,15.12,-23.24
7.75,155.61,140.78,152.85,152.11,87.60,3.84,18.53,12.23,28.01,13.33,-8.30,19.84,31.61,69.07,30.27,21.40,15.12,-23.24
7.84,155.89,140.78,153.02,152.11,86.05,3.84,18.64,12.23,28.01,13.19,-8.22,19.82,31.59,69.34,30.49,21.13,15.09,-23.56
7.93,156.38,139.63,153.25,151.66,85.68,3.87,18.77,12.23,28.01,13.08,-9.44,19.85,32.13,69.53,31.73,20.95,15.09,-23.56
8.02,156.89,139.63,153.62,151.66,86.25,3.87,18.61,13.31,27.74,13.05,-9.44,19.87,32.13,69.69,31.73,20.81,15.09,-23.56
8.14,157.06,139.63,153.68,151.66,86.36,3.87,18.57,13.31,27.74,13.20,-9.50,20.03,31.46,69.70,32.92,20.79,14.44,-24.31
8.25,157.81,139.63,154.57,151.66,87.14,3.87,17.93,13.02,27.37,13.03,-9.50,19.97,31.46,69.74,32.92,20.78,14.44,-24.31
8.36,158.17,139.63,154.97,151.66,87.50,3.87,17.86,13.02,27.37,12.96,-9.50,19.82,31.46,69.70,32.92,20.82,16.06,-21.91
8.46,158.77,139.63,156.00,151.66,88.50,3.87,17.19,12.73,27.04,12.67,-9.50,19.41,31.46,69.72,32.92,20.84,16.06,-21.91
8.55,158.60,158.35,156.09,159.42,88.98,14.81,17.01,18.65,25.08,12.58,-9.50,19.23,31.46,69.79,32.92,20.75,16.06,-21.91
8.64,157.65,158.35,155.22,159.42,88.23,14.81,17.07,18.65,25.08,12.82,-9.50,19.37,31.46,69.81,32.92,20.70,16.06,-22.70
8.73,156.23,158.35,153.53,159.42,87.51,14.81,17.84,20.33,23.33,13.19,-9.50,19.86,31.46,69.73,32.92,20.77,16.06,-22.70
8.82,156.11,156.00,153.89,158.88,88.34,13.57,17.10,18.45,24.78,12.88,-9.50,19.39,31.46,69.75,32.92,20.74,16.06,-22.70
8.93,155.33,156.00,153.55,158.88,88.60,13.57,16.44,18.45,24.78,12.83,-9.50,19.24,31.46,69.75,32.92,20.71,15.63,-23.33
9.01,153.65,156.00,152.12,158.88,87.79,13.57,16.37,20.20,23.50,12.79,-9.50,19.16,31.46,69.73,32.92,20.70,15.63,-23.33
9.10,152.36,152.43,151.03,157.64,87.02,12.05,16.32,17.43,25.12,12.87,-9.50,19.24,31.46,69.66,32.92,20.73,15.63,-23.33
