Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.11,4.25,0.00,8.22,0.00,0.00,0.00,19.10,0.00,0.00,6.72,0.00,14.03,0.00,0.00,10.00,22.32,0.00,0.00
1.20,2.38,0.00,7.72,0.00,0.00,0.00,19.57,0.00,0.00,5.00,0.00,12.65,0.00,0.00,10.00,23.37,0.00,0.00
1.32,2.24,0.00,7.61,0.00,0.00,0.00,19.67,0.00,0.00,4.86,84.10,12.52,-32.44,0.00,147.37,23.63,84.11,84.48
1.46,2.00,98.99,7.43,-156.69,0.00,156.38,19.47,81.03,81.87,4.90,84.10,12.67,-32.44,0.00,147.37,24.11,84.11,84.48
1.57,1.92,98.99,7.35,-156.69,0.00,156.38,19.22,81.03,81.87,4.96,84.10,12.75,-32.44,0.00,147.37,24.25,84.11,84.48
1.66,1.93,98.99,7.29,-156.69,0.00,156.38,19.15,81.03,81.87,5.02,84.10,12.69,-32.44,0.00,147.37,24.07,84.11,84.48
1.76,1.90,17.54,7.28,9.04,0.00,79.88,19.25,81.03,81.87,5.06,6.80,12.62,4.22,0.00,103.13,23.99,84.11,84.48
1.88,1.87,17.47,7.27,9.07,0.00,79.87,19.24,81.02,81.94,5.07,6.80,12.58,4.22,0.00,103.13,24.02,84.11,84.48
1.98,1.71,17.49,7.08,9.26,0.00,79.67,19.09,81.02,81.94,5.19,6.77,12.73,3.99,0.00,103.32,24.14,84.11,84.48
2.06,1.63,17.49,7.00,9.26,0.00,79.67,18.94,81.02,81.94,5.28,6.77,12.70,3.99,0.00,103.32,24.13,84.11,84.48
2.17,1.57,17.14,6.90,8.93,0.00,79.53,18.73,81.39,82.34,5.33,6.77,12.51,3.99,0.00,103.32,24.03,84.11,84.48
2.26,1.19,17.14,6.62,9.09,0.00,78.48,17.78,81.39,82.34,4.96,6.54,11.63,3.64,0.00,104.30,22.16,84.11,84.48
2.34,1.10,17.14,7.14,9.09,0.00,78.48,16.31,81.39,82.34,4.70,6.54,10.89,3.64,0.00,104.30,18.99,84.11,84.48
2.44,1.07,17.14,7.06,9.09,0.00,78.48,14.20,81.39,82.34,4.77,5.35,10.56,1.67,0.00,103.95,17.65,85.73,86.11
2.53,1.46,17.14,7.51,9.09,0.00,78.48,13.33,81.39,82.34,5.22,5.35,11.15,1.67,0.00,103.95,16.89,21.44,10.04
2.64,1.51,17.14,7.86,9.09,0.00,78.48,13.37,16.78,31.14,5.22,5.35,11.48,1.67,0.00,103.95,16.73,21.44,10.04
2.72,1.66,17.14,7.98,9.09,0.00,78.48,13.74,16.78,31.14,5.54,3.77,11.78,1.83,0.00,33.93,17.56,22.64,8.10
2.79,1.66,17.14,6.82,9.09,0.00,78.48,13.67,16.78,31.14,6.15,3.77,12.48,1.83,0.00,33.93,18.58,22.64,8.10
2.89,1.94,20.19,5.91,9.02,0.00,36.81,13.48,16.78,31.14,6.17,6.45,13.22,1.56,0.00,36.07,18.82,22.64,8.10
2.98,1.98,20.19,5.09,9.02,0.00,36.81,14.99,14.71,22.46,5.42,6.45,13.41,1.56,0.00,36.07,18.65,22.64,8.10
3.07,2.43,20.19,5.56,9.02,0.00,36.81,16.12,14.71,22.46,3.86,6.45,13.81,1.56,0.00,36.07,18.02,22.64,8.10
3.15,2.52,20.19,5.94,9.02,0.00,36.81,17.19,14.71,22.46,4.16,6.45,12.66,1.56,0.00,36.07,18.05,25.23,7.13
3.24,2.65,20.19,7.06,9.02,0.00,36.81,15.87,14.71,22.46,4.19,6.45,11.24,1.56,0.00,36.07,19.66,25.23,7.13
3.32,2.20,20.19,7.29,9.02,0.00,36.81,15.69,17.79,31.44,4.47,6.45,10.83,1.56,0.00,36.07,20.59,25.23,7.13
3.41,1.88,20.19,7.13,9.02,0.00,36.81,16.64,17.79,31.44,5.04,6.45,11.20,1.56,0.00,36.07,20.92,25.23,7.13
3.50,1.83,20.19,7.33,9.02,0.00,36.81,16.95,17.79,31.44,5.55,6.45,11.44,1.56,0.00,36.07,20.79,26.54,11.18
3.59,2.08,18.75,7.53,9.67,0.00,32.27,17.40,17.79,31.44,5.80,5.71,11.47,1.77,0.00,27.37,20.67,26.54,11.18
3.71,2.24,16.89,7.65,9.16,0.00,28.41,17.71,19.11,30.02,5.80,5.71,11.43,1.77,0.00,27.37,21.10,26.54,11.18
3.82,2.31,16.96,7.75,9.05,0.00,29.13,18.15,19.11,30.02,5.77,5.66,11.44,1.75,0.00,28.07,21.80,26.54,11.18
3.92,2.45,17.38,7.84,9.30,0.00,30.26,18.67,18.88,30.87,5.72,5.66,11.44,1.75,0.00,28.07,21.83,26.54,11.18
4.03,2.49,17.38,7.92,9.30,0.00,30.26,18.99,18.88,30.87,5.69,6.86,11.50,1.89,0.00,29.02,21.77,25.41,10.95
4.12,2.48,17.38,7.94,9.30,0.00,30.26,19.15,18.88,30.87,5.77,6.86,11.65,1.89,0.00,29.02,22.11,25.41,10.95
4.21,2.48,17.82,7.92,9.24,0.00,30.77,19.21,18.47,32.05,5.71,6.86,11.70,1.89,0.00,29.02,22.36,25.41,10.95
4.31,2.48,17.82,7.87,9.24,0.00,30.77,19.25,18.47,32.05,5.71,6.83,11.77,1.79,0.00,29.15,22.48,25.49,10.59
4.44,2.57,17.48,7.87,8.99,0.00,32.61,19.14,18.47,32.05,5.73,6.17,11.82,1.67,0.00,30.83,22.53,25.49,10.59
4.54,2.61,17.48,7.86,8.99,0.00,32.61,19.10,18.47,32.05,5.78,6.17,11.83,1.67,0.00,30.83,22.72,25.49,10.59
4.65,2.63,17.48,7.87,8.99,0.00,32.61,19.21,18.47,32.05,5.83,6.17,11.92,1.67,0.00,30.83,22.88,25.49,10.59
4.73,2.83,17.48,7.85,8.99,0.00,32.61,18.76,18.47,32.05,5.83,5.89,12.00,1.37,0.00,31.03,23.00,25.89,10.55
4.83,2.87,17.48,7.81,8.99,0.00,32.61,18.70,18.47,32.05,5.84,5.89,12.07,1.37,0.00,31.03,23.07,29.44,15.05
4.93,2.91,17.48,7.89,8.99,0.00,32.61,18.76,21.51,31.13,5.73,5.89,12.14,1.37,0.00,31.03,23.19,29.44,15.05
5.02,2.96,17.48,8.00,8.99,0.00,32.61,19.18,21.51,31.13,5.74,5.87,12.17,1.16,0.00,24.78,23.42,29.54,15.56
5.11,2.77,17.48,7.87,8.99,0.00,32.61,19.06,21.51,31.13,5.82,5.87,12.25,1.16,0.00,24.78,23.37,29.07,13.36
5.22,2.56,17.48,7.72,8.99,0.00,32.61,19.69,22.76,32.19,5.95,5.87,12.33,1.16,0.00,24.78,23.22,29.07,13.36
5.30,2.26,17.48,7.44,8.99,0.00,32.61,19.09,22.76,32.19,6.19,6.18,12.45,2.34,0.00,24.69,23.04,28.30,13.10
5.39,2.11,17.48,7.30,8.99,0.00,32.61,19.02,22.76,32.19,6.21,6.18,12.54,2.34,0.00,24.69,22.92,29.08,13.41
5.50,2.07,17.48,7.21,8.99,0.00,32.61,19.07,23.10,32.80,6.33,6.18,12.80,2.34,0.00,24.69,22.95,29.08,13.41
5.59,2.01,17.48,7.16,8.99,0.00,32.61,19.08,23.10,32.80,6.42,6.06,13.05,2.99,0.00,26.64,23.04,28.88,12.68
5.68,1.99,17.48,7.16,8.99,0.00,32.61,19.01,23.10,32.80,6.48,6.06,13.16,2.99,0.00,26.64,23.05,28.79,12.67
5.79,2.02,17.48,7.24,8.99,0.00,32.61,18.94,23.10,32.80,6.49,6.06,13.18,2.99,0.00,26.64,23.04,28.79,12.67
5.88,2.09,17.48,7.25,8.99,0.00,32.61,19.00,23.10,32.80,6.48,5.98,13.21,2.45,0.00,26.64,22.98,29.10,13.35
5.97,2.09,17.48,7.22,8.99,0.00,32.61,19.05,23.10,32.80,6.46,5.98,13.21,2.45,0.00,26.64,22.88,28.10,9.71
6.08,2.07,17.48,7.16,8.99,0.00,32.61,19.02,22.89,32.61,6.42,5.98,13.21,2.45,0.00,26.64,22.68,28.10,9.71
6.18,2.14,17.48,7.14,8.99,0.00,32.61,19.14,22.89,32.61,5.75,6.15,12.89,2.31,0.00,28.25,22.06,28.01,9.90
6.27,2.14,17.48,7.11,8.99,0.00,32.61,19.00,22.89,32.61,5.82,6.15,12.96,2.31,0.00,28.25,22.02,27.91,8.66
6.37,2.13,17.48,7.08,8.99,0.00,32.61,19.01,22.58,31.48,5.93,6.15,13.01,2.31,0.00,28.25,22.03,27.91,8.66
6.47,2.14,17.48,7.04,8.99,0.00,32.61,18.97,22.58,31.48,6.02,6.27,13.04,2.04,0.00,29.10,22.08,27.93,8.99
6.56,2.08,17.67,6.98,9.22,0.00,30.28,18.64,22.58,31.48,6.05,6.31,13.06,1.67,0.00,29.86,22.10,27.93,8.99
6.65,2.10,17.67,7.01,9.22,0.00,30.28,18.77,22.58,31.48,6.04,6.31,13.03,1.67,0.00,29.86,22.13,27.93,8.99
6.74,2.09,17.67,7.00,9.22,0.00,30.28,18.79,22.58,31.48,6.02,6.44,13.00,1.67,0.00,29.97,22.12,27.82,8.98
6.84,2.05,17.67,6.96,9.22,0.00,30.28,18.93,22.58,31.48,6.00,6.44,12.96,1.67,0.00,29.97,22.09,27.98,9.01
6.95,2.01,17.67,6.92,9.22,0.00,30.28,19.08,23.14,31.96,5.89,6.44,12.88,1.67,0.00,29.97,21.98,27.98,9.01
7.04,2.00,17.67,6.86,9.22,0.00,30.28,19.44,23.14,31.96,5.88,6.42,12.82,1.65,0.00,29.80,22.00,28.01,9.03
7.13,2.00,16.93,6.83,9.48,0.00,29.52,18.89,23.14,31.96,5.84,5.91,12.74,1.61,0.00,28.50,21.95,28.01,9.03
7.21,2.05,16.93,6.85,9.48,0.00,29.52,18.67,23.14,31.96,5.88,5.91,12.70,1.61,0.00,28.50,21.92,28.01,9.03
7.32,2.11,16.93,6.88,9.48,0.00,29.52,18.58,23.14,31.96,5.88,5.91,12.68,1.61,0.00,28.50,21.81,27.96,9.36
7.44,1.96,17.05,6.77,9.05,0.00,28.95,18.53,22.82,33.46,5.94,5.91,12.64,1.61,0.00,28.50,21.92,27.96,9.36
7.53,2.02,17.05,6.75,9.05,0.00,28.95,18.53,22.82,33.46,5.93,5.91,12.63,1.61,0.00,28.50,21.96,27.81,9.42
