Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
10.38,74.34,17.87,80.75,84.39,14.71,30.34,0.00,0.00,0.00,0.00,0.00,0.00
20.48,103.25,41.92,144.75,52.73,49.56,89.17,0.00,0.00,0.00,0.00,0.00,0.00
30.58,75.85,26.34,122.29,49.40,49.51,78.89,0.00,0.00,0.00,0.00,0.00,0.00
40.69,92.42,31.99,82.97,81.54,16.51,25.37,0.00,0.00,0.00,0.00,0.00,0.00
50.80,91.34,37.43,19.56,81.83,17.10,24.17,0.00,0.00,0.00,0.00,0.00,0.00
60.89,70.96,25.11,80.31,87.08,19.37,44.13,0.00,0.00,0.00,0.00,0.00,0.00
70.98,61.37,35.32,108.13,68.28,39.10,110.65,0.00,0.00,0.00,0.00,0.00,0.00
81.07,66.80,28.83,120.82,73.68,38.43,119.89,0.00,0.00,0.00,0.00,0.00,0.00
91.15,79.28,27.38,90.55,82.56,38.94,134.70,0.00,0.00,0.00,0.00,0.00,0.00
101.25,81.70,19.55,105.56,94.70,41.23,130.30,0.00,0.00,0.00,0.00,0.00,0.00
111.34,78.06,15.11,90.95,76.22,29.46,110.32,0.00,0.00,0.00,0.00,0.00,0.00
121.42,82.30,29.54,70.83,96.55,20.67,29.38,0.00,0.00,0.00,0.00,0.00,0.00
131.51,129.85,70.81,151.12,51.95,66.96,156.17,0.00,0.00,0.00,0.00,0.00,0.00
