Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
1.20,1.67,0.00,18.81,0.00,40.75,0.00,125.69,0.00,0.00,10.90,0.00,17.66,0.00,66.21,10.00,24.94,0.00,0.00
1.40,5.55,0.00,22.53,0.00,46.35,0.00,129.38,0.00,0.00,11.02,0.00,15.69,0.00,68.16,10.00,22.30,0.00,0.00
1.50,7.76,0.00,23.94,0.00,46.86,0.00,131.07,0.00,0.00,10.78,0.00,14.91,0.00,65.92,10.00,24.80,0.00,0.00
1.59,10.27,0.00,24.75,0.00,47.76,0.00,132.72,0.00,0.00,9.48,0.00,13.90,0.00,66.19,10.00,24.43,0.00,0.00
1.68,10.50,0.00,24.70,0.00,48.07,0.00,133.14,0.00,0.00,9.25,0.00,13.97,0.00,67.00,10.00,23.62,0.00,0.00
1.81,10.13,0.00,23.81,0.00,47.79,0.00,132.84,0.00,0.00,8.60,0.00,13.99,0.00,67.91,10.00,22.82,0.00,0.00
1.91,8.15,0.00,22.49,0.00,47.03,0.00,131.45,0.00,0.00,8.08,0.00,14.46,0.00,67.87,10.00,22.97,0.00,0.00
2.00,6.63,0.00,22.08,0.00,44.01,0.00,126.07,0.00,0.00,9.03,0.00,14.85,0.00,66.99,10.00,23.64,0.00,0.00
2.11,4.70,0.00,26.05,0.00,39.55,0.00,95.36,0.00,0.00,8.53,0.00,15.07,0.00,67.73,10.00,23.05,0.00,0.00
2.20,10.88,0.00,17.44,0.00,31.85,0.00,65.67,0.00,0.00,9.66,0.00,15.15,0.00,66.70,10.00,23.91,0.00,0.00
2.28,10.59,0.00,15.82,0.00,57.67,0.00,35.37,0.00,0.00,9.76,0.00,15.37,0.00,66.48,10.00,24.16,0.00,0.00
2.37,11.50,0.00,15.99,0.00,66.75,0.00,25.28,0.00,0.00,9.88,0.00,15.50,0.00,66.20,10.00,24.44,0.00,0.00
2.49,14.21,0.00,18.18,0.00,69.05,0.00,22.42,0.00,0.00,10.26,0.00,15.73,0.00,65.77,10.00,24.84,0.00,0.00
2.61,14.60,0.00,18.46,0.00,68.57,0.00,22.93,0.00,0.00,10.82,0.00,16.33,0.00,66.39,10.00,24.10,28.63,1.54
2.71,13.65,-178.04,17.38,153.16,65.49,98.48,26.64,65.83,1.48,11.44,0.00,17.21,0.00,66.98,10.00,23.40,28.63,1.54
2.81,12.50,-178.04,16.28,153.16,65.34,98.48,26.95,65.83,1.48,11.31,0.00,17.20,0.00,67.25,10.00,23.18,28.63,1.54
2.92,12.00,-178.04,15.77,153.16,65.68,98.48,26.37,0.00,1.57,11.21,0.00,17.08,0.00,66.88,10.00,23.63,28.63,1.54
