Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
1.55,85.77,15.87,24.95,90.72,20.86,29.29,0.00,0.00,0.00,0.00,0.00,0.00
1.66,87.23,13.28,23.92,89.66,20.87,29.71,96.12,102.18,102.18,0.00,0.00,0.00
1.76,86.85,14.00,24.37,89.57,20.82,29.28,78.04,11.96,102.18,164.73,90.73,0.00
1.85,86.59,14.30,24.54,89.61,20.86,29.49,78.09,11.91,102.10,164.73,90.73,0.00
1.95,86.36,14.41,24.24,89.66,20.83,29.30,78.09,11.91,102.10,164.73,90.73,0.00
2.02,86.37,14.55,24.47,89.67,20.89,29.62,78.11,11.90,102.10,164.95,90.68,0.00
2.09,86.37,14.58,24.59,89.69,20.90,29.62,78.19,11.81,102.10,165.05,90.80,0.00
2.15,86.34,14.58,24.56,89.67,20.89,29.74,78.11,11.90,102.10,164.95,90.68,0.00
2.23,86.32,14.60,24.52,89.66,20.91,29.80,77.98,12.02,102.10,165.30,90.52,0.00
2.29,86.29,14.63,24.55,89.67,20.87,29.70,77.98,12.02,102.10,165.30,90.52,0.00
2.35,86.29,14.60,24.51,89.66,20.92,29.73,77.98,12.02,102.10,165.30,90.52,0.00
2.41,86.23,14.62,24.47,89.78,20.91,29.80,77.98,12.02,102.10,165.30,90.52,0.00
2.49,86.24,14.60,24.39,89.76,20.92,29.84,77.65,12.36,102.31,165.30,90.52,0.00
2.56,86.19,14.51,24.26,89.84,20.90,29.85,77.65,12.36,102.31,165.30,90.52,0.00
2.62,86.21,14.54,24.37,89.87,20.86,29.99,77.65,12.36,102.31,165.30,90.52,0.00
2.69,86.23,14.53,24.41,89.93,20.90,29.71,77.65,12.36,102.31,165.30,90.52,0.00
2.76,86.30,14.49,24.44,90.03,20.93,30.09,77.65,12.38,102.28,165.30,90.52,0.00
2.82,86.31,14.51,24.52,90.15,20.90,29.83,77.65,12.38,102.28,165.30,90.52,0.00
2.90,86.34,14.47,24.55,90.14,20.98,30.45,77.60,12.45,102.23,165.30,90.52,0.00
2.97,86.47,14.46,24.71,90.09,20.97,30.32,77.60,12.45,102.23,165.30,90.52,0.00
3.03,86.57,14.45,24.89,90.08,20.93,30.33,77.60,12.45,102.23,165.30,90.52,0.00
3.10,86.58,14.42,24.96,90.10,20.94,30.20,77.60,12.45,102.23,165.30,90.52,0.00
3.17,86.50,14.47,25.07,90.16,20.87,29.98,77.60,12.45,102.23,165.30,90.52,0.00
3.23,86.39,14.46,24.88,90.17,20.86,29.89,77.60,12.45,102.23,165.30,90.52,0.00
3.31,86.35,14.47,24.86,90.15,20.86,29.78,77.60,12.45,102.23,165.30,90.52,0.00
3.37,86.25,14.52,24.80,90.15,20.80,29.64,77.60,12.45,102.23,165.30,90.52,0.00
3.44,86.13,14.58,24.73,90.19,20.83,29.54,77.59,12.48,102.16,165.30,90.52,0.00
3.51,85.95,14.58,24.67,90.35,20.84,29.71,77.59,12.48,102.16,165.30,90.52,0.00
3.58,85.89,14.64,24.65,90.44,20.80,29.59,77.59,12.48,102.16,165.30,90.52,0.00
3.67,85.91,14.65,24.68,90.35,20.80,29.58,77.61,12.44,102.19,165.30,90.52,0.00
3.74,85.86,14.65,24.63,90.36,20.79,29.71,77.37,12.64,102.19,165.37,90.07,0.00
3.80,85.75,14.61,24.46,90.44,20.80,29.52,77.37,12.64,102.19,165.37,90.07,0.00
3.87,85.72,14.63,24.57,90.45,20.80,29.48,77.37,12.64,102.19,165.37,90.07,0.00
3.95,85.66,14.61,24.59,90.54,20.80,28.89,77.37,12.64,102.19,165.37,90.07,0.00
4.01,85.67,14.60,24.47,90.49,20.78,29.37,77.57,12.45,102.19,165.39,90.33,0.00
4.09,85.65,14.64,24.42,90.48,20.78,29.36,77.48,12.53,102.19,165.28,90.21,0.00
4.15,85.65,14.65,24.45,90.46,20.78,28.96,77.48,12.53,102.19,165.28,90.21,0.00
4.22,85.62,14.67,24.47,90.53,20.78,28.88,77.35,12.66,102.19,165.15,90.12,0.00
4.30,85.59,14.67,24.45,90.55,20.78,28.98,77.35,12.66,102.19,165.15,90.12,0.00
4.36,85.58,14.64,24.45,90.59,20.79,28.80,77.35,12.66,102.19,165.15,90.12,0.00
4.43,85.60,14.63,24.45,90.58,20.76,28.74,77.35,12.66,102.19,165.15,90.12,0.00
4.50,85.64,14.63,24.45,90.54,20.77,29.04,77.35,12.66,102.19,165.15,90.12,0.00
4.56,85.59,14.66,24.58,90.58,20.74,28.71,77.52,12.50,101.98,165.15,90.12,0.00
4.61,85.66,14.69,24.64,90.49,20.73,28.74,77.52,12.50,101.98,165.15,90.12,0.00
4.68,85.69,14.74,24.71,90.37,20.69,28.92,77.52,12.50,101.98,165.15,90.12,0.00
4.77,85.97,14.73,24.85,90.25,20.68,28.51,77.52,12.50,101.98,165.15,90.12,0.00
4.84,86.25,14.59,24.90,90.28,20.82,28.73,77.62,12.39,101.98,164.69,90.09,0.00
4.91,86.35,14.57,24.93,90.56,19.84,27.87,77.62,12.39,101.98,164.69,90.09,0.00
4.96,86.34,14.52,24.81,90.46,20.01,27.98,77.55,12.45,101.98,165.03,89.88,0.00
5.03,86.34,14.50,24.91,90.52,20.17,28.08,77.55,12.45,101.98,165.03,89.88,0.00
5.11,86.37,14.48,24.93,90.47,20.31,28.25,77.58,12.42,101.98,165.14,90.06,0.00
5.18,86.40,14.49,25.13,90.36,20.44,28.30,77.58,12.42,101.98,165.14,90.06,0.00
5.24,86.47,14.48,25.25,90.23,20.50,28.30,77.46,12.54,101.98,165.01,89.97,0.00
5.29,86.52,14.50,25.35,90.16,20.55,28.45,77.48,12.53,101.97,165.01,89.97,0.00
5.35,86.58,14.52,25.28,90.08,20.65,28.62,77.43,12.58,101.97,165.24,89.98,0.00
5.40,86.59,14.55,25.17,90.05,20.66,28.63,77.43,12.58,101.97,165.24,89.98,0.00
5.47,86.55,14.59,25.19,90.46,19.87,28.07,77.43,12.58,101.97,165.24,89.98,0.00
5.54,86.55,14.55,25.12,90.37,20.08,28.24,77.33,12.68,102.13,165.24,89.98,0.00
5.61,86.50,14.61,25.09,90.32,20.26,28.48,77.33,12.68,102.13,165.24,89.98,0.00
5.68,86.42,14.66,25.01,90.29,20.35,28.51,77.35,12.66,102.12,165.24,89.98,0.00
5.76,86.23,14.77,24.73,90.28,20.43,28.64,77.35,12.66,102.12,165.24,89.98,0.00
5.82,86.16,14.82,24.66,90.29,20.50,28.66,77.35,12.66,102.12,165.24,89.98,0.00
5.91,86.06,14.87,24.58,90.26,20.57,29.13,77.35,12.66,102.12,165.24,89.98,0.00
5.98,86.00,14.90,24.51,90.46,20.14,28.72,77.18,12.83,102.12,165.81,89.84,0.00
6.05,85.91,14.90,24.39,90.34,20.39,28.80,77.18,12.83,102.12,165.81,89.84,0.00
6.12,85.84,14.93,24.31,90.32,20.44,28.76,77.18,12.83,102.12,165.81,89.84,0.00
6.18,85.83,14.92,24.30,90.31,20.51,28.83,77.18,12.83,102.12,165.81,89.84,0.00
6.24,85.85,14.91,24.31,90.26,20.59,29.00,77.18,12.83,102.12,165.81,89.84,0.00
6.33,85.84,14.88,24.31,90.34,20.65,29.16,77.18,12.84,102.09,165.81,89.84,0.00
6.40,85.75,14.88,24.23,90.31,20.73,29.20,77.17,12.86,102.06,165.81,89.84,0.00
6.47,85.69,14.89,24.22,90.33,20.77,29.37,77.35,12.68,101.88,165.81,89.84,0.00
6.53,85.63,14.89,24.11,90.35,20.78,29.45,77.35,12.68,101.88,165.81,89.84,0.00
6.61,85.61,14.89,24.13,90.38,20.75,29.62,77.36,12.66,101.87,165.81,89.84,0.00
6.67,85.55,14.91,24.12,90.47,20.77,29.79,77.36,12.66,101.87,165.81,89.84,0.00
6.72,85.52,14.95,24.22,90.49,20.76,29.95,77.25,12.78,101.87,166.15,89.68,0.00
6.78,85.50,14.90,24.13,90.49,20.77,29.70,77.25,12.78,101.87,166.15,89.68,0.00
6.87,85.52,14.90,24.12,90.50,20.77,29.79,77.25,12.78,101.87,166.15,89.68,0.00
6.93,85.45,14.90,24.04,90.52,20.78,29.58,77.25,12.78,101.87,166.15,89.68,0.00
6.99,85.45,14.90,24.04,90.54,20.78,29.61,77.25,12.78,101.87,166.15,89.68,0.00
7.06,85.45,14.90,24.07,90.55,20.79,29.71,77.25,12.78,101.87,166.15,89.68,0.00
7.13,85.34,14.93,24.01,90.57,20.84,29.85,77.25,12.78,101.87,166.15,89.68,0.00
7.20,85.30,14.96,23.96,90.48,20.83,29.71,77.25,12.78,101.87,166.15,89.68,0.00
7.27,85.29,14.95,23.89,90.92,20.11,29.12,77.25,12.78,101.87,166.15,89.68,0.00
7.34,85.33,14.95,23.92,90.79,20.23,29.17,77.25,12.78,101.87,166.15,89.68,0.00
7.42,85.44,14.92,23.90,90.69,20.26,29.00,77.25,12.78,101.87,166.15,89.68,0.00
7.48,85.43,14.95,23.98,91.11,19.61,28.39,77.25,12.78,101.87,166.15,89.68,0.00
7.55,85.47,14.90,23.87,91.03,19.78,28.51,77.25,12.78,101.87,166.15,89.68,0.00
7.61,85.61,14.90,23.98,90.81,20.03,28.71,77.25,12.78,101.87,166.15,89.68,0.00
7.68,85.61,14.96,24.08,90.76,20.14,28.72,77.25,12.78,101.87,166.15,89.68,0.00
