Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
1.51,87.13,10.10,40.00,83.19,10.63,38.54,0.00,0.00,0.00,0.00,0.00,0.00
1.63,89.62,4.06,17.08,83.34,14.35,24.22,0.00,0.00,95.08,0.00,0.00,0.00
1.78,89.76,3.90,17.47,83.33,14.83,23.20,0.00,0.00,95.96,0.00,0.00,0.00
1.87,89.55,4.09,16.73,83.97,13.83,21.83,145.88,97.51,95.96,145.88,97.51,0.00
2.06,89.66,3.99,16.74,83.96,13.98,22.20,145.88,97.51,95.76,145.88,97.51,0.00
2.13,89.54,4.09,16.06,84.02,14.15,22.66,83.01,9.85,22.66,145.88,97.51,0.00
2.21,89.68,3.92,16.32,84.26,13.68,22.07,83.01,9.85,22.50,145.88,97.51,0.00
2.28,89.65,4.00,15.97,84.26,13.81,22.51,83.01,9.83,22.48,145.88,97.51,0.00
2.36,89.68,4.01,15.85,84.42,13.51,22.10,83.01,9.83,22.40,145.88,97.51,0.00
2.46,89.64,4.11,15.69,84.67,13.04,21.55,83.01,9.83,22.40,145.88,97.51,0.00
2.54,89.31,4.35,15.85,84.74,12.98,21.79,83.01,9.83,22.25,145.88,97.51,0.00
2.63,89.43,4.20,15.88,84.70,13.22,22.26,83.01,9.83,22.25,145.88,97.51,0.00
2.72,89.45,4.17,15.92,84.68,13.30,22.54,83.01,9.83,22.25,145.88,97.51,0.00
2.79,89.47,4.10,15.99,84.74,13.31,22.74,82.97,10.07,22.25,146.38,97.55,0.00
2.88,89.49,4.08,16.00,84.87,12.94,22.26,82.91,10.27,22.25,146.32,97.64,0.00
2.95,89.56,4.08,15.68,84.78,12.88,21.95,82.73,10.16,22.12,146.32,97.64,0.00
3.03,89.57,4.01,15.87,84.77,12.97,22.10,82.91,9.84,21.80,146.32,97.64,0.00
3.09,89.67,4.02,15.78,84.78,12.76,21.92,82.91,9.84,22.16,146.32,97.64,0.00
3.17,89.63,4.05,15.69,84.79,12.82,22.08,82.56,10.35,22.16,146.43,97.53,0.00
3.24,89.60,4.06,15.60,85.06,12.30,21.60,82.56,10.33,22.13,146.43,97.53,0.00
3.32,89.54,4.08,15.62,85.09,12.37,21.60,82.56,10.33,22.13,146.43,97.53,0.00
3.40,89.41,4.12,15.85,85.04,12.49,21.99,82.56,10.33,22.21,146.43,97.53,0.00
3.47,89.36,4.18,15.68,85.07,12.55,22.27,82.65,10.38,22.21,146.49,97.67,0.00
3.55,89.35,4.18,15.52,84.98,12.71,22.56,82.65,10.38,22.21,146.49,97.67,0.00
3.65,89.39,4.11,15.80,84.85,12.80,22.61,82.74,10.23,22.06,146.49,97.67,0.00
3.71,89.41,4.03,16.01,84.87,12.90,22.66,82.64,10.41,22.23,146.49,97.67,0.00
3.77,89.42,4.11,15.66,84.75,12.98,22.77,82.64,10.41,22.33,146.49,97.67,0.00
3.85,89.61,3.88,15.76,84.74,13.06,23.02,82.64,10.41,22.33,146.49,97.67,0.00
3.92,89.56,3.79,16.20,84.70,13.16,23.02,82.78,10.24,22.33,146.32,97.76,0.00
4.01,89.46,3.86,16.17,84.74,13.12,22.87,82.78,10.24,22.33,146.32,97.76,0.00
4.10,89.47,3.92,16.00,84.86,12.96,23.04,82.71,10.44,22.33,146.40,97.81,0.00
4.17,89.72,3.72,16.20,84.73,13.15,23.36,82.71,10.44,22.33,146.40,97.81,0.00
4.24,89.84,3.58,16.35,84.68,13.25,23.51,82.71,10.44,22.33,146.40,97.81,0.00
4.33,89.88,3.53,16.42,84.76,13.16,23.53,82.70,10.43,22.33,146.11,97.83,0.00
4.41,89.90,3.52,16.05,84.56,13.40,23.65,82.70,10.43,22.33,146.11,97.83,0.00
4.47,89.86,3.60,16.02,84.57,13.33,23.62,82.70,10.43,22.33,146.11,97.83,0.00
4.55,89.86,3.62,15.86,84.67,13.20,23.52,82.70,10.43,22.18,146.11,97.83,0.00
4.62,89.77,3.70,15.87,84.73,13.17,23.71,82.70,10.43,22.18,146.11,97.83,0.00
4.68,89.73,3.72,15.75,84.78,13.20,23.70,82.79,10.25,22.00,146.11,97.83,0.00
4.75,89.61,3.79,15.65,84.92,13.10,23.70,82.79,10.25,22.16,146.11,97.83,0.00
4.83,89.49,3.88,15.58,85.06,12.98,23.57,82.79,10.25,22.16,146.11,97.83,0.00
4.91,89.57,3.85,15.26,85.06,12.97,23.50,82.79,10.25,22.16,146.11,97.83,0.00
4.98,89.58,3.83,15.38,85.09,12.95,23.54,82.94,10.22,22.13,146.11,97.83,0.00
5.07,89.59,3.82,15.33,85.13,12.89,23.49,82.94,10.22,22.13,146.11,97.83,0.00
5.15,89.50,3.89,15.19,85.13,12.91,23.46,82.94,10.22,22.13,146.11,97.83,0.00
5.24,89.48,3.81,15.32,85.17,12.96,23.27,82.94,10.22,22.13,146.11,97.83,0.00
5.30,89.45,3.93,14.98,85.07,13.03,23.33,82.94,10.22,22.13,146.11,97.83,0.00
5.40,89.36,3.96,14.98,85.03,13.06,23.15,82.94,10.22,22.20,146.11,97.83,0.00
5.47,89.42,3.88,15.17,85.16,12.93,23.58,82.94,10.22,21.89,146.11,97.83,0.00
5.55,89.51,3.88,15.00,85.10,12.98,23.71,82.94,10.22,21.89,146.11,97.83,0.00
5.61,89.54,3.76,15.19,85.12,13.01,23.76,82.89,10.44,21.89,146.33,97.89,0.00
5.69,89.47,3.86,15.13,85.11,13.05,23.77,83.16,10.40,21.86,146.33,97.89,0.00
