Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.15,0.67,0.00,6.12,0.00,69.47,0.00,23.57,0.00,0.00,12.93,0.00,17.24,0.00,73.41,10.00,17.14,79.53,-53.67
0.25,11.79,0.00,26.30,0.00,71.34,0.00,25.12,0.00,0.00,16.37,0.00,22.98,0.00,65.54,10.00,25.63,76.32,-48.91
0.34,10.72,0.00,25.55,0.00,71.57,0.00,24.45,16.72,-5.22,15.84,0.00,23.06,0.00,64.60,10.00,27.57,76.32,-48.91
0.46,9.79,0.00,29.28,0.00,69.99,0.00,27.87,16.72,-5.22,15.00,72.11,20.37,-38.42,74.18,152.78,21.00,15.68,20.79
0.60,8.13,0.00,26.30,0.00,70.46,0.00,26.35,14.79,-21.96,15.28,72.11,18.71,-38.42,70.75,152.78,21.45,15.68,20.79
0.70,7.96,13.88,20.78,6.68,70.84,25.99,22.89,14.79,-21.96,13.53,-5.35,16.41,23.51,68.14,31.48,22.27,15.68,20.79
0.78,8.74,13.88,18.15,6.68,69.98,25.99,23.12,6.37,-50.75,14.73,-5.35,18.28,23.51,65.51,31.48,25.88,15.68,20.79
0.91,9.81,13.88,16.01,6.68,68.79,25.99,23.20,6.37,-50.75,15.80,2.32,20.22,29.62,67.25,20.70,23.48,12.11,74.57
1.03,9.49,13.88,14.52,6.68,70.18,25.99,22.12,5.08,-60.58,15.05,2.32,19.48,29.62,69.71,20.70,20.81,12.11,74.57
1.13,9.41,13.88,14.72,6.68,71.27,25.99,21.35,5.08,-60.58,14.16,2.32,18.23,29.62,71.16,20.70,19.37,20.59,-20.92
1.24,8.68,13.88,13.44,6.68,72.59,25.99,19.85,5.47,-62.28,13.43,2.32,18.03,29.62,71.07,20.70,19.60,20.59,-20.92
1.33,9.11,13.88,14.14,6.68,71.52,25.99,21.60,5.47,-62.28,12.69,8.30,17.79,30.57,67.72,13.26,23.60,19.15,22.74
1.42,8.86,13.88,13.68,6.68,72.06,25.99,20.37,5.47,-62.28,12.65,8.30,17.58,30.57,67.47,13.26,23.68,19.15,22.74
1.51,9.16,13.88,13.79,6.68,71.53,25.99,20.98,5.25,-62.79,13.00,8.30,17.94,30.57,67.90,13.26,23.06,19.15,22.74
1.60,9.68,10.52,14.42,9.42,70.95,4.73,22.03,9.59,-32.87,13.39,8.30,18.14,30.57,67.21,13.26,23.62,19.15,22.74
1.70,9.43,10.52,13.89,9.42,70.87,4.73,21.89,9.59,-32.87,13.28,8.30,18.20,30.57,66.35,13.26,24.59,19.22,-25.00
1.79,9.02,10.52,13.44,9.42,70.40,4.73,22.76,9.29,-32.74,13.34,8.30,18.34,30.57,66.80,13.26,24.19,19.22,-25.00
1.89,8.49,11.44,12.90,10.20,71.05,3.24,21.76,8.80,-34.16,13.19,8.30,18.21,30.57,67.32,13.26,23.66,19.22,-25.00
1.99,8.30,11.44,12.80,10.20,71.27,3.24,21.36,8.80,-34.16,13.11,8.30,18.17,30.57,67.69,13.26,23.38,18.51,-24.70
2.09,8.19,11.44,12.73,10.20,71.76,3.24,20.89,8.14,-32.81,12.98,8.30,17.96,30.57,69.85,13.26,20.69,18.51,-24.70
2.17,8.24,10.30,12.86,8.98,72.11,2.61,20.59,8.30,-33.51,12.92,8.30,17.85,30.57,69.38,13.26,21.36,18.51,-24.70
2.28,8.33,10.30,12.94,8.98,72.07,2.61,20.63,8.30,-33.51,12.86,8.30,17.82,30.57,69.27,13.26,21.52,17.56,-24.90
2.36,8.46,10.30,13.11,8.98,71.92,2.61,20.79,8.50,-32.87,12.69,8.30,17.76,30.57,69.55,13.26,21.26,17.56,-24.90
2.46,8.46,10.30,13.12,8.98,71.87,2.61,20.83,8.50,-32.87,12.63,11.09,17.71,28.97,69.59,8.35,21.21,15.11,24.73
2.55,8.46,9.19,13.16,8.93,71.98,13.17,20.68,8.50,-32.87,12.58,-0.75,17.65,27.28,69.66,14.68,21.14,15.11,24.73
2.66,8.48,9.15,13.15,8.49,71.89,14.92,20.63,8.19,-34.57,12.52,-0.75,17.60,27.28,69.11,14.68,22.00,15.11,24.73
