Timestamp,Kinect_LShoulderExt-Y,Kinect_LShoulderAbd-Z,Kinect_LElbow,Kinect_RShoulderExt-Y,Kinect_RShoulderAbd-Z,Kinect_RElbow,IMULS_Y,IMULS_Z,IMUL_Elbow,IMURS_Y,IMURS_Z,IMURElbow
0.14,77.15,22.98,30.63,107.96,32.41,46.42,96.87,90.97,90.97,0.00,0.00,0.00
0.23,80.22,16.34,24.87,96.41,23.91,33.23,83.71,6.98,90.97,156.23,86.39,0.00
0.33,84.34,15.14,24.81,93.32,21.93,32.74,87.71,3.36,90.97,177.55,88.59,0.00
0.41,86.59,13.55,24.53,91.12,22.24,31.17,82.23,7.89,96.40,177.55,88.59,0.00
0.52,86.55,13.88,25.03,90.23,21.79,29.98,82.23,7.89,96.40,177.55,88.59,0.00
0.59,86.40,13.47,24.16,90.12,21.43,30.18,82.23,7.89,96.40,177.55,88.59,0.00
0.69,86.27,13.09,23.77,90.74,21.20,29.14,82.12,7.91,96.40,169.24,88.52,0.00
0.77,85.04,13.82,23.13,91.70,19.93,28.39,81.14,8.92,96.40,170.57,87.48,0.00
0.88,85.31,13.18,21.55,91.70,20.04,28.04,81.47,8.55,96.40,168.12,88.16,0.00
0.96,85.57,12.95,21.71,91.36,20.63,27.82,85.06,4.99,93.13,168.12,88.16,0.00
1.04,86.49,12.73,22.50,91.70,20.24,28.52,85.06,4.99,93.13,168.12,88.16,0.00
1.12,86.98,12.45,22.11,89.76,20.42,28.28,86.10,4.31,93.13,162.92,89.94,0.00
1.22,87.82,11.96,22.22,89.10,20.39,28.35,86.47,3.87,93.13,163.27,90.20,0.00
1.30,87.81,11.66,21.62,89.02,20.23,28.38,86.46,3.87,93.13,163.53,90.18,0.00
1.41,87.78,11.46,21.17,89.59,19.92,26.78,86.57,3.75,93.13,163.86,90.25,0.00
1.48,87.40,11.03,20.57,89.91,19.92,27.19,86.57,3.66,93.13,164.34,90.18,0.00
1.59,87.05,10.97,20.31,90.74,19.50,27.17,86.57,3.66,93.13,164.34,90.18,0.00
1.67,86.33,11.40,20.22,91.19,19.22,26.91,84.71,5.76,95.89,164.34,90.18,0.00
1.75,86.32,11.48,20.51,91.28,19.03,26.92,84.71,5.76,95.89,164.34,90.18,0.00
1.83,86.07,11.74,20.66,91.35,18.72,27.03,84.30,6.32,96.40,164.34,90.18,0.00
1.91,85.88,11.76,20.42,89.92,20.06,28.63,84.28,6.34,96.40,166.42,90.20,0.00
1.98,85.89,11.96,20.74,89.53,20.48,28.34,84.11,6.38,96.50,166.42,90.20,0.00
2.06,85.67,12.16,20.33,89.61,20.35,28.29,84.11,6.38,96.50,166.42,90.20,0.00
2.13,85.52,12.24,19.96,89.59,20.37,28.47,83.78,6.65,96.80,166.42,90.20,0.00
2.21,85.53,12.15,19.77,89.56,20.62,27.95,83.81,6.80,96.88,166.42,90.20,0.00
2.29,85.93,11.43,19.03,91.12,19.54,27.41,83.81,6.80,96.88,166.42,90.20,0.00
2.39,86.02,11.34,19.05,90.67,19.89,27.91,84.04,6.27,96.88,166.55,90.63,0.00
2.47,87.05,10.49,18.94,89.90,20.12,27.62,84.18,6.17,96.88,166.42,90.74,0.00
2.55,87.06,10.49,19.30,89.46,20.30,27.38,84.18,6.17,96.88,166.42,90.74,0.00
2.65,87.14,10.59,19.49,89.35,20.14,27.48,84.10,6.30,96.88,166.32,90.62,0.00
2.72,87.27,10.59,19.52,89.43,19.88,27.31,84.10,6.30,96.88,166.32,90.62,0.00
2.83,87.30,10.57,19.51,89.47,19.74,26.37,84.10,6.30,96.88,166.32,90.62,0.00
2.91,87.64,10.24,19.28,89.41,19.96,26.78,85.12,5.42,96.88,164.61,91.54,0.00
3.00,87.53,10.39,19.19,89.27,20.21,27.49,85.51,5.02,96.88,165.05,91.96,0.00
3.08,87.69,10.32,18.97,89.19,20.44,27.43,85.51,5.02,96.88,165.05,91.96,0.00
3.16,87.71,10.33,18.88,89.39,20.39,28.09,85.26,5.26,96.88,165.28,91.71,0.00
3.23,87.67,10.39,18.78,89.23,20.49,28.21,85.29,5.65,97.06,165.28,91.71,0.00
3.30,87.67,10.32,18.67,89.19,20.60,27.77,85.86,5.23,96.53,165.28,91.71,0.00
3.37,87.95,10.05,18.61,89.15,20.62,28.44,87.46,4.08,94.98,165.28,91.71,0.00
3.44,88.38,9.34,17.78,89.11,20.78,28.89,87.83,4.12,94.98,165.39,92.00,0.00
3.54,88.49,9.13,17.23,89.28,20.60,28.97,87.83,4.12,94.98,165.39,92.00,0.00
3.60,88.49,8.96,16.84,89.21,20.54,29.31,87.95,4.04,94.86,165.39,92.00,0.00
3.67,88.46,8.92,16.71,89.21,20.38,29.08,87.95,4.04,94.86,165.39,92.00,0.00
3.76,88.62,8.58,16.57,89.22,20.32,28.98,88.46,3.49,94.86,166.25,92.63,0.00
3.84,88.55,8.12,17.02,88.87,20.43,29.11,87.83,4.96,95.78,166.25,92.63,0.00
3.92,87.90,8.26,16.75,88.91,20.31,28.84,88.32,5.56,95.50,166.25,92.63,0.00
3.99,87.11,8.33,16.45,88.92,20.41,28.80,88.32,5.56,95.50,166.25,92.63,0.00
4.07,85.77,9.15,16.85,88.50,20.58,28.29,89.59,10.13,95.35,166.25,92.63,0.00
4.14,84.87,9.92,16.03,87.93,20.58,27.90,89.59,10.13,95.35,166.25,92.63,0.00
4.22,84.14,10.68,16.95,88.11,20.84,28.47,89.84,10.79,95.25,166.25,92.63,0.00
4.30,84.12,10.84,16.27,88.10,20.94,28.43,88.82,10.33,95.25,167.79,92.00,0.00
4.38,85.24,10.02,16.51,87.76,20.77,28.27,88.79,10.38,95.25,167.13,91.83,0.00
4.44,86.82,9.10,16.06,88.03,20.88,28.42,87.35,6.27,95.67,167.13,91.83,0.00
4.52,87.75,9.11,16.51,87.93,20.89,28.26,87.35,6.27,95.67,167.13,91.83,0.00
4.61,88.03,9.37,16.80,88.25,20.90,28.67,88.08,5.92,95.67,164.91,92.39,0.00
4.70,88.35,9.04,16.78,88.24,20.89,28.76,88.43,5.81,95.67,164.21,92.67,0.00
4.78,87.98,9.02,16.56,88.24,20.68,28.71,87.44,4.84,96.23,164.21,92.67,0.00
4.84,87.88,8.87,16.51,88.16,20.65,28.31,87.44,4.84,96.23,164.21,92.67,0.00
