Timestamp,Kinect_LeftShoulder_Ext.-Flex.,IMU_LeftShoulder_Ext.-Flex.,Kinect_LeftShoulder_Abd.-Add.,IMU_LeftShoulder_Abd.-Add.,Kinect_LeftShoulder_Int.-Ext.,IMU_LeftShoulder_Int.-Ext.,Kinect_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Ext.-Flex.,IMU_LeftElbow_Pro.-Sup.,Kinect_RightShoulder_Ext.-Flex.,IMU_RightShoulder_Ext.-Flex.,Kinect_RightShoulder_Abd.-Add.,IMU_RightShoulder_Abd.-Add.,Kinect_RightShoulder_Int.-Ext.,IMU_RightShoulder_Int.-Ext.,Kinect_RightElbow_Ext.-Flex.,IMU_RightElbow_Ext.-Flex.,IMU_RightElbow_Pro.-Sup.
0.25,1.44,0.00,4.19,0.00,68.44,0.00,21.90,0.00,0.00,7.63,0.00,14.46,0.00,64.04,10.00,26.68,0.00,0.00
0.40,2.32,0.00,4.25,0.00,70.19,0.00,19.95,31.13,-70.91,6.88,0.00,14.41,0.00,66.92,10.00,23.78,0.00,0.00
0.58,2.64,0.00,4.41,0.00,69.68,0.00,20.58,31.13,-70.91,6.68,75.62,14.28,-19.19,68.20,138.36,22.45,68.98,-79.54
0.68,2.67,99.56,4.53,91.64,69.12,10.28,21.01,31.13,-70.91,6.75,2.92,14.06,13.41,68.91,31.63,21.68,68.98,-79.54
0.83,2.59,99.56,4.51,91.64,69.25,10.28,20.84,31.13,-70.91,7.01,2.92,13.70,13.41,69.20,31.63,21.20,68.98,-79.54
0.95,2.67,99.56,4.64,91.64,70.26,10.28,19.76,31.13,-70.91,7.71,0.35,13.28,11.04,69.09,27.87,21.19,70.18,-82.50
1.06,3.00,99.56,4.91,91.64,70.53,10.28,19.48,30.46,-59.25,8.23,0.35,13.19,11.04,68.67,27.87,21.57,70.18,-82.50
1.16,3.16,99.56,5.14,91.64,70.56,10.28,19.46,30.46,-59.25,8.53,0.15,13.32,11.38,68.47,28.48,21.77,69.88,-82.55
1.25,3.24,99.56,5.28,91.64,70.55,10.28,19.47,30.46,-59.25,8.74,0.15,13.50,11.38,68.13,28.48,22.14,69.88,-82.55
1.36,3.39,99.56,5.40,91.64,70.50,10.28,19.53,31.28,-60.33,8.87,0.15,13.65,11.38,67.38,28.48,22.89,69.88,-82.55
1.45,3.39,99.56,5.52,91.64,70.24,10.28,19.82,31.28,-60.33,8.85,0.79,13.64,11.12,66.82,29.90,23.50,70.98,-83.10
1.60,3.20,100.43,5.56,91.78,69.62,12.41,20.73,31.28,-60.33,8.68,2.90,13.48,11.34,66.63,29.87,23.83,70.98,-83.10
1.68,3.07,100.43,5.65,91.78,69.95,12.41,20.38,31.28,-60.33,8.46,2.90,13.00,11.34,66.14,29.87,24.60,70.98,-83.10
1.78,3.00,99.32,5.64,91.56,70.29,11.76,20.02,31.28,-60.33,8.41,2.27,12.89,11.44,66.01,30.10,24.78,70.98,-83.10
1.92,2.91,99.32,5.76,91.56,70.84,11.76,19.42,31.28,-60.33,8.46,2.18,12.85,11.57,66.12,30.89,24.72,71.07,-83.40
2.01,2.99,99.32,5.83,91.56,71.59,11.76,18.59,23.22,-55.74,8.54,2.18,13.15,11.57,66.50,30.89,24.32,71.07,-83.40
2.11,3.05,99.32,5.86,91.56,71.62,11.76,18.56,23.22,-55.74,8.63,1.89,13.28,11.32,66.50,30.71,24.32,71.28,-83.85
2.20,3.03,99.32,5.86,91.56,71.13,11.76,19.09,23.22,-55.74,8.69,1.89,13.29,11.32,66.45,30.71,24.36,71.28,-83.85
2.29,2.97,99.32,5.81,91.56,70.68,11.76,19.59,27.06,-59.10,8.74,1.89,13.33,11.32,66.26,30.71,24.52,71.28,-83.85
2.42,2.94,99.32,5.70,91.56,70.02,11.76,20.30,27.06,-59.10,8.84,1.21,13.60,12.08,66.38,32.88,24.36,70.81,-84.53
2.51,2.39,99.32,5.40,91.56,69.48,11.76,20.78,26.04,-65.72,10.21,1.21,15.24,12.08,66.21,32.88,24.71,70.81,-84.53
2.62,3.18,99.32,5.80,91.56,68.64,11.76,21.55,26.04,-65.72,9.94,1.80,15.92,13.21,64.94,27.26,25.65,67.11,-79.67
2.71,2.64,99.32,5.87,91.56,66.02,11.76,24.05,26.04,-65.72,10.87,1.80,16.88,13.21,63.91,27.26,26.47,67.11,-79.67
2.80,1.70,99.32,5.78,91.56,64.67,11.76,25.63,32.29,-61.35,11.90,1.80,17.96,13.21,63.59,27.26,26.66,67.11,-79.67
2.90,1.40,15.36,5.55,2.91,65.31,6.03,24.87,15.90,-11.31,11.90,1.80,18.02,13.21,63.60,27.26,26.59,67.11,-79.67
2.99,1.08,15.36,4.98,2.91,67.64,6.03,22.69,15.90,-11.31,11.75,1.80,18.54,13.21,63.35,27.26,26.86,67.11,-79.67
3.08,0.92,15.36,4.95,2.91,68.15,6.03,22.23,14.60,-12.38,11.67,1.80,17.08,13.21,64.33,27.26,25.97,67.11,-79.67
3.18,0.51,15.71,5.03,1.74,68.31,4.82,22.61,14.15,-13.27,11.77,1.80,16.33,13.21,64.57,27.26,26.04,67.11,-79.67
3.28,0.45,15.71,5.01,1.74,69.01,4.82,21.93,14.15,-13.27,11.94,1.80,16.17,13.21,64.18,27.26,26.44,67.11,-79.67
3.36,0.58,15.71,5.10,1.74,70.09,4.82,20.81,11.66,-13.77,11.88,1.80,16.00,13.21,63.77,27.26,26.87,67.11,-79.67
