0.000000,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
0.630148,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
0.776036,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
0.896203,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.020653,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.180282,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.276678,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.372423,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.466516,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.566289,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.660002,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.749473,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.839684,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
1.929749,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
2.028707,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
2.308408,0.999811,-0.001912,-0.016234,-0.003240,0.999856,-0.002185,-0.016138,-0.000197,0.999857,-0.001994,-0.016147,-0.000867,0.999915,-0.003130,-0.015291,0.000667,-0.000180,-0.000165,-0.001874,-0.003004
2.605593,0.999936,-0.000905,-0.005000,-0.001418,0.999947,-0.000992,-0.009078,-0.001082,0.999954,-0.001967,-0.008274,-0.000634,1.000019,-0.003112,-0.005107,0.000620,0.008157,0.006551,0.000214,-0.000892
2.867685,0.999236,-0.000343,0.037655,0.003043,0.999028,-0.002119,0.043645,-0.003309,0.996784,-0.000327,0.079983,0.002312,0.998951,-0.003881,0.046416,-0.000754,-0.011984,-0.084807,-0.017528,-0.073007
3.167236,0.943575,0.016911,0.328668,0.035443,0.924977,0.010644,0.379842,0.001377,0.946727,0.000287,0.321826,0.010767,0.922338,0.007248,0.386401,-0.002916,-0.108847,0.015114,-0.123127,-0.162659
3.440514,0.839661,0.028503,0.539152,0.058055,0.854244,0.014586,0.519646,0.000354,0.851482,0.005634,0.523774,0.024219,0.821737,0.012010,0.569796,-0.003099,0.048374,0.038124,-0.072179,0.064039
3.707919,0.705444,0.037344,0.703327,0.078637,0.700249,0.021906,0.713538,0.003662,0.708008,0.007653,0.705202,0.036554,0.724183,0.012935,0.689518,-0.005500,-0.024142,-0.001457,0.042400,0.021981
3.983408,0.557047,0.044203,0.824134,0.091906,0.635174,0.020010,0.772095,0.001092,0.576188,0.010219,0.816176,0.041700,0.599518,0.020479,0.800136,-0.003903,0.184035,0.036387,0.092164,0.075217
4.281269,0.237743,0.052179,0.963864,0.107800,0.222319,0.023573,0.974676,-0.001985,0.053311,0.014567,0.997072,0.052666,0.185787,0.025942,0.982274,-0.004685,-0.040230,-0.379208,-0.112745,-0.261162
4.546748,-0.138036,0.053199,0.982621,0.111671,-0.129607,0.037745,0.990818,0.005847,-0.138547,0.015317,0.988907,0.051129,-0.140534,0.027527,0.989722,-0.004180,0.026070,-0.005107,0.001411,-0.052439
4.827372,-0.433822,0.049474,0.893966,0.100368,-0.444249,0.035011,0.895175,0.007517,-0.401102,0.016903,0.914554,0.049006,-0.466758,0.025732,0.884049,-0.002541,-0.006173,0.073462,-0.056224,0.002247
5.102553,-0.782670,0.040604,0.617341,0.067589,-0.751665,0.028834,0.658861,0.006978,-0.761055,0.019806,0.647498,0.033610,-0.739487,0.026471,0.672677,-0.006165,0.110245,0.074670,0.149410,0.094568
5.398945,-0.842048,0.031524,0.534862,0.061504,-0.944412,0.016983,0.328177,0.008632,-0.887119,0.011856,0.460643,0.025847,-0.966842,0.013283,0.255175,-0.000544,-0.458809,-0.172094,-0.611744,0.011909
5.668543,-0.842048,0.031524,0.534862,0.061504,-0.969250,-0.002576,-0.245973,0.004861,-0.887119,0.011856,0.460643,0.025847,-0.964791,0.003681,-0.263042,0.006845,-1.632690,-0.172094,-1.667433,3.041316
5.954247,-0.842048,0.031524,0.534862,0.061504,-0.868087,-0.010543,-0.496272,0.002232,-0.887119,0.011856,0.460643,0.025847,-0.930125,0.000763,-0.367322,0.003905,-2.174913,-0.172094,-1.887978,3.110514
6.221457,-0.842048,0.031524,0.534862,0.061504,-0.868087,-0.010543,-0.496272,0.002232,-0.887119,0.011856,0.460643,0.025847,-0.930125,0.000763,-0.367322,0.003905,-2.174913,-0.172094,-1.887978,3.110514
