0,-16.779999,0,-15.783493,0,-12.556243,0,-0.45488
0.167469,-16.779999,0.336771,-15.783493,0.158568,-12.556243,0.153998,-0.45488
0.241273,-16.779999,0.423184,-15.783493,0.225709,-12.556243,0.215173,-0.45488
0.345576,-16.779999,0.494753,-15.783493,0.286376,-12.556243,0.285436,-0.45488
0.40093,-16.779999,0.552829,-15.783493,0.336614,-12.556243,0.337468,-0.45488
0.515335,-16.779999,0.674226,-15.783493,0.422827,-12.556243,0.423914,-0.45488
0.566568,-16.779999,0.716045,-15.783493,0.463771,-12.556243,0.47241,-0.45488
0.6203,-16.779999,0.75854,-15.783493,0.516103,-12.556243,0.525151,-0.45488
0.662959,-16.779999,0.805472,-15.783493,0.55755,-12.556243,0.570333,-0.45488
0.703694,-16.779999,0.877457,-15.783493,0.597766,-12.556243,0.612566,-0.45488
0.763663,-16.779999,0.926611,-15.783493,0.638662,-12.556243,0.653345,-0.45488
0.805389,-16.779999,1.010528,-15.783493,0.679381,-12.556243,0.700549,-0.45488
0.853299,-16.779999,1.052335,-15.783493,0.730433,-12.556243,0.740987,-0.45488
0.905877,-16.779999,1.098658,-15.783493,0.814088,-12.556243,0.813274,-0.45488
1.130972,-16.779999,1.309535,-15.783493,1.040678,-12.556243,1.045885,-0.45488
1.339737,-16.779999,1.550218,-15.783493,1.289672,-12.556243,1.272987,-0.45488
1.587918,-16.779999,1.767423,-15.783493,1.530584,-12.556243,1.493138,-0.45488
1.812706,-16.779999,2.019931,-15.783493,1.771383,-12.556243,1.75093,-0.45488
2.049372,-16.779999,2.229309,-15.783493,1.957617,-12.556243,1.957736,-0.45488
2.275794,-16.779999,2.466784,-15.783493,2.199077,-12.556243,2.19022,-0.45488
2.497971,-16.779999,2.689419,-15.783493,2.423461,-12.556243,2.407136,-0.45488
2.724424,-16.779999,2.926777,-15.783493,2.652543,-12.556243,2.658934,-0.45488
2.968101,-16.779999,3.146219,-15.783493,2.875588,-12.556243,2.885864,-0.45488
3.182106,-16.779999,3.38419,-15.783493,3.119624,-12.556243,3.117139,-0.45488
3.424943,-16.779999,3.605103,-15.783493,3.340554,-12.556243,3.331987,-0.45488
3.654682,-16.779999,3.851461,-15.783493,3.577675,-12.556243,3.563374,-0.45488
3.886651,-16.779999,4.063253,-15.783493,3.796499,-12.556243,3.78996,-0.45488
4.101208,-16.779999,4.310599,-15.783493,4.037327,-12.556243,4.031815,-0.45488
4.344282,-16.779999,4.522687,-15.783493,4.261349,-12.556243,4.244476,-0.45488
4.579029,-16.779999,4.760793,-15.783493,4.520618,-12.556243,4.495792,-0.45488
4.7954,-16.779999,4.979937,-15.783493,4.711533,-12.556243,4.706507,-0.45488
5.030194,-16.779999,5.232983,-15.783493,4.959862,-12.556243,4.944439,-0.45488
5.265349,-16.779999,5.436018,-15.783493,5.171426,-12.556243,5.16611,-0.45488
5.476889,-16.779999,5.684663,-15.783493,5.418096,-12.556243,5.417459,-0.45488
5.721601,-16.779999,5.903148,-15.783493,5.629988,-12.556243,5.639608,-0.45488
5.935762,-16.779999,6.140777,-15.783493,5.864724,-12.556243,5.844806,-0.45488
6.174527,-16.779999,6.368385,-15.783493,6.091075,-12.556243,6.079218,-0.45488
6.402594,-16.779999,6.598779,-15.783493,6.329254,-12.556243,6.288249,-0.45488
6.636971,-16.779999,6.823089,-15.783493,6.555393,-12.556243,6.537697,-0.45488
6.870599,-16.779999,7.054694,-15.783493,6.778113,-12.556243,6.748917,-0.45488
7.107285,-16.779999,7.282342,-15.783493,6.99023,-12.556243,6.985578,-0.45488
7.321428,-16.779999,7.519036,-15.783493,7.219346,-12.556243,7.224876,-0.45488
7.553875,-16.779999,7.7371,-15.783493,7.450624,-12.556243,7.457282,-0.45488
7.778393,-16.779999,7.98315,-15.783493,7.671252,-12.556243,7.673308,-0.45488
8.014713,-16.779999,8.207141,-15.783493,7.910261,-12.556243,7.916468,-0.45488
8.230479,-16.779999,8.441661,-15.783493,8.133991,-12.556243,8.135261,-0.45488
8.473557,-16.779999,8.650171,-15.783493,8.376973,-12.556243,8.365899,-0.45488
8.690889,-16.779999,8.870954,-15.783493,8.590686,-12.556243,8.593505,-0.45488
8.952766,-16.779999,9.094892,-15.783493,8.829242,-12.556243,8.827869,-0.45488
9.155748,-16.779999,9.323819,-15.783493,9.052309,-12.556243,9.057958,-0.45488
9.391637,-16.779999,9.559161,-15.783493,9.294479,-12.556243,9.290584,-0.45488
9.607194,-16.779999,9.781368,-15.783493,9.513321,-12.556243,9.505371,-0.45488
9.871104,-16.779999,10.021578,-15.783493,9.767884,-12.556243,9.755024,-0.45488
10.070508,-16.779999,10.252122,-15.783493,9.981321,-12.556243,9.972681,-0.45488
