0.000000,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.139532,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.200788,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.255660,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.305278,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.389306,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.433285,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.477613,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.524097,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.568506,-0.005003,-0.009005,-0.737406,0.675372,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.201295,0.231338,-0.734074,0.605886,0.453073,-0.435070,0.561091,-0.539087,-11.934184,-4.754925,-35.537905,-78.154794,
0.610975,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
0.653359,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
0.731762,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
1.020697,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
1.271481,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
1.565056,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
1.809379,-0.023006,0.011003,-0.737205,0.675188,-0.089138,0.053082,-0.720111,0.686059,0.043025,-0.011006,0.707409,-0.705408,-0.223453,0.259526,-0.724469,0.598213,0.453073,-0.435070,0.561091,-0.539087,-8.854332,-1.669722,-36.781897,-75.073589,
