lef,1,158.01,137.06,10.6223
lef,2,151.92,136.57,10.6223
lef,3,150.11,135.41,10.6223
lef,4,152.15,138.53,10.6223
lef,5,151.87,138.57,10.6223
lef,6,159.15,145.23,10.6223
lef,7,156.53,139.51,10.6223
lbd,1,165.39,153.68,13.1353
lbd,2,168.09,153.95,13.1353
lbd,3,177.95,159.52,13.1353
lbd,4,179.72,160.56,13.1353
lbd,5,179.44,159.81,13.1353
lbd,6,176.34,160.99,13.1353
lbd,7,178.49,160.93,13.1353
ref,1,148.19,134.4,15.5578
ref,2,149.49,133.62,15.5578
ref,3,153.36,132.63,15.5578
ref,4,150.43,130.51,15.5578
ref,5,152.57,129.28,15.5578
ref,6,155.14,129.91,15.5578
ref,7,165.19,140.24,15.5578
relb,1,159.16,129.78,16.0864
relb,2,157.64,131.5,16.0864
relb,3,155.66,131.83,16.0864
relb,4,157.22,130.9,16.0864
relb,5,153.29,131.02,16.0864
relb,6,157.08,131.45,16.0864
relb,7,156.23,132.89,16.0864
relb1,1,135.09,119.8,10.5413
relb1,2,131.55,117.44,10.5413
relb1,3,134.12,117.89,10.5413
relb1,4,134.31,118.43,10.5413
relb1,5,136.73,120.84,10.5413
relb1,6,137.97,122.19,10.5413
relb1,7,142.17,122.62,10.5413
