lef,1,168.8767,156.1,11.2259
lef,2,170.14,161.0267,11.2259
lef,3,170.6067,160.96,11.2259
lef,4,170.45,161.4533,11.2259
lef,5,172.4767,165.0933,11.2259
lef,6,166.2533,159.9133,11.2259
lef,7,171.8467,163.1633,11.2259
lbd,1,167.2033,169.8467,7.6898
lbd,2,168.4267,168.9533,7.6898
lbd,3,168.35,165.4533,7.6898
lbd,4,168.2867,170.0167,7.6898
lbd,5,168.41,169.58,7.6898
lbd,6,165.41,163.2933,7.6898
lbd,7,168.2033,170.3467,7.6898
lelb,1,130.23,115.4767,13.9108
lelb,2,148.05,126.1133,13.9108
lelb,3,143.9867,128.6433,13.9108
lelb,4,148.2167,128.0067,13.9108
lelb,5,142.6567,139.7833,13.9108
lelb,6,147.4633,125.7533,13.9108
lelb,7,145.4567,126.56,13.9108
lelb1,1,121.8967,120.3033,6.7325
lelb1,2,120.2667,116.9167,6.7325
lelb1,3,124.2467,108.48,6.7325
lelb1,4,119.3633,115.24,6.7325
lelb1,5,120.16,112.6633,6.7325
lelb1,6,123.7733,117.7933,6.7325
lelb1,7,121.9467,115.96,6.7325
lie,1,45.9033,32.8993,10.8228
lie,2,56.01,55.2326,10.8228
lie,3,59.4,49.486,10.8228
lie,4,54.05,40.0193,10.8228
lie,5,49.76,35.1893,10.8228
lie,6,54.2633,42.8626,10.8228
lie,7,57.1633,33.146,10.8228
ref,1,176.9733,171.6867,15.0961
ref,2,172.45,168.25,15.0961
ref,3,176.26,174.3767,15.0961
ref,4,172.53,170.2967,15.0961
ref,5,172.4967,169.5133,15.0961
ref,6,179.2533,171.1567,15.0961
ref,7,182.1433,172.6533,15.0961
relb,1,133.8767,111.17,17.3843
relb,2,136.6433,116.6467,17.3843
relb,3,112.42,96.5,17.3843
relb,4,133.16,116.0633,17.3843
relb,5,139.7867,119.3033,17.3843
relb,6,133.56,116.8867,17.3843
relb,7,127.4267,109.8333,17.3843
relb1,1,114.7933,110.2067,11.3495
relb1,2,123.6967,116.3867,11.3495
relb1,3,124.0967,114.97,11.3495
relb1,4,126.0667,116.1667,11.3495
relb1,5,127.9267,115.3267,11.3495
relb1,6,125.28,115.6967,11.3495
relb1,7,115.04,112.59,11.3495
rie,1,51.0433,54.2738,13.0217
rie,2,46.8733,49.1738,13.0217
rie,3,52.6367,47.7371,13.0217
rie,4,49.1967,41.3971,13.0217
rie,5,53.2,39.0271,13.0217
rie,6,52.0567,39.6604,13.0217
rie,7,52.93,47.1238,13.0217
