0.000000,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
0.621718,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
0.810898,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
1.046879,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
1.271584,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
1.449183,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
1.618360,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
1.751834,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
1.937236,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
2.130274,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
2.300110,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
2.470603,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
2.666914,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
2.840774,-0.653522,0.717573,-0.195156,0.141113,-0.614655,-0.348804,-0.616654,0.346805,-0.546393
3.040357,-0.653522,0.717573,-0.195156,0.141113,-0.653619,-0.253240,-0.663628,0.261247,-0.264063
3.247878,-0.653522,0.717573,-0.195156,0.141113,-0.682663,-0.152924,-0.696656,0.158922,0.035080
3.407251,-0.653522,0.717573,-0.195156,0.141113,-0.690885,-0.088985,-0.710882,0.096984,0.216041
3.564383,-0.653522,0.717573,-0.195156,0.141113,-0.700053,-0.032955,-0.712037,0.042942,0.371287
3.769062,-0.653522,0.717573,-0.195156,0.141113,-0.702067,-0.000999,-0.712054,0.008988,0.464431
3.926371,-0.653522,0.717573,-0.195156,0.141113,-0.704095,0.004994,-0.710087,0.000999,0.483877
4.105269,-0.653522,0.717573,-0.195156,0.141113,-0.706070,0.008988,-0.708067,-0.004993,0.497666
4.290278,-0.653522,0.717573,-0.195156,0.141113,-0.707069,0.009001,-0.707069,-0.005000,0.497509
4.468211,-0.653522,0.717573,-0.195156,0.141113,-0.709753,-0.020963,-0.703764,0.022960,0.414785
4.673123,-0.653522,0.717573,-0.195156,0.141113,-0.700853,-0.114976,-0.694854,0.112976,0.153120
4.837510,-0.653522,0.717573,-0.195156,0.141113,-0.670505,-0.244819,-0.660513,0.232828,-0.210718
5.075140,-0.653522,0.717573,-0.195156,0.141113,-0.634431,-0.338696,-0.618445,0.316716,-0.483550
5.239366,-0.653522,0.717573,-0.195156,0.141113,-0.626535,-0.350740,-0.614544,0.326758,-0.517760
5.413608,-0.653522,0.717573,-0.195156,0.141113,-0.626563,-0.348757,-0.614571,0.328771,-0.518128
5.571325,-0.653522,0.717573,-0.195156,0.141113,-0.625011,-0.347006,-0.617011,0.329006,-0.515187
5.758241,-0.653522,0.717573,-0.195156,0.141113,-0.620688,-0.354822,-0.612693,0.336831,-0.540239
5.957014,-0.653522,0.717573,-0.195156,0.141113,-0.620688,-0.354822,-0.612693,0.336831,-0.540239
6.137865,-0.653522,0.717573,-0.195156,0.141113,-0.620708,-0.352834,-0.612712,0.338841,-0.540603
6.308898,-0.653522,0.717573,-0.195156,0.141113,-0.619477,-0.353272,-0.613473,0.339261,-0.541659
6.486343,-0.653522,0.717573,-0.195156,0.141113,-0.621237,-0.349133,-0.615235,0.337129,-0.531748
6.657375,-0.653522,0.717573,-0.195156,0.141113,-0.648498,-0.308761,-0.620520,0.314756,-0.437406
