lef,1,169.03,161.63,8.0255
lef,2,171.46,167,8.0255
lef,3,171.39,163.18,8.0255
lef,4,171.39,163.87,8.0255
lef,5,171.93,162.17,8.0255
lef,6,176.68,165.5,8.0255
lef,7,173.53,164.95,8.0255
lbd,1,179.22,177.91,6.5769
lbd,2,181.47,177.86,6.5769
lbd,3,181.32,180.25,6.5769
lbd,4,182.15,181.92,6.5769
lbd,5,186.92,182.7,6.5769
lbd,6,183.32,181.59,6.5769
lbd,7,186.33,181.61,6.5769
ref,1,170.11,169.6,7.7483
ref,2,175.93,178.08,7.7483
ref,3,166.78,171.09,7.7483
ref,4,173.58,171.53,7.7483
ref,5,164.5,171.93,7.7483
ref,6,177.4,166.02,7.7483
ref,7,179.83,170.34,7.7483
relb,1,158.28,131.68,11.4921
relb,2,163.77,133.46,11.4921
relb,3,147.29,133.13,11.4921
relb,4,147.69,135.72,11.4921
relb,5,142.69,131.36,11.4921
relb,6,142.17,135.19,11.4921
relb,7,141.39,131.89,11.4921
relb1,1,132.51,131.3,37.5364
relb1,2,137.32,134.93,37.5364
relb1,3,133.74,132.86,37.5364
relb1,4,139.1,134.23,37.5364
relb1,5,134.06,108.88,37.5364
relb1,6,133.17,136.47,37.5364
relb1,7,133.83,134.95,37.5364
