lef,1,177.07,159.92,9.9198
lef,2,176.07,158.81,9.9198
lef,3,173.7,157.35,9.9198
lef,4,169.44,154.78,9.9198
lef,5,169.53,156.46,9.9198
lef,6,174.78,160.18,9.9198
lef,7,180.75,166,9.9198
lbd,1,162.84,160.76,8.7793
lbd,2,156.56,158.47,8.7793
lbd,3,155.9,156.95,8.7793
lbd,4,159.7,161.33,8.7793
lbd,5,157.11,158.68,8.7793
lbd,6,161.59,161.16,8.7793
lbd,7,162.97,162.13,8.7793
ref,1,184.39,167.51,12.1272
ref,2,182.38,161.94,12.1272
ref,3,183.01,167.47,12.1272
ref,4,188.63,170.95,12.1272
ref,5,186.34,171.74,12.1272
ref,6,187.32,166.81,12.1272
ref,7,189.53,169.56,12.1272
relb,1,145.44,120.76,18.5877
relb,2,148.22,123.66,18.5877
relb,3,144.19,121.78,18.5877
relb,4,148.81,121.63,18.5877
relb,5,146.08,121.48,18.5877
relb,6,144.38,124.73,18.5877
relb,7,152.45,122.86,18.5877
relb1,1,134.3,122.01,11.4575
relb1,2,123.88,112.8,11.4575
relb1,3,131.62,122,11.4575
relb1,4,134.99,122.5,11.4575
relb1,5,130.4,117.88,11.4575
relb1,6,133.52,121.31,11.4575
relb1,7,130.76,118,11.4575
rie,1,62.97,53.76,20.0267
rie,2,59.88,47.3,20.0267
rie,3,62.34,49.98,20.0267
rie,4,62.85,41.86,20.0267
rie,5,60.38,42.36,20.0267
rie,6,60.04,40.63,20.0267
rie,7,53.04,40.24,20.0267
