lef,1,134.7433,126.9433,8.9425
lef,2,138.52,126.5233,8.9425
lef,3,129.4367,113,8.9425
lef,4,128.12,112.3,8.9425
lef,5,122.5333,113.4233,8.9425
lef,6,125.22,115.7133,8.9425
lef,7,121.97,107.9633,8.9425
lbd,1,154.67,147.11,8.9907
lbd,2,158.13,143.68,8.9907
lbd,3,154.4867,140,8.9907
lbd,4,157.6067,144.4167,8.9907
lbd,5,161.7433,149.41,8.9907
lbd,6,142.2133,134.2533,8.9907
lbd,7,153.3467,144.9633,8.9907
lelb,1,130.91,132.4633,6.8051
lelb,2,129.7333,130.1567,6.8051
lelb,3,129.24,131.2167,6.8051
lelb,4,120.1267,131.7367,6.8051
lelb,5,130.0367,114.62,6.8051
lelb,6,131.1,133.54,6.8051
lelb,7,127.6267,130.04,6.8051
lelb1,1,107.5867,114.54,7.0018
lelb1,2,113.67,122.82,7.0018
lelb1,3,121.8833,130.67,7.0018
lelb1,4,118.2467,128.6133,7.0018
lelb1,5,113.38,125.9533,7.0018
lelb1,6,117.8867,125.0167,7.0018
lelb1,7,112.7033,122.01,7.0018
lie,1,32.33,29.5533,6.392
lie,2,25.9867,24.83,6.392
lie,3,50.95,46.13,6.392
lie,4,50.4167,49.39,6.392
lie,5,49.8767,45.4867,6.392
lie,6,31.27,35.3933,6.392
lie,7,37.8767,39.39,6.392
ref,1,128.46,121.6,10.5936
ref,2,124.9,116.73,10.5936
ref,3,135.69,122.7767,10.5936
ref,4,132.8033,119.4667,10.5936
ref,5,135.9233,117.96,10.5936
ref,6,117.4533,95.5833,10.5936
ref,7,125.9833,103.61,10.5936
rbd,1,154.7267,150.3567,8.3728
rbd,2,151.07,143.9733,8.3728
rbd,3,147.1967,137.6367,8.3728
rbd,4,154.05,144.0567,8.3728
rbd,5,152.32,137.6,8.3728
rbd,6,153.2667,139.15,8.3728
rbd,7,146.1933,137.48,8.3728
relb,1,132.9633,131.3467,6.0919
relb,2,134.0967,128.85,6.0919
relb,3,130.91,130.9167,6.0919
relb,4,135.1167,134.6767,6.0919
relb,5,132.6033,135.8267,6.0919
relb,6,136.0767,133.7833,6.0919
relb,7,139.3867,134.59,6.0919
relb1,1,123.6033,129.6933,9.6514
relb1,2,130.98,129.5333,9.6514
relb1,3,131.7133,132.6467,9.6514
relb1,4,134.87,131.8133,9.6514
relb1,5,137.2,132.6267,9.6514
relb1,6,132.08,126.0167,9.6514
relb1,7,140.75,131.5467,9.6514
rie,1,39.1733,38.6434,6.9547
rie,2,29.3633,25.4368,6.9547
rie,3,32.3333,28.0825,6.9547
rie,4,35.8067,27.4354,6.9547
rie,5,20.31,28.741,6.9547
rie,6,33.4567,27.3056,6.9547
rie,7,29.5233,35.9556,6.9547
