0.000000,-37.557781,2.815618,-9.465056,28.059589,4.923128,42.673735,-57.033464,2.681327,10.348507,27.050079,-4.562284,24.511988
0.324440,-26.876446,2.707153,-8.357885,28.403669,4.954188,42.789113,-44.665316,2.424987,9.918227,25.468676,-5.668971,20.406126
0.593258,-32.196896,2.758023,-8.822072,28.299793,4.933121,42.839917,-57.300258,2.404852,9.718054,25.251120,-5.735269,21.222815
0.818174,-41.390500,2.920096,-9.290906,28.592248,4.878948,42.713196,-62.454452,2.065660,9.060011,25.188234,-5.776800,21.485424
1.044241,-35.760352,3.040598,-9.454601,28.397573,5.110161,42.611350,-69.567835,2.090172,7.958616,25.664398,-5.696135,22.934123
1.271883,-41.710849,2.920126,-9.610937,28.389108,4.927409,42.483450,-76.839959,2.515353,7.907346,25.130185,-6.925527,20.275772
1.503970,-41.141376,2.926286,-9.154559,28.590128,4.851551,42.334888,-71.989681,2.442358,8.708287,24.455243,-6.544976,19.361584
1.707402,-38.330639,3.145420,-8.395911,28.652910,4.786851,42.480444,-75.489563,2.528051,8.527776,25.091132,-6.655419,19.273932
1.894790,-40.340011,3.286610,-9.205963,28.598351,4.913244,42.196683,-75.489563,2.528051,8.527776,26.048474,-5.894243,21.294194
2.091298,-39.766421,3.130968,-9.559374,28.602021,5.036236,42.016691,-80.063559,2.530657,8.773340,26.006642,-5.560106,20.867289
2.301021,-46.131366,3.189433,-9.513541,28.829105,4.605474,42.022166,-89.301288,2.601679,9.397513,24.958373,-6.316083,18.972985
2.485317,-160.726888,2.059409,-11.309814,21.410005,-5.000663,7.658576,-141.646837,3.265700,10.410864,16.971676,-8.477120,7.540225
2.676368,171.058888,2.995876,347.267061,19.267779,-6.302867,7.242059,-147.563392,3.376355,11.655967,14.822140,-8.938603,6.139757
2.895164,-164.649659,3.439156,-25.581410,20.464495,-6.039590,-0.148142,-142.925353,2.020781,-3.160307,11.461943,-12.126543,-12.827978
3.101283,-21.106754,42.765543,-81.924991,19.199054,-3.913463,1.932753,14.092194,40.235996,-49.465205,11.672873,-10.085780,-11.321859
3.321043,-11.389630,83.754132,-91.533841,16.076105,-3.691455,4.939763,19.516442,85.663128,-58.873108,7.277881,-10.286059,-2.830270
3.508017,-10.657451,89.201847,-92.290276,16.900796,-0.992781,6.696980,19.247098,90.774675,-62.108671,7.593991,-4.665561,2.081371
3.762388,-10.148997,88.721885,-92.022855,17.002936,0.233700,6.463178,18.616362,90.356386,-61.430068,8.357665,-2.436441,2.210261
3.937032,-10.081760,88.280567,-91.995522,16.834816,0.682838,6.156838,18.039899,90.139353,-61.795090,9.223483,-1.171073,2.051257
4.181446,-10.400228,87.887728,-92.823575,16.367959,0.813292,6.018131,17.864400,89.911232,-61.964813,9.015494,-0.673501,2.060999
4.413945,-10.258720,87.449211,-92.945703,16.076511,0.528622,5.432799,17.959300,89.423045,-62.071567,9.280940,-0.797619,2.140899
4.629622,-10.772689,86.992941,-93.494871,16.135438,0.912599,6.029624,17.951612,88.065288,-62.082414,8.956041,-0.840611,2.910870
4.829810,-7.910248,86.569820,-92.500735,15.822644,-0.128202,5.923093,18.408009,86.428254,-62.015013,9.484095,-0.493329,2.121910
5.054636,10.878722,90.267433,-76.085979,15.637993,-1.453780,5.351921,34.977724,86.896524,-48.554566,9.719615,2.113784,6.396162
5.244218,38.091732,92.736509,-52.725858,15.837524,0.816867,8.690714,58.930842,88.181024,-28.258229,8.210081,-0.048085,9.085469
5.481210,72.706557,92.229879,-21.510278,15.316850,-0.121278,9.811422,83.067134,89.268175,-6.532100,7.627205,0.426383,11.439021
5.700699,89.212028,88.192994,-5.689873,14.999050,1.405342,12.307170,117.196437,87.186510,26.115849,8.575911,-6.859554,15.340435
5.903000,90.105206,86.581695,-4.772443,14.847130,-0.111719,12.862666,119.176173,86.237699,29.801756,7.965457,-5.308895,12.727026
6.084581,89.877915,86.534744,-4.677055,14.885901,-0.867279,12.521086,118.551013,85.829220,29.421794,7.846891,-6.541545,12.196378
6.361404,90.265628,86.140012,-4.549671,14.497517,-1.780400,12.531558,119.217176,85.165461,30.375864,7.914307,-7.205788,11.540925
6.594223,90.508677,85.062475,-4.697119,14.825567,-2.550548,12.794222,119.188057,84.062085,29.795661,8.136973,-7.804566,11.351137
6.821453,90.724612,84.619989,-4.740116,14.745157,-2.874303,12.481889,119.265543,83.449441,29.507021,8.441497,-7.915822,11.602853
7.047997,90.967727,84.379084,-4.892575,14.740746,-2.996457,12.470206,119.233087,83.322052,28.654858,8.293761,-8.132081,11.587273
7.261703,91.666183,83.105678,-6.668293,14.772706,-2.841362,12.813054,119.049833,82.082525,27.062912,8.129628,-8.179050,11.400118
7.476598,91.783382,82.557175,-7.027047,16.900738,-2.695947,13.298892,118.832514,81.202639,27.606021,8.766309,-8.143496,11.543771
7.661249,91.439006,86.526850,-5.801642,39.579577,-1.548712,20.856825,117.435725,84.725326,29.813755,29.425034,-11.132995,16.340038
7.884414,81.366076,142.191605,15.526779,17.579598,-5.711436,0.018764,106.627380,131.447251,42.652234,12.725439,-9.502079,-5.181563
8.109694,81.194254,152.261157,19.476463,23.673302,-6.570705,-6.214066,102.677589,147.622518,43.375982,15.133637,-10.963180,-13.499216
8.288753,81.925949,152.001674,18.450274,21.296409,-7.820638,-5.562248,103.309651,146.849540,44.980191,15.201689,-10.641880,-14.086410
8.479258,80.002817,151.944813,13.861645,21.616059,-7.325083,-4.976915,103.212459,147.077178,44.743490,15.365342,-10.442148,-14.509715
8.707626,78.738892,151.632713,11.193115,21.262224,-7.419417,-4.821184,102.141439,145.733823,42.843139,15.578551,-10.884342,-14.468733
8.933314,79.212709,151.088271,11.858731,21.126183,-7.312543,-5.173444,101.775759,145.261872,42.987443,15.156187,-10.751612,-13.275050
9.132730,73.087147,150.181281,3.701171,21.457041,-6.963127,-3.191576,98.446942,144.555873,40.197826,14.475393,-10.857258,-10.021920
9.311805,66.471255,149.152542,1.806911,21.393114,-2.827253,48.012143,91.630294,144.119738,40.795993,14.594689,-11.552627,14.539995
9.520918,67.449361,147.568948,19.903327,16.983803,-2.870390,80.190381,91.700930,143.293740,60.009218,16.185598,-11.977247,61.583666
9.732496,73.495224,145.593710,41.526829,8.104240,-3.753200,85.596660,96.944956,140.514659,77.559666,10.828521,-9.263628,70.799503
9.909633,75.781813,144.805641,45.524188,8.281164,-3.521093,85.524995,95.686794,139.989967,74.477272,11.421910,-9.231892,71.316795
10.104870,76.796925,145.029290,47.004078,8.981100,-2.955938,85.085736,95.686794,139.989967,74.477272,11.537502,-9.604299,71.394170
10.307798,77.020200,145.088731,46.181563,9.492831,-3.158176,84.524572,95.520757,140.081090,73.089824,12.220541,-9.639720,71.274305
