lef,1,83.4967,101.2233,16.6512
lef,2,161.6933,152.86,16.6512
lef,3,161.5333,156.5933,16.6512
lef,4,168.74,162.43,16.6512
lef,5,171.44,165.6333,16.6512
lef,6,167.7433,161.8067,16.6512
lef,7,169.2633,161.0933,16.6512
lbd,1,162.01,165.5233,9.1388
lbd,2,164.82,169.0567,9.1388
lbd,3,162.0033,165.4933,9.1388
lbd,4,159.1533,161.6233,9.1388
lbd,5,162.7,167.16,9.1388
lbd,6,158.4067,164.53,9.1388
lbd,7,163.5133,168.3333,9.1388
lelb1,1,112.6533,104.3133,7.3108
lelb1,2,104.35,94.7367,7.3108
lelb1,3,108.85,97.3733,7.3108
lelb1,4,112.2633,101.4267,7.3108
lelb1,5,109.9667,98.9767,7.3108
lelb1,6,111.2267,100.2133,7.3108
lelb1,7,106.91,97.09,7.3108
ref,1,173.8367,161.15,13.5335
ref,2,171.1367,159.36,13.5335
ref,3,177.05,158.9633,13.5335
ref,4,181.4567,162.1533,13.5335
ref,5,172.19,155.45,13.5335
ref,6,175.08,157.2967,13.5335
ref,7,172.6033,161.8367,13.5335
relb,1,122.5033,108.0033,10.5784
relb,2,132.41,120.7233,10.5784
relb,3,134.9667,119.1367,10.5784
relb,4,134.9033,117.8733,10.5784
relb,5,129.4167,118.3833,10.5784
relb,6,128.7967,120.3833,10.5784
relb,7,132.9,119.7367,10.5784
relb1,1,113.1033,122.2533,6.3141
relb1,2,122.8267,113.3367,6.3141
relb1,3,109.86,112.98,6.3141
relb1,4,103.9167,108.94,6.3141
relb1,5,100.8567,116.91,6.3141
relb1,6,110.76,111.0933,6.3141
relb1,7,105.8167,117.1633,6.3141
rie,1,45.8567,35.06,11.4779
rie,2,46.1733,27.1633,11.4779
rie,3,49.6467,28.6367,11.4779
rie,4,53.25,45.0233,11.4779
rie,5,48.2867,38.21,11.4779
rie,6,43.79,33.7,11.4779
rie,7,50.3733,39.12,11.4779
