lef,1,150.77,155.82,20.3759
lef,2,155.91,162.15,20.3759
lef,3,153.2,160.05,20.3759
lef,4,158.18,159.98,20.3759
lef,5,155.82,159.82,20.3759
lef,6,158.21,161.11,20.3759
lef,7,157.87,163.61,20.3759
lbd,1,169.2,162.77,15.2972
lbd,2,164.33,160.06,15.2972
lbd,3,177.94,163.97,15.2972
lbd,4,167.06,159.45,15.2972
lbd,5,165.66,157.91,15.2972
lbd,6,167.14,153.75,15.2972
lbd,7,195.58,164.92,15.2972
lelb,1,105.89,121.03,17.968
lelb,2,126.6,128.47,17.968
lelb,3,117.35,126,17.968
lelb,4,132.54,128.05,17.968
lelb,5,123.52,130.83,17.968
lelb,6,125.48,127.13,17.968
lelb,7,127.11,126.32,17.968
lelb1,1,126.1,123.18,11.6729
lelb1,2,131.85,123.36,11.6729
lelb1,3,130.21,126.08,11.6729
lelb1,4,132.49,128.74,11.6729
lelb1,5,133.45,128.98,11.6729
lelb1,6,131.16,124.86,11.6729
lelb1,7,133.1,126.1,11.6729
lie,1,66.03,62.1,15.4598
lie,2,72.19,63.84,15.4598
lie,3,74.5,58.13,15.4598
lie,4,72.57,62.02,15.4598
lie,5,79.08,60.05,15.4598
lie,6,81.66,61.11,15.4598
lie,7,64.29,64.72,15.4598
rbd,1,186.8,160.62,18.6802
rbd,2,162.99,159.06,18.6802
rbd,3,192.31,151.64,18.6802
rbd,4,167.55,162.64,18.6802
rbd,5,198.01,163.77,18.6802
rbd,6,197.77,165.51,18.6802
rbd,7,196.72,165.09,18.6802
ref,1,179.58,169.17,13.859
ref,2,181.65,168.96,13.859
ref,3,178.66,166.44,13.859
ref,4,189.86,170.67,13.859
ref,5,186.88,174.52,13.859
ref,6,191.18,173.86,13.859
ref,7,193.7,166.41,13.859
relb,1,152.45,129.42,12.7654
relb,2,149.99,127.85,12.7654
relb,3,145.25,127.72,12.7654
relb,4,145.26,128.6,12.7654
relb,5,145,126.6,12.7654
relb,6,139.65,129,12.7654
relb,7,140.91,129.83,12.7654
relb1,1,132.9,120.11,19.4783
relb1,2,130.83,122.15,19.4783
relb1,3,127.44,121.62,19.4783
relb1,4,127.9,120.37,19.4783
relb1,5,129.79,122.26,19.4783
relb1,6,126.54,118.77,19.4783
relb1,7,131.92,123.33,19.4783
rie,1,54.25,81.73,55.2396
rie,2,56.61,85.62,55.2396
rie,3,61.1,83.53,55.2396
rie,4,53.92,91.28,55.2396
rie,5,59.95,85.25,55.2396
rie,6,60.24,90.15,55.2396
rie,7,71.96,92.35,55.2396
