Timestamp,IMULS_X,IMULS_Y,IMULS_Z,IMULS_Ynew,IMULS_Znew,IMULE_X,IMULE_Y,IMULE_Z,IMULElbow,IMURS_X,IMURS_Y,IMURS_Z,IMURS_Ynew,IMURS_Znew'IMURE_X,IMURE_Y,IMURE_Z,IMURElbow,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.10,-9.04,2.68,-4.72,86.62,9.42,-6.68,7.01,17.74,9.67,96.93,70.20,71.71,155.08,92.34,0.00,0.00,0.00,0.00
4.16,-8.87,2.69,-4.56,86.64,9.27,-6.68,7.01,17.74,9.55,96.93,70.20,71.71,155.08,92.34,0.00,0.00,0.00,0.00
4.21,-8.71,2.55,-4.33,86.83,9.08,-6.68,7.01,17.74,9.33,96.93,70.20,71.71,155.08,92.34,0.00,0.00,0.00,0.00
4.23,-8.71,2.55,-4.33,86.83,9.08,-6.59,6.71,17.64,9.40,96.93,70.20,71.71,155.08,92.34,0.00,0.00,0.00,0.00
4.27,-8.87,2.62,-4.18,86.77,9.24,-6.59,6.71,17.64,9.54,96.93,70.20,71.71,155.08,92.34,0.00,0.00,0.00,0.00
4.31,-8.87,2.62,-4.18,86.77,9.24,-6.76,6.72,17.47,9.52,96.93,70.20,71.71,155.08,92.34,0.00,0.00,0.00,0.00
4.33,-8.98,2.57,-5.22,86.65,9.34,-6.76,6.72,17.47,9.52,97.16,70.10,70.89,154.05,92.43,0.00,0.00,0.00,0.00
4.34,-8.98,2.57,-5.22,86.65,9.34,-6.76,6.72,17.47,9.52,97.16,70.10,70.89,154.05,92.43,0.00,0.00,0.00,0.00
4.40,-8.82,2.58,-5.06,86.68,9.19,-6.76,6.72,17.47,9.40,97.16,70.10,70.89,154.05,92.43,0.00,0.00,0.00,0.00
4.40,-8.82,2.58,-5.06,86.68,9.19,-6.74,6.75,17.45,9.53,97.16,70.10,70.89,154.05,92.43,0.00,0.00,0.00,0.00
4.44,-8.80,2.66,-4.75,86.65,9.19,-6.74,6.75,17.45,9.55,97.16,70.10,70.89,154.05,92.43,0.00,0.00,0.00,0.00
4.45,-8.84,2.40,-4.93,86.88,9.15,-6.74,6.75,17.45,9.55,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.47,-8.84,2.40,-4.93,86.88,9.15,-6.57,6.74,17.62,9.40,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.50,-8.79,2.56,-4.94,86.73,9.15,-6.57,6.74,17.62,9.49,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.53,-8.79,2.56,-4.94,86.73,9.15,-6.52,6.90,17.62,9.49,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.57,-8.93,2.78,-4.86,86.51,9.35,-6.52,6.90,17.62,9.73,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.58,-8.93,2.78,-4.86,86.51,9.35,-6.82,7.15,17.53,9.86,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.64,-8.93,2.78,-4.86,86.51,9.35,-6.82,7.15,17.53,9.86,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.69,-8.76,2.79,-4.70,86.54,9.19,-6.82,7.15,17.53,9.75,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.71,-8.76,2.79,-4.70,86.54,9.19,-6.53,6.91,17.57,9.49,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.75,-8.76,2.79,-4.70,86.54,9.19,-6.53,6.91,17.57,9.49,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.78,-8.76,2.79,-4.70,86.54,9.19,-6.63,6.72,17.26,9.43,97.93,70.13,71.44,153.84,92.69,0.00,0.00,0.00,0.00
4.81,-8.39,2.34,-5.58,86.88,8.71,-6.63,6.72,17.26,9.43,98.96,70.60,71.51,152.90,92.97,0.00,0.00,0.00,0.00
4.82,-8.39,2.34,-5.58,86.88,8.71,-6.63,6.72,17.26,9.43,98.96,70.60,71.51,152.90,92.97,0.00,0.00,0.00,0.00
4.87,-8.38,2.42,-5.27,86.85,8.71,-6.63,6.72,17.26,9.45,98.96,70.60,71.51,152.90,92.97,0.00,0.00,0.00,0.00
4.88,-8.38,2.42,-5.27,86.85,8.71,-6.73,6.98,17.37,9.68,98.96,70.60,71.51,152.90,92.97,0.00,0.00,0.00,0.00
4.92,-8.48,2.64,-5.13,86.64,8.88,-6.73,6.98,17.37,9.91,98.96,70.60,71.51,152.90,92.97,0.00,0.00,0.00,0.00
4.93,-8.60,2.75,-5.29,86.50,9.02,-6.73,6.98,17.37,9.91,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
4.95,-8.60,2.75,-5.29,86.50,9.02,-6.82,7.20,17.52,9.91,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
4.99,-8.61,2.60,-5.22,86.65,8.99,-6.82,7.20,17.52,9.80,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
5.01,-8.61,2.60,-5.22,86.65,8.99,-6.83,7.05,17.59,9.80,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
5.04,-8.61,2.60,-5.22,86.65,8.99,-6.83,7.05,17.59,9.80,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
5.06,-8.61,2.60,-5.22,86.65,8.99,-6.83,7.05,17.59,9.80,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
5.12,-8.46,2.53,-5.37,86.71,8.83,-6.83,7.05,17.59,9.66,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
5.16,-8.44,2.68,-5.44,86.56,8.86,-6.83,7.05,17.59,9.76,98.72,70.46,71.13,152.76,92.91,0.00,0.00,0.00,0.00
5.17,-8.37,2.54,-5.55,86.69,8.74,-6.83,7.05,17.59,9.76,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.19,-8.37,2.54,-5.55,86.69,8.74,-6.68,7.14,17.37,9.76,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.22,-8.41,2.38,-5.55,86.85,8.74,-6.68,7.14,17.37,9.68,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.25,-8.41,2.38,-5.55,86.85,8.74,-6.59,6.79,17.58,9.45,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.28,-8.41,2.38,-5.55,86.85,8.74,-6.59,6.79,17.58,9.45,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.30,-8.41,2.38,-5.55,86.85,8.74,-6.59,6.79,17.58,9.45,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.35,-8.58,2.37,-5.71,86.82,8.90,-6.59,6.79,17.58,9.57,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.36,-8.58,2.37,-5.71,86.82,8.90,-6.77,6.79,17.42,9.57,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.40,-8.58,2.37,-5.71,86.82,8.90,-6.77,6.79,17.42,9.57,99.10,70.57,71.37,152.62,93.02,0.00,0.00,0.00,0.00
5.41,-8.54,2.33,-5.87,86.84,8.85,-6.77,6.79,17.42,9.57,99.19,70.62,71.28,152.45,93.04,0.00,0.00,0.00,0.00
