0.000000,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
0.651000,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
0.846578,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
1.038670,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
1.215551,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
1.377448,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
1.517916,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
1.699871,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
1.867552,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.062383,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.233202,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.422160,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.583374,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.708307,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.839275,-0.652048,0.714148,-0.203327,0.153246,-0.667212,0.655208,-0.265084,0.235075,-0.208816
2.976699,-0.652048,0.714148,-0.203327,0.153246,-0.668087,0.654064,-0.265432,0.235383,-0.209633
3.099088,-0.652048,0.714148,-0.203327,0.153246,-0.633171,0.629170,-0.339092,0.297080,-0.417353
3.227145,-0.652048,0.714148,-0.203327,0.153246,-0.567178,0.565177,-0.443139,0.403127,-0.766698
3.350420,-0.652048,0.714148,-0.203327,0.153246,-0.541194,0.533191,-0.483173,0.435156,-0.896390
3.476999,-0.652048,0.714148,-0.203327,0.153246,-0.539405,0.529397,-0.487366,0.437328,-0.908052
3.617208,-0.652048,0.714148,-0.203327,0.153246,-0.538080,0.528060,-0.487980,0.439883,-0.914034
3.762360,-0.652048,0.714148,-0.203327,0.153246,-0.541821,0.529803,-0.485736,0.435660,-0.901670
3.974824,-0.652048,0.714148,-0.203327,0.153246,-0.586111,0.578096,-0.423803,0.377716,-0.687918
